,boxscore
4858,2019-02-28-21-eastern-washington
383,2019-02-28-21-northern-colorado
316,2019-02-28-21-northwestern
4191,2019-02-28-21-oregon-state
2001,2019-02-28-21-south-dakota
5560,2019-02-28-21-stanford
2421,2019-02-28-21-tulsa
127,2019-02-28-21-ucla
370,2019-02-28-22-cal-state-fullerton
1015,2019-02-28-22-california-baptist
5596,2019-02-28-22-california-santa-barbara
5248,2019-02-28-22-idaho
4842,2019-02-28-22-san-francisco
2896,2019-02-28-23-california
4787,2019-02-28-23-california-davis
4823,2019-02-28-23-loyola-marymount
1043,2019-02-28-23-oregon
338,2019-02-28-23-pacific
4801,2019-02-28-23-saint-marys-ca
3515,2019-03-01-17-brown
5220,2019-03-01-18-bowling-green-state
3523,2019-03-01-19-dartmouth
2704,2019-03-01-19-dayton
4335,2019-03-01-19-fairfield
4086,2019-03-01-19-harvard
3238,2019-03-01-19-jacksonville
5160,2019-03-01-19-kennesaw-state
4296,2019-03-01-19-manhattan
5319,2019-03-01-19-njit
2026,2019-03-01-19-north-alabama
2594,2019-03-01-19-rider
4370,2019-03-01-19-saint-peters
3545,2019-03-01-19-yale
5006,2019-03-01-20-miami-oh
4171,2019-03-01-21-canisius
4000,2019-03-02-11-maine
1797,2019-03-02-12-alabama
3599,2019-03-02-12-boston-university
3670,2019-03-02-12-bucknell
2781,2019-03-02-12-florida-state
3649,2019-03-02-12-holy-cross
5391,2019-03-02-12-indiana
3446,2019-03-02-12-lafayette
83,2019-03-02-12-oklahoma-state
747,2019-03-02-12-wake-forest
1835,2019-03-02-13-arkansas
2886,2019-03-02-13-central-connecticut-state
2681,2019-03-02-13-davidson
1061,2019-03-02-13-georgia-state
5088,2019-03-02-13-green-bay
3564,2019-03-02-13-maryland-baltimore-county
1575,2019-03-02-13-virginia-military-institute
4440,2019-03-02-13-wisconsin
1152,2019-03-02-14-akron
2107,2019-03-02-14-campbell
1598,2019-03-02-14-chattanooga
1091,2019-03-02-14-duquesne
1267,2019-03-02-14-indiana-state
1736,2019-03-02-14-louisiana-monroe
250,2019-03-02-14-oklahoma
4480,2019-03-02-14-purdue
1641,2019-03-02-14-samford
4560,2019-03-02-14-southern-illinois
1723,2019-03-02-14-tennessee
32,2019-03-02-14-texas
3401,2019-03-02-14-towson
3266,2019-03-02-14-valparaiso
4251,2019-03-02-14-villanova
796,2019-03-02-14-virginia
987,2019-03-02-15-chicago-state
964,2019-03-02-15-denver
2925,2019-03-02-15-gardner-webb
1853,2019-03-02-15-missouri
5105,2019-03-02-15-northern-illinois
2828,2019-03-02-15-sacred-heart
2487,2019-03-02-15-saint-louis
3716,2019-03-02-15-troy
1898,2019-03-02-16-auburn
2263,2019-03-02-16-bethune-cookman
198,2019-03-02-16-central-michigan
1535,2019-03-02-16-college-of-charleston
2069,2019-03-02-16-delaware
3475,2019-03-02-16-delaware-state
4626,2019-03-02-16-detroit-mercy
5412,2019-03-02-16-drexel
2763,2019-03-02-16-duke
1430,2019-03-02-16-east-tennessee-state
5542,2019-03-02-16-eastern-illinois
2498,2019-03-02-16-george-washington
3800,2019-03-02-16-houston
3784,2019-03-02-16-james-madison
4645,2019-03-02-16-long-island-university
1544,2019-03-02-16-mercer
1333,2019-03-02-16-missouri-state
912,2019-03-02-16-montana-state
3939,2019-03-02-16-nicholls-state
1415,2019-03-02-16-north-carolina-asheville
3166,2019-03-02-16-north-carolina-at
4107,2019-03-02-16-oakland
2948,2019-03-02-16-presbyterian
2569,2019-03-02-16-richmond
4837,2019-03-02-16-san-francisco
1490,2019-03-02-16-south-carolina-upstate
896,2019-03-02-16-south-dakota
4123,2019-03-02-16-st-francis-ny
5455,2019-03-02-16-tennessee-martin
3955,2019-03-02-16-texas-christian
4996,2019-03-02-16-wagner
3871,2019-03-02-16-western-michigan
4765,2019-03-02-17-eastern-washington
2959,2019-03-02-17-georgia-southern
4055,2019-03-02-17-hartford
4435,2019-03-02-17-iowa
2175,2019-03-02-17-ipfw
690,2019-03-02-17-lamar
4155,2019-03-02-17-mississippi-valley-state
666,2019-03-02-17-saint-josephs
3052,2019-03-02-17-south-dakota-state
4923,2019-03-02-17-southeastern-louisiana
1312,2019-03-02-18-alabama-state
3543,2019-03-02-18-brown
787,2019-03-02-18-clemson
1167,2019-03-02-18-colorado
2132,2019-03-02-18-georgetown
3035,2019-03-02-18-loyola-il
2092,2019-03-02-18-norfolk-state
2909,2019-03-02-18-savannah-state
5312,2019-03-02-18-southern
3005,2019-03-02-18-southern-illinois-edwardsville
1935,2019-03-02-18-texas-am
544,2019-03-02-18-wyoming
4665,2019-03-02-18-youngstown-state
2285,2019-03-02-19-alabama-am
5554,2019-03-02-19-california
3519,2019-03-02-19-dartmouth
3080,2019-03-02-19-eastern-kentucky
4584,2019-03-02-19-harvard
675,2019-03-02-19-loyola-md
3813,2019-03-02-19-milwaukee
867,2019-03-02-19-missouri-kansas-city
4044,2019-03-02-19-vermont
1948,2019-03-02-19-yale
1694,2019-03-02-20-arkansas-pine-bluff
1361,2019-03-02-20-california-riverside
1762,2019-03-02-20-cincinnati
277,2019-03-02-20-florida
4896,2019-03-02-20-houston-baptist
1714,2019-03-02-20-incarnate-word
57,2019-03-02-20-kansas-state
2987,2019-03-02-20-murray-state
3695,2019-03-02-20-pepperdine
3736,2019-03-02-20-south-alabama
4210,2019-03-02-20-southeast-missouri-state
1253,2019-03-02-20-utah-state
5483,2019-03-02-21-brigham-young
161,2019-03-02-21-grand-canyon
5254,2019-03-02-21-montana
854,2019-03-02-21-northern-colorado
1005,2019-03-02-22-california-baptist
4759,2019-03-02-22-california-davis
5283,2019-03-02-22-idaho
366,2019-03-02-22-long-beach-state
518,2019-03-02-22-nevada-las-vegas
493,2019-03-02-22-new-mexico
3912,2019-03-02-22-oregon
4817,2019-03-02-22-portland
1282,2019-03-02-22-saint-marys-ca
471,2019-03-02-22-san-diego-state
331,2019-03-03-01-hawaii
3846,2019-03-03-12-connecticut
4694,2019-03-03-12-depaul
1785,2019-03-03-12-florida-international
5064,2019-03-03-13-charlotte
770,2019-03-03-13-louisville
4386,2019-03-03-13-saint-peters
3094,2019-03-03-14-louisiana-lafayette
4338,2019-03-03-14-marist
4341,2019-03-03-14-niagara
4317,2019-03-03-14-quinnipiac
140,2019-03-03-14-southern-methodist
2410,2019-03-03-14-temple
4719,2019-03-03-15-marquette
1953,2019-03-03-15-maryland
3319,2019-03-03-15-rice
5343,2019-03-03-15-texas-san-antonio
2386,2019-03-03-15-western-kentucky
5581,2019-03-03-16-north-texas
5138,2019-03-03-16-stanford
2450,2019-03-03-16-tulsa
2842,2019-03-03-18-georgia-tech
312,2019-03-03-18-illinois
4193,2019-03-03-20-oregon-state
3469,2019-03-04-19-delaware-state
1222,2019-03-04-19-florida-gulf-coast
3223,2019-03-04-19-liberty
3336,2019-03-04-19-maryland-eastern-shore
2031,2019-03-04-19-north-florida
2856,2019-03-04-19-syracuse
2289,2019-03-04-20-alabama-am
1182,2019-03-04-20-arkansas-pine-bluff
2201,2019-03-04-20-lipscomb
1230,2019-03-04-20-mississippi-valley-state
1309,2019-03-04-21-alabama-state
381,2019-03-04-21-idaho-state
902,2019-03-04-21-montana
5264,2019-03-04-21-montana-state
3952,2019-03-04-21-texas-christian
262,2019-03-04-21-texas-tech
3895,2019-03-05-18-butler
2661,2019-03-05-19-akron
4035,2019-03-05-19-binghamton
3645,2019-03-05-19-boston-university
199,2019-03-05-19-central-michigan
1482,2019-03-05-19-charleston-southern
753,2019-03-05-19-duke
2799,2019-03-05-19-eastern-michigan
3421,2019-03-05-19-florida-state
2474,2019-03-05-19-george-mason
2937,2019-03-05-19-hampton
832,2019-03-05-19-hartford
3456,2019-03-05-19-lafayette
5010,2019-03-05-19-miami-oh
44,2019-03-05-19-michigan-state
4002,2019-03-05-19-new-hampshire
4732,2019-03-05-19-ohio
1413,2019-03-05-19-presbyterian
2614,2019-03-05-19-saint-josephs
1877,2019-03-05-19-texas-am
3886,2019-03-05-19-toledo
4004,2019-03-05-19-vermont
2846,2019-03-05-20-boston-college
3180,2019-03-05-20-green-bay
794,2019-03-05-20-miami-fl
2821,2019-03-05-20-minnesota
4111,2019-03-05-20-wright-state
1803,2019-03-05-21-alabama
481,2019-03-05-21-colorado-state
1833,2019-03-05-21-mississippi
4103,2019-03-05-21-oklahoma
1895,2019-03-05-21-tennessee
2436,2019-03-05-21-wichita-state
595,2019-03-05-23-air-force
1677,2019-03-06-18-georgia
4977,2019-03-06-18-sacred-heart
4721,2019-03-06-18-seton-hall
212,2019-03-06-19-charlotte
2639,2019-03-06-19-davidson
656,2019-03-06-19-dayton
4994,2019-03-06-19-fairleigh-dickinson
271,2019-03-06-19-florida
719,2019-03-06-19-florida-atlantic
2511,2019-03-06-19-fordham
4676,2019-03-06-19-marshall
2587,2019-03-06-19-massachusetts
4906,2019-03-06-19-mcneese-state
3001,2019-03-06-19-morehead-state
4622,2019-03-06-19-northern-kentucky
4657,2019-03-06-19-oakland
5579,2019-03-06-19-old-dominion
4134,2019-03-06-19-robert-morris
4499,2019-03-06-19-rutgers
4647,2019-03-06-19-saint-francis-pa
119,2019-03-06-19-sam-houston-state
33,2019-03-06-19-west-virginia
5167,2019-03-06-19-western-kentucky
2350,2019-03-06-20-creighton
4582,2019-03-06-20-depaul
1701,2019-03-06-20-houston-baptist
4919,2019-03-06-20-nicholls-state
2714,2019-03-06-20-saint-louis
3927,2019-03-06-20-southeastern-louisiana
2416,2019-03-06-20-tulane
1931,2019-03-06-20-vanderbilt
67,2019-03-06-21-baylor
5539,2019-03-06-21-eastern-illinois
523,2019-03-06-21-new-mexico
2776,2019-03-06-21-north-carolina-state
4471,2019-03-06-21-northwestern
769,2019-03-06-21-notre-dame
5070,2019-03-06-21-texas-el-paso
1368,2019-03-06-22-long-beach-state
525,2019-03-06-22-san-diego-state
461,2019-03-06-22-san-jose-state
4200,2019-03-06-22-washington
5552,2019-03-06-23-washington-state
2945,2019-03-07-12-radford
2007,2019-03-07-14-winthrop
4327,2019-03-07-17-marist
2515,2019-03-07-18-campbell
4530,2019-03-07-19-american
3721,2019-03-07-19-appalachian-state
1059,2019-03-07-19-arkansas-little-rock
2223,2019-03-07-19-austin-peay
703,2019-03-07-19-bethune-cookman
3656,2019-03-07-19-bucknell
5177,2019-03-07-19-central-florida
3129,2019-03-07-19-coastal-carolina
3594,2019-03-07-19-colgate
2468,2019-03-07-19-connecticut
11,2019-03-07-19-indiana-state
3673,2019-03-07-19-lehigh
4597,2019-03-07-19-liberty
4399,2019-03-07-19-manhattan
3485,2019-03-07-19-maryland-eastern-shore
3340,2019-03-07-19-morgan-state
3777,2019-03-07-19-north-carolina-at
2276,2019-03-07-19-south-carolina-state
4427,2019-03-07-19-wisconsin
1729,2019-03-07-20-arkansas-state
2117,2019-03-07-20-gardner-webb
1307,2019-03-07-20-grambling
4420,2019-03-07-20-illinois
2287,2019-03-07-20-jackson-state
5326,2019-03-07-20-lipscomb
1979,2019-03-07-20-norfolk-state
3751,2019-03-07-20-prairie-view
5262,2019-03-07-20-southern-utah
952,2019-03-07-20-texas-pan-american
5308,2019-03-07-20-texas-southern
3858,2019-03-07-21-colorado
147,2019-03-07-21-houston
850,2019-03-07-21-idaho-state
3109,2019-03-07-21-illinois-state
444,2019-03-07-21-jacksonville-state
4348,2019-03-07-21-monmouth
345,2019-03-07-21-pepperdine
813,2019-03-07-21-utah-valley
5238,2019-03-07-21-weber-state
360,2019-03-07-22-cal-poly
1028,2019-03-07-22-cal-state-northridge
4784,2019-03-07-22-california-davis
3710,2019-03-07-22-portland-state
1204,2019-03-07-22-sacramento-state
165,2019-03-07-22-seattle
125,2019-03-07-22-utah
4805,2019-03-07-23-san-diego
5131,2019-03-07-23-stanford
3261,2019-03-08-13-loyola-il
1329,2019-03-08-15-missouri-state
4589,2019-03-08-16-princeton
1450,2019-03-08-17-virginia-military-institute
2655,2019-03-08-18-buffalo
1156,2019-03-08-18-kent-state
1503,2019-03-08-18-radford
2801,2019-03-08-19-ball-state
3533,2019-03-08-19-columbia
3972,2019-03-08-19-cornell
4568,2019-03-08-19-drake
4363,2019-03-08-19-iona
4462,2019-03-08-19-maryland
5007,2019-03-08-19-ohio
1943,2019-03-08-19-pennsylvania
1567,2019-03-08-19-samford
187,2019-03-08-19-toledo
2756,2019-03-08-19-virginia-tech
3877,2019-03-08-19-western-michigan
2984,2019-03-08-20-belmont
730,2019-03-08-20-campbell
4305,2019-03-08-21-canisius
5507,2019-03-08-21-loyola-marymount
3213,2019-03-08-21-southern-illinois
2603,2019-03-08-21-virginia-commonwealth
2183,2019-03-08-22-murray-state
4829,2019-03-08-23-santa-clara
1914,2019-03-09-12-auburn
2859,2019-03-09-12-clemson
3254,2019-03-09-12-fairleigh-dickinson
717,2019-03-09-12-marshall
778,2019-03-09-12-pittsburgh
4255,2019-03-09-12-providence
1398,2019-03-09-12-seton-hall
255,2019-03-09-12-texas
756,2019-03-09-12-wake-forest
1584,2019-03-09-12-wofford
4060,2019-03-09-13-maryland-baltimore-county
1661,2019-03-09-13-south-carolina
2626,2019-03-09-13-st-bonaventure
2325,2019-03-09-14-appalachian-state
2852,2019-03-09-14-boston-college
2154,2019-03-09-14-coastal-carolina
1601,2019-03-09-14-east-tennessee-state
2492,2019-03-09-14-george-washington
31,2019-03-09-14-iowa-state
66,2019-03-09-14-kansas
282,2019-03-09-14-kentucky
4716,2019-03-09-14-marquette
1884,2019-03-09-14-mississippi-state
311,2019-03-09-14-northwestern
4282,2019-03-09-14-saint-francis-pa
5580,2019-03-09-15-alabama-birmingham
990,2019-03-09-15-chicago-state
1082,2019-03-09-15-loyola-il
1870,2019-03-09-15-missouri
5211,2019-03-09-15-southern-mississippi
3731,2019-03-09-15-texas-arlington
5565,2019-03-09-15-washington-state
3906,2019-03-09-16-arizona
1063,2019-03-09-16-arkansas-little-rock
488,2019-03-09-16-colorado-state
3396,2019-03-09-16-james-madison
2695,2019-03-09-16-la-salle
1750,2019-03-09-16-nicholls-state
4926,2019-03-09-16-northwestern-state
252,2019-03-09-16-oklahoma-state
1098,2019-03-09-16-rhode-island
825,2019-03-09-16-seattle
2430,2019-03-09-16-temple
3276,2019-03-09-16-virginia
2963,2019-03-09-17-arkansas-state
130,2019-03-09-17-colorado
1971,2019-03-09-17-georgia-southern
4010,2019-03-09-17-hartford
4905,2019-03-09-17-lamar
1240,2019-03-09-17-mississippi-valley-state
688,2019-03-09-17-stephen-f-austin
4688,2019-03-09-17-xavier
1806,2019-03-09-18-arkansas
5525,2019-03-09-18-drake
1462,2019-03-09-18-elon
2281,2019-03-09-18-grambling
1310,2019-03-09-18-jackson-state
3355,2019-03-09-18-kansas-state
2901,2019-03-09-18-north-carolina
1639,2019-03-09-18-north-carolina-greensboro
3507,2019-03-09-18-pennsylvania
5304,2019-03-09-18-prairie-view
4591,2019-03-09-18-princeton
2572,2019-03-09-18-richmond
646,2019-03-09-18-texas-am-corpus-christi
570,2019-03-09-18-wyoming
610,2019-03-09-19-boise-state
3492,2019-03-09-19-columbia
3527,2019-03-09-19-cornell
2716,2019-03-09-19-duquesne
5589,2019-03-09-19-florida-international
451,2019-03-09-19-fresno-state
5291,2019-03-09-19-northern-colorado
4312,2019-03-09-19-quinnipiac
1139,2019-03-09-19-south-dakota-state
4051,2019-03-09-19-stony-brook
3854,2019-03-09-19-utah
3978,2019-03-09-19-vermont
5569,2019-03-09-20-belmont
4785,2019-03-09-20-california-davis
4705,2019-03-09-20-creighton
1540,2019-03-09-20-furman
1919,2019-03-09-20-louisiana-state
5514,2019-03-09-20-michigan-state
5071,2019-03-09-20-middle-tennessee
2371,2019-03-09-20-rice
5377,2019-03-09-20-texas-southern
2400,2019-03-09-20-tulane
5233,2019-03-09-21-idaho-state
1133,2019-03-09-21-memphis
892,2019-03-09-21-nebraska-omaha
1013,2019-03-09-21-new-mexico-state
2590,2019-03-09-21-rider
156,2019-03-09-21-utah-valley
382,2019-03-09-21-weber-state
362,2019-03-09-22-cal-poly
4749,2019-03-09-22-cal-state-fullerton
1026,2019-03-09-22-california-irvine
526,2019-03-09-22-nevada
1205,2019-03-09-22-portland-state
5271,2019-03-09-22-sacramento-state
4844,2019-03-09-22-san-francisco
2894,2019-03-09-22-washington
1113,2019-03-09-23-brigham-young
5179,2019-03-10-12-cincinnati
3612,2019-03-10-12-colgate
3789,2019-03-10-12-hofstra
4497,2019-03-10-12-indiana
4423,2019-03-10-12-penn-state
2105,2019-03-10-13-radford
1273,2019-03-10-14-bradley
674,2019-03-10-14-bucknell
2452,2019-03-10-14-east-carolina
4433,2019-03-10-14-nebraska
3203,2019-03-10-14-william-mary
5332,2019-03-10-15-lipscomb
4472,2019-03-10-16-ohio-state
3836,2019-03-10-16-south-florida
1622,2019-03-10-16-wofford
4161,2019-03-10-18-iona
1653,2019-03-10-18-north-carolina-greensboro
1525,2019-03-10-18-northeastern
102,2019-03-10-19-north-dakota-state
4183,2019-03-10-20-canisius
5421,2019-03-10-20-college-of-charleston
1350,2019-03-10-21-ipfw
2070,2019-03-11-18-hofstra
2923,2019-03-11-18-savannah-state
3878,2019-03-11-19-central-michigan
177,2019-03-11-19-eastern-michigan
3062,2019-03-11-19-north-dakota-state
1631,2019-03-11-19-wofford
5090,2019-03-11-19-wright-state
5012,2019-03-11-20-akron
1790,2019-03-11-20-northeastern
3687,2019-03-11-21-gonzaga
4540,2019-03-11-21-iona
2169,2019-03-11-21-nebraska-omaha
4742,2019-03-11-21-northern-illinois
5023,2019-03-11-21-northern-kentucky
5474,2019-03-11-23-saint-marys-ca
742,2019-03-12-12-miami-fl
628,2019-03-12-14-georgia-tech
2754,2019-03-12-18-maryland-eastern-shore
2854,2019-03-12-19-boston-college
2532,2019-03-12-19-hofstra
841,2019-03-12-19-maryland-baltimore-county
2836,2019-03-12-19-saint-francis-pa
4022,2019-03-12-19-vermont
4937,2019-03-12-19-wright-state
3341,2019-03-12-20-coppin-state
1178,2019-03-12-20-grambling
2316,2019-03-12-20-louisiana-monroe
5305,2019-03-12-20-prairie-view
2974,2019-03-12-20-south-alabama
3754,2019-03-12-20-texas-southern
5363,2019-03-12-21-gonzaga
4140,2019-03-12-21-jackson-state
5433,2019-03-12-21-nebraska-omaha
914,2019-03-13-11-northern-arizona
792,2019-03-13-12-north-carolina-state
1094,2019-03-13-13-george-washington
496,2019-03-13-14-boise-state
859,2019-03-13-14-southern-utah
2757,2019-03-13-14-virginia-tech
2683,2019-03-13-15-richmond
3917,2019-03-13-15-southern-california
5243,2019-03-13-16-montana-state
553,2019-03-13-16-new-mexico
425,2019-03-13-17-colorado
645,2019-03-13-18-lamar
2260,2019-03-13-18-norfolk-state
4496,2019-03-13-18-rutgers
458,2019-03-13-19-air-force
3323,2019-03-13-19-alabama-birmingham
224,2019-03-13-19-colgate
720,2019-03-13-19-louisiana-tech
771,2019-03-13-19-louisville
1678,2019-03-13-19-missouri
4256,2019-03-13-19-providence
69,2019-03-13-19-texas-christian
2097,2019-03-13-20-north-carolina-at
5199,2019-03-13-20-texas-am-corpus-christi
4677,2019-03-13-21-florida-international
313,2019-03-13-21-illinois
3361,2019-03-13-21-oklahoma
4700,2019-03-13-21-st-johns-ny
799,2019-03-13-21-syracuse
1936,2019-03-13-21-texas-am
5134,2019-03-13-21-ucla
2362,2019-03-13-22-marshall
5553,2019-03-13-23-oregon
64,2019-03-14-12-baylor
1151,2019-03-14-12-buffalo
2335,2019-03-14-12-ohio-state
658,2019-03-14-12-rhode-island
2353,2019-03-14-12-villanova
2775,2019-03-14-12-virginia
1819,2019-03-14-13-florida
3847,2019-03-14-13-south-florida
3422,2019-03-14-14-florida-state
2493,2019-03-14-14-george-mason
3953,2019-03-14-14-kansas-state
5224,2019-03-14-14-kent-state
1959,2019-03-14-14-maryland
5272,2019-03-14-14-montana
290,2019-03-14-14-xavier
1864,2019-03-14-15-auburn
1029,2019-03-14-15-california-santa-barbara
2425,2019-03-14-15-memphis
508,2019-03-14-15-nevada
988,2019-03-14-15-new-mexico-state
134,2019-03-14-15-washington
4768,2019-03-14-16-weber-state
4795,2019-03-14-17-cal-state-fullerton
4197,2019-03-14-17-oregon-state
591,2019-03-14-17-san-diego-state
159,2019-03-14-17-texas-pan-american
2718,2019-03-14-18-duquesne
3095,2019-03-14-18-louisiana-lafayette
4883,2019-03-14-18-new-orleans
3480,2019-03-14-18-north-carolina-central
5041,2019-03-14-18-toledo
4689,2019-03-14-19-marquette
4452,2019-03-14-19-minnesota
1837,2019-03-14-19-mississippi
3282,2019-03-14-19-north-carolina
5294,2019-03-14-19-northern-colorado
1780,2019-03-14-19-old-dominion
5214,2019-03-14-19-texas-san-antonio
3382,2019-03-14-19-texas-tech
2153,2019-03-14-20-coastal-carolina
699,2019-03-14-20-howard
2575,2019-03-14-20-saint-louis
4233,2019-03-14-20-southeastern-louisiana
1126,2019-03-14-20-tulsa
3852,2019-03-14-21-arizona-state
2788,2019-03-14-21-bowling-green-state
1362,2019-03-14-21-california-irvine
2861,2019-03-14-21-duke
4413,2019-03-14-21-iowa
267,2019-03-14-21-kansas
1885,2019-03-14-21-mississippi-state
4581,2019-03-14-21-seton-hall
567,2019-03-14-21-utah-state
863,2019-03-14-21-utah-valley
5591,2019-03-14-21-western-kentucky
1199,2019-03-14-22-eastern-washington
3300,2019-03-14-22-southern-mississippi
2437,2019-03-14-22-wichita-state
593,2019-03-14-23-fresno-state
927,2019-03-14-23-grand-canyon
332,2019-03-14-23-hawaii
1165,2019-03-14-23-utah
2465,2019-03-15-12-houston
4476,2019-03-15-12-michigan-state
3410,2019-03-15-12-virginia-commonwealth
5357,2019-03-15-13-louisiana-state
5346,2019-03-15-13-old-dominion
2434,2019-03-15-14-central-florida
2485,2019-03-15-14-st-bonaventure
41,2019-03-15-14-wisconsin
1690,2019-03-15-15-prairie-view
1849,2019-03-15-15-south-carolina
2387,2019-03-15-16-western-kentucky
195,2019-03-15-18-buffalo
2607,2019-03-15-18-davidson
4507,2019-03-15-18-norfolk-state
116,2019-03-15-18-sam-houston-state
3124,2019-03-15-18-texas-state
3894,2019-03-15-18-villanova
143,2019-03-15-19-cincinnati
5048,2019-03-15-19-kansas-state
1804,2019-03-15-19-kentucky
379,2019-03-15-19-montana
2822,2019-03-15-19-purdue
5395,2019-03-15-19-virginia
2703,2019-03-15-20-dayton
1731,2019-03-15-20-georgia-southern
2047,2019-03-15-20-north-carolina-at
5096,2019-03-15-21-bowling-green-state
398,2019-03-15-21-california-irvine
249,2019-03-15-21-kansas
4722,2019-03-15-21-marquette
4424,2019-03-15-21-michigan
1256,2019-03-15-21-nevada
946,2019-03-15-21-new-mexico-state
3347,2019-03-15-21-north-carolina
2389,2019-03-15-21-temple
1896,2019-03-15-21-tennessee
1313,2019-03-15-21-texas-southern
5121,2019-03-15-21-washington
5259,2019-03-15-22-eastern-washington
1044,2019-03-15-23-arizona-state
5601,2019-03-15-23-california-santa-barbara
7,2019-03-15-23-utah-state
1292,2019-03-15-23-utah-valley
3578,2019-03-16-11-vermont
4087,2019-03-16-12-harvard
280,2019-03-16-13-auburn
3429,2019-03-16-13-michigan-state
1982,2019-03-16-13-norfolk-state
2557,2019-03-16-13-st-bonaventure
4259,2019-03-16-15-davidson
1766,2019-03-16-15-houston
1724,2019-03-16-15-kentucky
4456,2019-03-16-15-michigan
4592,2019-03-16-15-yale
3733,2019-03-16-16-georgia-state
2666,2019-03-16-17-cincinnati
4102,2019-03-16-18-kansas
5370,2019-03-16-18-prairie-view
1969,2019-03-16-18-texas-arlington
528,2019-03-16-18-utah-state
2137,2019-03-16-18-villanova
2656,2019-03-16-19-buffalo
3438,2019-03-16-20-duke
4849,2019-03-16-20-montana
5174,2019-03-16-20-old-dominion
823,2019-03-16-22-new-mexico-state
2895,2019-03-16-22-washington
4752,2019-03-16-23-california-irvine
3974,2019-03-17-12-harvard
2640,2019-03-17-13-st-bonaventure
1915,2019-03-17-13-tennessee
3142,2019-03-17-14-georgia-state
3799,2019-03-17-15-houston
5515,2019-03-17-15-michigan-state
4314,2019-03-18-19-njit
2062,2019-03-19-18-prairie-view
4931,2019-03-19-19-clemson
4265,2019-03-19-19-davidson
2830,2019-03-19-19-indiana
4114,2019-03-19-19-marshall
729,2019-03-19-19-north-carolina-greensboro
2533,2019-03-19-19-north-carolina-state
3550,2019-03-19-19-robert-morris
5481,2019-03-19-20-memphis
2396,2019-03-19-21-belmont
1074,2019-03-19-21-creighton
2356,2019-03-19-21-providence
1136,2019-03-19-21-texas
1019,2019-03-19-21-utah-valley
2707,2019-03-19-23-colorado
3778,2019-03-20-18-north-dakota-state
1810,2019-03-20-19-alabama
5342,2019-03-20-19-brown
4504,2019-03-20-19-coastal-carolina
1625,2019-03-20-19-east-tennessee-state
1657,2019-03-20-19-furman
4569,2019-03-20-19-georgetown
2380,2019-03-20-19-longwood
4049,2019-03-20-19-south-florida
826,2019-03-20-19-west-virginia
5034,2019-03-20-19-xavier
189,2019-03-20-20-depaul
3922,2019-03-20-20-new-orleans
1695,2019-03-20-20-texas-pan-american
4696,2019-03-20-21-arizona-state
4257,2019-03-20-21-nebraska
109,2019-03-20-21-texas-christian
1007,2019-03-20-22-california-baptist
923,2019-03-20-22-seattle
1942,2019-03-21-12-louisiana-state
3286,2019-03-21-12-louisville
5436,2019-03-21-13-auburn
5380,2019-03-21-14-florida-state
3038,2019-03-21-14-michigan-state
5567,2019-03-21-15-maryland
2809,2019-03-21-16-kansas
4725,2019-03-21-16-marquette
1254,2019-03-21-18-nevada
714,2019-03-21-19-charleston-southern
5486,2019-03-21-19-gonzaga
4125,2019-03-21-19-hampton
1279,2019-03-21-19-villanova
5216,2019-03-21-20-louisiana-monroe
3703,2019-03-21-21-michigan
5573,2019-03-21-21-purdue
2857,2019-03-21-21-syracuse
2130,2019-03-21-21-wofford
4756,2019-03-21-22-cal-state-fullerton
5181,2019-03-22-12-cincinnati
1840,2019-03-22-12-mississippi
3827,2019-03-22-13-texas-tech
5046,2019-03-22-14-kansas-state
4866,2019-03-22-14-tennessee
1390,2019-03-22-15-virginia
1050,2019-03-22-16-buffalo
3427,2019-03-22-16-wisconsin
502,2019-03-22-18-utah-state
1989,2019-03-22-19-duke
4081,2019-03-22-19-houston
1894,2019-03-22-19-mississippi-state
1763,2019-03-22-20-creighton
5520,2019-03-22-20-southern-utah
35,2019-03-22-21-iowa-state
2540,2019-03-22-21-north-carolina
3412,2019-03-22-21-virginia-commonwealth
2623,2019-03-22-21-virginia-tech
1826,2019-03-23-12-indiana
1950,2019-03-23-12-louisiana-state
5397,2019-03-23-14-kentucky
1633,2019-03-23-14-north-carolina-greensboro
272,2019-03-23-17-michigan
5401,2019-03-23-18-florida-state
59,2019-03-23-19-gonzaga
4459,2019-03-23-19-michigan-state
3738,2019-03-23-19-texas-state
1399,2019-03-23-20-purdue
4096,2019-03-23-21-kansas
4425,2019-03-24-12-tennessee
3240,2019-03-24-13-robert-morris
781,2019-03-24-14-clemson
2890,2019-03-24-14-north-carolina
3901,2019-03-24-16-texas
2429,2019-03-24-17-duke
5073,2019-03-24-18-texas-tech
3975,2019-03-24-19-north-carolina-state
3351,2019-03-24-19-virginia
2723,2019-03-24-19-virginia-tech
4470,2019-03-24-20-houston
1300,2019-03-24-21-oregon
37,2019-03-24-21-texas-christian
1295,2019-03-25-19-south-florida
239,2019-03-25-19-west-virginia
2933,2019-03-25-20-depaul
5267,2019-03-25-20-southern-utah
942,2019-03-25-20-texas-pan-american
1983,2019-03-25-21-colorado
3510,2019-03-25-22-loyola-marymount
1511,2019-03-26-19-hampton
2326,2019-03-26-19-indiana
2953,2019-03-26-19-marshall
4674,2019-03-26-20-green-bay
286,2019-03-26-21-texas-christian
2147,2019-03-27-20-depaul
