,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
,ASU Acadome,,"Tue, Nov 24, 2009",2009-11-24,3,Home,Columbus State,Non-DI School,Columbus State,,0,58,64,Win,2,1,W 1,,Reg
2009-11-30-tulane,Avron B. Fogelman Arena,2009-11-30-tulane,"Mon, Nov 30, 2009",2009-11-30,4,Away,tulane,CUSA,Tulane,,0,82,55,Loss,3,1,L 1,,Reg
2009-12-02-depaul,Allstate Arena,2009-12-02-depaul,"Wed, Dec 2, 2009",2009-12-02,5,Away,depaul,Big East,DePaul,,0,58,50,Loss,4,1,L 2,,Reg
2009-12-04-evansville,Roberts Stadium,2009-12-04-evansville,"Fri, Dec 4, 2009",2009-12-04,6,Away,evansville,MVC,Evansville,,0,61,57,Loss,5,1,L 3,,Reg
2009-12-12-southern-illinois,The SIU Arena,2009-12-12-southern-illinois,"Sat, Dec 12, 2009",2009-12-12,7,Away,southern-illinois,MVC,Southern Illinois,,0,82,63,Loss,6,1,L 4,,Reg
2009-12-16-arkansas,Bud Walton Arena,2009-12-16-arkansas,"Wed, Dec 16, 2009",2009-12-16,8,Away,arkansas,SEC,Arkansas,,0,76,51,Loss,7,1,L 5,,Reg
,ASU Acadome,,"Sat, Dec 19, 2009",2009-12-19,9,Home,Auburn Montgomery,Non-DI School,Auburn Montgomery,,0,66,79,Win,7,2,W 1,,Reg
2009-12-22-auburn,Beard-Eaves-Memorial,2009-12-22-auburn,"Tue, Dec 22, 2009",2009-12-22,10,Away,auburn,SEC,Auburn,,0,94,78,Loss,8,2,L 1,,Reg
,ASU Acadome,,"Mon, Dec 28, 2009",2009-12-28,11,Home,West Alabama,Non-DI School,West Alabama,,0,59,62,Win,8,3,W 1,,Reg
2010-01-04-grambling,HPER Complex,2010-01-04-grambling,"Mon, Jan 4, 2010",2010-01-04,12,Away,grambling,SWAC,Grambling,,0,55,70,Win,8,4,W 2,,Reg
2010-01-06-jackson-state,Lee E. Williams Athletics and Assembly Center,2010-01-06-jackson-state,"Wed, Jan 6, 2010",2010-01-06,13,Away,jackson-state,SWAC,Jackson State,,0,63,62,Loss,9,4,L 1,,Reg
2010-01-09-alabama-state,ASU Acadome,2010-01-09-alabama-state,"Sat, Jan 9, 2010",2010-01-09,14,Home,mississippi-valley-state,SWAC,Mississippi Valley State,,0,76,73,Loss,10,4,L 2,,Reg
,ASU Acadome,,"Mon, Jan 11, 2010",2010-01-11,15,Home,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,1,73,75,Win,10,5,W 1,,Reg
2010-01-16-alabama-state,ASU Acadome,2010-01-16-alabama-state,"Sat, Jan 16, 2010",2010-01-16,16,Home,alabama-am,SWAC,Alabama A&M,,0,69,83,Win,10,6,W 2,,Reg
2010-01-23-alcorn-state,Davey L. Whitney Complex,2010-01-23-alcorn-state,"Sat, Jan 23, 2010",2010-01-23,17,Away,alcorn-state,SWAC,Alcorn State,,0,62,69,Win,10,7,W 3,,Reg
2010-01-25-southern,F. G. Clark Activity Center,2010-01-25-southern,"Mon, Jan 25, 2010",2010-01-25,18,Away,southern,SWAC,Southern,,0,60,77,Win,10,8,W 4,,Reg
2010-01-30-alabama-state,ASU Acadome,2010-01-30-alabama-state,"Sat, Jan 30, 2010",2010-01-30,19,Home,texas-southern,SWAC,Texas Southern,,0,61,62,Win,10,9,W 5,,Reg
2010-02-01-alabama-state,ASU Acadome,2010-02-01-alabama-state,"Mon, Feb 1, 2010",2010-02-01,20,Home,prairie-view,SWAC,Prairie View,,0,56,55,Loss,11,9,L 1,,Reg
2010-02-06-mississippi-valley-state,Harrison HPER Complex,2010-02-06-mississippi-valley-state,"Sat, Feb 6, 2010",2010-02-06,21,Away,mississippi-valley-state,SWAC,Mississippi Valley State,,0,82,71,Loss,12,9,L 2,,Reg
2010-02-08-arkansas-pine-bluff,K.L. Johnson HPER Complex,2010-02-08-arkansas-pine-bluff,"Mon, Feb 8, 2010",2010-02-08,22,Away,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,47,42,Loss,13,9,L 3,,Reg
2010-02-13-alabama-am,Elmore Health Science Building,2010-02-13-alabama-am,"Sat, Feb 13, 2010",2010-02-13,23,Away,alabama-am,SWAC,Alabama A&M,,0,76,80,Win,13,10,W 1,,Reg
2010-02-20-alabama-state,ASU Acadome,2010-02-20-alabama-state,"Sat, Feb 20, 2010",2010-02-20,24,Home,alcorn-state,SWAC,Alcorn State,,0,64,91,Win,13,11,W 2,,Reg
2010-02-22-alabama-state,ASU Acadome,2010-02-22-alabama-state,"Mon, Feb 22, 2010",2010-02-22,25,Home,southern,SWAC,Southern,,0,64,73,Win,13,12,W 3,,Reg
2010-02-27-texas-southern,Health & Physical Education Arena,2010-02-27-texas-southern,"Sat, Feb 27, 2010",2010-02-27,26,Away,texas-southern,SWAC,Texas Southern,,0,61,69,Win,13,13,W 4,,Reg
2010-03-01-prairie-view,William J. Nicks Building,2010-03-01-prairie-view,"Mon, Mar 1, 2010",2010-03-01,27,Away,prairie-view,SWAC,Prairie View,,0,43,52,Win,13,14,W 5,,Reg
,ASU Acadome,,"Thu, Mar 4, 2010",2010-03-04,28,Home,grambling,SWAC,Grambling,,0,76,81,Win,13,15,W 6,,Reg
2010-03-06-alabama-state,ASU Acadome,2010-03-06-alabama-state,"Sat, Mar 6, 2010",2010-03-06,29,Home,jackson-state,SWAC,Jackson State,,0,60,59,Loss,14,15,L 1,,Reg
2010-03-11-alabama-am,CenturyTel Center,2010-03-11-alabama-am,"Thu, Mar 11, 2010",2010-03-11,30,Neutral,alabama-am,SWAC,Alabama A&M,,0,45,56,Win,14,16,W 1,,Conf-Tourney
2010-03-12-alabama-state,CenturyTel Center,2010-03-12-alabama-state,"Fri, Mar 12, 2010",2010-03-12,31,Neutral,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,46,44,Loss,15,16,L 1,,Conf-Tourney
2009-11-14-alabama,Coleman Coliseum,2009-11-14-alabama,"Sat, Nov 14, 2009",2009-11-14,1,Home,cornell,Ivy,Cornell,,0,71,67,Loss,1,0,L 1,,Reg
2009-11-17-alabama,Coleman Coliseum,2009-11-17-alabama,"Tue, Nov 17, 2009",2009-11-17,2,Home,jackson-state,SWAC,Jackson State,,0,69,86,Win,1,1,W 1,,Reg
2009-11-20-alabama,Coleman Coliseum,2009-11-20-alabama,"Fri, Nov 20, 2009",2009-11-20,3,Home,providence,Big East,Providence,,0,75,84,Win,1,2,W 2,,Reg
2009-11-26-baylor,The Milk House,2009-11-26-baylor,"Thu, Nov 26, 2009",2009-11-26,4,Neutral,baylor,Big 12,Baylor,,0,76,79,Win,1,3,W 3,,Reg
2009-11-27-alabama,The Milk House,2009-11-27-alabama,"Fri, Nov 27, 2009",2009-11-27,5,Neutral,florida-state,ACC,Florida State,,0,60,51,Loss,2,3,L 1,,Reg
2009-11-29-michigan,The Milk House,2009-11-29-michigan,"Sun, Nov 29, 2009",2009-11-29,6,Neutral,michigan,Big Ten,Michigan,15,0,66,68,Win,2,4,W 1,,Reg
2009-12-02-alabama,Coleman Coliseum,2009-12-02-alabama,"Wed, Dec 2, 2009",2009-12-02,7,Home,north-florida,A-Sun,North Florida,,0,51,73,Win,2,5,W 2,,Reg
2009-12-05-alabama,Coleman Coliseum,2009-12-05-alabama,"Sat, Dec 5, 2009",2009-12-05,8,Home,louisiana-monroe,Sun Belt,Louisiana-Monroe,,0,46,74,Win,2,6,W 3,,Reg
2009-12-12-alabama,Coleman Coliseum,2009-12-12-alabama,"Sat, Dec 12, 2009",2009-12-12,9,Home,purdue,Big Ten,Purdue,5,0,73,65,Loss,3,6,L 1,,Reg
2009-12-16-alabama,Coleman Coliseum,2009-12-16-alabama,"Wed, Dec 16, 2009",2009-12-16,10,Home,samford,Southern,Samford,,0,45,60,Win,3,7,W 1,,Reg
2009-12-19-alabama,Mitchell Center,2009-12-19-alabama,"Sat, Dec 19, 2009",2009-12-19,11,Neutral,kansas-state,Big 12,Kansas State,17,0,87,74,Loss,4,7,L 1,,Reg
2009-12-23-alabama,Coleman Coliseum,2009-12-23-alabama,"Wed, Dec 23, 2009",2009-12-23,12,Home,mercer,A-Sun,Mercer,,0,71,90,Win,4,8,W 1,,Reg
2009-12-30-alabama,Coleman Coliseum,2009-12-30-alabama,"Wed, Dec 30, 2009",2009-12-30,13,Home,tennessee-state,OVC,Tennessee State,,0,65,77,Win,4,9,W 2,,Reg
2010-01-04-toledo,John F. Savage Hall,2010-01-04-toledo,"Mon, Jan 4, 2010",2010-01-04,14,Away,toledo,MAC,Toledo,,0,50,67,Win,4,10,W 3,,Reg
2010-01-09-louisiana-state,Maravich Assembly Center,2010-01-09-louisiana-state,"Sat, Jan 9, 2010",2010-01-09,15,Away,louisiana-state,SEC,Louisiana State,,0,49,66,Win,4,11,W 4,,Reg
2010-01-13-alabama,Coleman Coliseum,2010-01-13-alabama,"Wed, Jan 13, 2010",2010-01-13,16,Home,vanderbilt,SEC,Vanderbilt,,0,65,64,Loss,5,11,L 1,,Reg
2010-01-16-arkansas,Bud Walton Arena,2010-01-16-arkansas,"Sat, Jan 16, 2010",2010-01-16,17,Away,arkansas,SEC,Arkansas,,0,71,59,Loss,6,11,L 2,,Reg
2010-01-19-alabama,Coleman Coliseum,2010-01-19-alabama,"Tue, Jan 19, 2010",2010-01-19,18,Home,tennessee,SEC,Tennessee,8,0,63,56,Loss,7,11,L 3,,Reg
2010-01-23-alabama,Coleman Coliseum,2010-01-23-alabama,"Sat, Jan 23, 2010",2010-01-23,19,Home,mississippi-state,SEC,Mississippi State,23,0,57,62,Win,7,12,W 1,,Reg
2010-01-27-alabama,Coleman Coliseum,2010-01-27-alabama,"Wed, Jan 27, 2010",2010-01-27,20,Home,louisiana-state,SEC,Louisiana State,,0,38,57,Win,7,13,W 2,,Reg
2010-01-30-auburn,Beard-Eaves-Memorial,2010-01-30-auburn,"Sat, Jan 30, 2010",2010-01-30,21,Away,auburn,SEC,Auburn,,0,58,57,Loss,8,13,L 1,,Reg
2010-02-04-alabama,Coleman Coliseum,2010-02-04-alabama,"Thu, Feb 4, 2010",2010-02-04,22,Home,florida,SEC,Florida,,0,66,65,Loss,9,13,L 2,,Reg
2010-02-06-mississippi,C.M. Tad Smith Coliseum,2010-02-06-mississippi,"Sat, Feb 6, 2010",2010-02-06,23,Away,mississippi,SEC,Mississippi,25,0,74,67,Loss,10,13,L 3,,Reg
2010-02-09-kentucky,Rupp Arena,2010-02-09-kentucky,"Tue, Feb 9, 2010",2010-02-09,24,Away,kentucky,SEC,Kentucky,3,0,66,55,Loss,11,13,L 4,,Reg
2010-02-13-alabama,Coleman Coliseum,2010-02-13-alabama,"Sat, Feb 13, 2010",2010-02-13,25,Home,arkansas,SEC,Arkansas,,0,68,73,Win,11,14,W 1,,Reg
2010-02-20-georgia,Stegeman Coliseum,2010-02-20-georgia,"Sat, Feb 20, 2010",2010-02-20,26,Away,georgia,SEC,Georgia,,0,76,70,Loss,12,14,L 1,,Reg
2010-02-24-mississippi-state,Humphrey Coliseum,2010-02-24-mississippi-state,"Wed, Feb 24, 2010",2010-02-24,27,Away,mississippi-state,SEC,Mississippi State,,0,74,66,Loss,13,14,L 2,,Reg
2010-02-27-alabama,Coleman Coliseum,2010-02-27-alabama,"Sat, Feb 27, 2010",2010-02-27,28,Home,mississippi,SEC,Mississippi,,0,76,73,Loss,14,14,L 3,,Reg
2010-03-03-south-carolina,The Colonial Life Arena,2010-03-03-south-carolina,"Wed, Mar 3, 2010",2010-03-03,29,Away,south-carolina,SEC,South Carolina,,0,70,79,Win,14,15,W 1,,Reg
2010-03-06-alabama,Coleman Coliseum,2010-03-06-alabama,"Sat, Mar 6, 2010",2010-03-06,30,Home,auburn,SEC,Auburn,,0,61,73,Win,14,16,W 2,,Reg
2010-03-11-south-carolina,Bridgestone Arena,2010-03-11-south-carolina,"Thu, Mar 11, 2010",2010-03-11,31,Neutral,south-carolina,SEC,South Carolina,,0,63,68,Win,14,17,W 3,,Conf-Tourney
2010-03-12-alabama,Bridgestone Arena,2010-03-12-alabama,"Fri, Mar 12, 2010",2010-03-12,32,Neutral,kentucky,SEC,Kentucky,2,0,73,67,Loss,15,17,L 1,,Conf-Tourney
2009-11-09-syracuse,Carrier Dome,2009-11-09-syracuse,"Mon, Nov 9, 2009",2009-11-09,1,Away,syracuse,Big East,Syracuse,,0,75,43,Loss,1,0,L 1,,Reg
2009-11-13-albany-ny,SEFCU Arena,2009-11-13-albany-ny,"Fri, Nov 13, 2009",2009-11-13,2,Home,morgan-state,MEAC,Morgan State,,0,69,65,Loss,2,0,L 2,,Reg
2009-11-16-american,Bender Arena,2009-11-16-american,"Mon, Nov 16, 2009",2009-11-16,3,Away,american,Patriot,American,,0,50,51,Win,2,1,W 1,,Reg
2009-11-20-albany-ny,SEFCU Arena,2009-11-20-albany-ny,"Fri, Nov 20, 2009",2009-11-20,4,Home,alcorn-state,SWAC,Alcorn State,,0,55,71,Win,2,2,W 2,,Reg
2009-11-21-albany-ny,SEFCU Arena,2009-11-21-albany-ny,"Sat, Nov 21, 2009",2009-11-21,5,Home,detroit-mercy,Horizon,Detroit Mercy,,0,66,54,Loss,3,2,L 1,,Reg
2009-11-22-albany-ny,SEFCU Arena,2009-11-22-albany-ny,"Sun, Nov 22, 2009",2009-11-22,6,Home,robert-morris,NEC,Robert Morris,,0,66,71,Win,3,3,W 1,,Reg
2009-11-28-central-florida,New UCF Arena,2009-11-28-central-florida,"Sat, Nov 28, 2009",2009-11-28,7,Away,central-florida,CUSA,Central Florida,,0,76,72,Loss,4,3,L 1,,Reg
2009-11-30-florida-atlantic,FAU Arena,2009-11-30-florida-atlantic,"Mon, Nov 30, 2009",2009-11-30,8,Away,florida-atlantic,Sun Belt,Florida Atlantic,,0,81,65,Loss,5,3,L 2,,Reg
2009-12-05-siena,Times Union Center,2009-12-05-siena,"Sat, Dec 5, 2009",2009-12-05,9,Away,siena,MAAC,Siena,,0,83,54,Loss,6,3,L 3,,Reg
2009-12-08-pennsylvania,The Palestra,2009-12-08-pennsylvania,"Tue, Dec 8, 2009",2009-12-08,10,Away,pennsylvania,Ivy,Pennsylvania,,0,60,78,Win,6,4,W 1,,Reg
2009-12-12-central-connecticut-state,Detrick Gymnasium,2009-12-12-central-connecticut-state,"Sat, Dec 12, 2009",2009-12-12,11,Away,central-connecticut-state,NEC,Central Connecticut State,,1,70,68,Loss,7,4,L 1,,Reg
2009-12-17-iona,Hynes Athletics Center,2009-12-17-iona,"Thu, Dec 17, 2009",2009-12-17,12,Away,iona,MAAC,Iona,,0,75,62,Loss,8,4,L 2,,Reg
2009-12-22-loyola-il,Joseph J. Gentile Center,2009-12-22-loyola-il,"Tue, Dec 22, 2009",2009-12-22,13,Away,loyola-il,Horizon,Loyola (IL),,0,68,56,Loss,9,4,L 3,,Reg
2009-12-30-north-carolina,Dean Smith Center,2009-12-30-north-carolina,"Wed, Dec 30, 2009",2009-12-30,14,Away,north-carolina,ACC,North Carolina,9,0,87,70,Loss,10,4,L 4,,Reg
2010-01-03-albany-ny,SEFCU Arena,2010-01-03-albany-ny,"Sun, Jan 3, 2010",2010-01-03,15,Home,yale,Ivy,Yale,,0,68,89,Win,10,5,W 1,,Reg
2010-01-07-albany-ny,SEFCU Arena,2010-01-07-albany-ny,"Thu, Jan 7, 2010",2010-01-07,16,Home,binghamton,AEC,Binghamton,,0,62,57,Loss,11,5,L 1,,Reg
2010-01-10-albany-ny,SEFCU Arena,2010-01-10-albany-ny,"Sun, Jan 10, 2010",2010-01-10,17,Home,vermont,AEC,Vermont,,0,71,54,Loss,12,5,L 2,,Reg
2010-01-13-new-hampshire,Lundholm Gymnasium,2010-01-13-new-hampshire,"Wed, Jan 13, 2010",2010-01-13,18,Away,new-hampshire,AEC,New Hampshire,,0,67,59,Loss,13,5,L 3,,Reg
2010-01-16-albany-ny,SEFCU Arena,2010-01-16-albany-ny,"Sat, Jan 16, 2010",2010-01-16,19,Home,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,69,76,Win,13,6,W 1,,Reg
2010-01-19-boston-university,Agganis Arena,2010-01-19-boston-university,"Tue, Jan 19, 2010",2010-01-19,20,Away,boston-university,AEC,Boston University,,0,79,58,Loss,14,6,L 1,,Reg
2010-01-21-albany-ny,SEFCU Arena,2010-01-21-albany-ny,"Thu, Jan 21, 2010",2010-01-21,21,Home,maine,AEC,Maine,,0,63,54,Loss,15,6,L 2,,Reg
2010-01-24-stony-brook,Pritchard Gymnasium,2010-01-24-stony-brook,"Sun, Jan 24, 2010",2010-01-24,22,Away,stony-brook,AEC,Stony Brook,,0,67,61,Loss,16,6,L 3,,Reg
2010-01-27-albany-ny,SEFCU Arena,2010-01-27-albany-ny,"Wed, Jan 27, 2010",2010-01-27,23,Home,hartford,AEC,Hartford,,0,64,62,Loss,17,6,L 4,,Reg
2010-01-30-vermont,Roy L. Patrick Gymnasium,2010-01-30-vermont,"Sat, Jan 30, 2010",2010-01-30,24,Away,vermont,AEC,Vermont,,0,64,46,Loss,18,6,L 5,,Reg
2010-02-03-binghamton,Events Center,2010-02-03-binghamton,"Wed, Feb 3, 2010",2010-02-03,25,Away,binghamton,AEC,Binghamton,,0,78,73,Loss,19,6,L 6,,Reg
2010-02-06-albany-ny,SEFCU Arena,2010-02-06-albany-ny,"Sat, Feb 6, 2010",2010-02-06,26,Home,boston-university,AEC,Boston University,,0,68,53,Loss,20,6,L 7,,Reg
2010-02-09-albany-ny,SEFCU Arena,2010-02-09-albany-ny,"Tue, Feb 9, 2010",2010-02-09,27,Home,new-hampshire,AEC,New Hampshire,,0,62,53,Loss,21,6,L 8,,Reg
2010-02-13-maryland-baltimore-county,RAC Arena,2010-02-13-maryland-baltimore-county,"Sat, Feb 13, 2010",2010-02-13,28,Away,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,62,75,Win,21,7,W 1,,Reg
2010-02-19-albany-ny,SEFCU Arena,2010-02-19-albany-ny,"Fri, Feb 19, 2010",2010-02-19,29,Home,stony-brook,AEC,Stony Brook,,0,68,66,Loss,22,7,L 1,,Reg
2010-02-24-maine,Alfond Arena,2010-02-24-maine,"Wed, Feb 24, 2010",2010-02-24,30,Away,maine,AEC,Maine,,0,66,53,Loss,23,7,L 2,,Reg
2010-02-28-hartford,Chase Arena at Reich Family Pavilion,2010-02-28-hartford,"Sun, Feb 28, 2010",2010-02-28,31,Away,hartford,AEC,Hartford,,1,85,79,Loss,24,7,L 3,,Reg
2010-03-06-albany-ny,Chase Arena at Reich Family Pavilion,2010-03-06-albany-ny,"Sat, Mar 6, 2010",2010-03-06,32,Neutral,stony-brook,AEC,Stony Brook,,0,68,59,Loss,25,7,L 4,,Conf-Tourney
2009-11-09-ohio-state,Value City Arena,2009-11-09-ohio-state,"Mon, Nov 9, 2009",2009-11-09,1,Away,ohio-state,Big Ten,Ohio State,16,0,100,60,Loss,1,0,L 1,,Reg
2009-11-13-arkansas,Bud Walton Arena,2009-11-13-arkansas,"Fri, Nov 13, 2009",2009-11-13,2,Away,arkansas,SEC,Arkansas,,0,130,68,Loss,2,0,L 2,,Reg
2009-11-15-louisiana-monroe,Fant-Ewing Coliseum,2009-11-15-louisiana-monroe,"Sun, Nov 15, 2009",2009-11-15,3,Away,louisiana-monroe,Sun Belt,Louisiana-Monroe,,0,82,66,Loss,3,0,L 3,,Reg
2009-11-20-albany-ny,SEFCU Arena,2009-11-20-albany-ny,"Fri, Nov 20, 2009",2009-11-20,4,Away,albany-ny,AEC,Albany (NY),,0,71,55,Loss,4,0,L 4,,Reg
2009-11-21-alcorn-state,SEFCU Arena,2009-11-21-alcorn-state,"Sat, Nov 21, 2009",2009-11-21,5,Neutral,robert-morris,NEC,Robert Morris,,0,107,76,Loss,5,0,L 5,,Reg
2009-11-22-alcorn-state,SEFCU Arena,2009-11-22-alcorn-state,"Sun, Nov 22, 2009",2009-11-22,6,Neutral,detroit-mercy,Horizon,Detroit Mercy,,0,79,59,Loss,6,0,L 6,,Reg
2009-11-25-south-alabama,Mitchell Center,2009-11-25-south-alabama,"Wed, Nov 25, 2009",2009-11-25,7,Away,south-alabama,Sun Belt,South Alabama,,0,83,67,Loss,7,0,L 7,,Reg
2009-11-26-alcorn-state,Mitchell Center,2009-11-26-alcorn-state,"Thu, Nov 26, 2009",2009-11-26,8,Neutral,utah-valley,GWC,Utah Valley,,0,68,53,Loss,8,0,L 8,,Reg
2009-11-30-wichita-state,Charles Koch Arena,2009-11-30-wichita-state,"Mon, Nov 30, 2009",2009-11-30,9,Away,wichita-state,MVC,Wichita State,,0,87,52,Loss,9,0,L 9,,Reg
2009-12-02-kansas,Allen Fieldhouse,2009-12-02-kansas,"Wed, Dec 2, 2009",2009-12-02,10,Away,kansas,Big 12,Kansas,1,0,98,31,Loss,10,0,L 10,,Reg
2009-12-19-texas-el-paso,Don Haskins Center,2009-12-19-texas-el-paso,"Sat, Dec 19, 2009",2009-12-19,11,Away,texas-el-paso,CUSA,UTEP,,0,101,41,Loss,11,0,L 11,,Reg
2009-12-21-new-mexico-state,Pan American Center,2009-12-21-new-mexico-state,"Mon, Dec 21, 2009",2009-12-21,12,Away,new-mexico-state,WAC,New Mexico State,,0,97,72,Loss,12,0,L 12,,Reg
2009-12-30-alcorn-state,Davey L. Whitney Complex,2009-12-30-alcorn-state,"Wed, Dec 30, 2009",2009-12-30,13,Home,central-michigan,MAC,Central Michigan,,0,68,64,Loss,13,0,L 13,,Reg
2010-01-04-texas-southern,Health & Physical Education Arena,2010-01-04-texas-southern,"Mon, Jan 4, 2010",2010-01-04,14,Away,texas-southern,SWAC,Texas Southern,,0,89,56,Loss,14,0,L 14,,Reg
2010-01-06-prairie-view,William J. Nicks Building,2010-01-06-prairie-view,"Wed, Jan 6, 2010",2010-01-06,15,Away,prairie-view,SWAC,Prairie View,,0,82,60,Loss,15,0,L 15,,Reg
2010-01-11-alcorn-state,Davey L. Whitney Complex,2010-01-11-alcorn-state,"Mon, Jan 11, 2010",2010-01-11,16,Home,grambling,SWAC,Grambling,,1,82,74,Loss,16,0,L 16,,Reg
2010-01-16-mississippi-valley-state,Harrison HPER Complex,2010-01-16-mississippi-valley-state,"Sat, Jan 16, 2010",2010-01-16,17,Away,mississippi-valley-state,SWAC,Mississippi Valley State,,0,80,70,Loss,17,0,L 17,,Reg
2010-01-18-arkansas-pine-bluff,K.L. Johnson HPER Complex,2010-01-18-arkansas-pine-bluff,"Mon, Jan 18, 2010",2010-01-18,18,Away,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,93,59,Loss,18,0,L 18,,Reg
2010-01-23-alcorn-state,Davey L. Whitney Complex,2010-01-23-alcorn-state,"Sat, Jan 23, 2010",2010-01-23,19,Home,alabama-state,SWAC,Alabama State,,0,69,62,Loss,19,0,L 19,,Reg
2010-01-25-alcorn-state,Davey L. Whitney Complex,2010-01-25-alcorn-state,"Mon, Jan 25, 2010",2010-01-25,20,Home,alabama-am,SWAC,Alabama A&M,,0,84,70,Loss,20,0,L 20,,Reg
2010-01-27-alcorn-state,Davey L. Whitney Complex,2010-01-27-alcorn-state,"Wed, Jan 27, 2010",2010-01-27,21,Home,jackson-state,SWAC,Jackson State,,0,63,51,Loss,21,0,L 21,,Reg
2010-01-30-southern,F. G. Clark Activity Center,2010-01-30-southern,"Sat, Jan 30, 2010",2010-01-30,22,Away,southern,SWAC,Southern,,0,84,75,Loss,22,0,L 22,,Reg
2010-02-06-jackson-state,Lee E. Williams Athletics and Assembly Center,2010-02-06-jackson-state,"Sat, Feb 6, 2010",2010-02-06,23,Away,jackson-state,SWAC,Jackson State,,0,85,64,Loss,23,0,L 23,,Reg
2010-02-08-grambling,HPER Complex,2010-02-08-grambling,"Mon, Feb 8, 2010",2010-02-08,24,Away,grambling,SWAC,Grambling,,0,73,58,Loss,24,0,L 24,,Reg
2010-02-13-alcorn-state,Davey L. Whitney Complex,2010-02-13-alcorn-state,"Sat, Feb 13, 2010",2010-02-13,25,Home,mississippi-valley-state,SWAC,Mississippi Valley State,,0,54,55,Win,24,1,W 1,,Reg
2010-02-15-alcorn-state,Davey L. Whitney Complex,2010-02-15-alcorn-state,"Mon, Feb 15, 2010",2010-02-15,26,Home,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,59,45,Loss,25,1,L 1,,Reg
2010-02-20-alabama-state,ASU Acadome,2010-02-20-alabama-state,"Sat, Feb 20, 2010",2010-02-20,27,Away,alabama-state,SWAC,Alabama State,,0,91,64,Loss,26,1,L 2,,Reg
2010-02-22-alabama-am,Elmore Health Science Building,2010-02-22-alabama-am,"Mon, Feb 22, 2010",2010-02-22,28,Away,alabama-am,SWAC,Alabama A&M,,0,72,60,Loss,27,1,L 3,,Reg
2010-02-27-alcorn-state,Davey L. Whitney Complex,2010-02-27-alcorn-state,"Sat, Feb 27, 2010",2010-02-27,29,Home,southern,SWAC,Southern,,0,60,57,Loss,28,1,L 4,,Reg
2010-03-04-alcorn-state,Davey L. Whitney Complex,2010-03-04-alcorn-state,"Thu, Mar 4, 2010",2010-03-04,30,Home,texas-southern,SWAC,Texas Southern,,0,84,67,Loss,29,1,L 5,,Reg
2010-03-06-alcorn-state,Davey L. Whitney Complex,2010-03-06-alcorn-state,"Sat, Mar 6, 2010",2010-03-06,31,Home,prairie-view,SWAC,Prairie View,,0,67,69,Win,29,2,W 1,,Reg
2009-11-13-saint-francis-pa,Maurice Stokes Athletic Center,2009-11-13-saint-francis-pa,"Fri, Nov 13, 2009",2009-11-13,1,Away,saint-francis-pa,NEC,Saint Francis (PA),,0,65,61,Loss,1,0,L 1,,Reg
2009-11-16-american,Bender Arena,2009-11-16-american,"Mon, Nov 16, 2009",2009-11-16,2,Home,albany-ny,AEC,Albany (NY),,0,51,50,Loss,2,0,L 2,,Reg
2009-11-18-american,Bender Arena,2009-11-18-american,"Wed, Nov 18, 2009",2009-11-18,3,Home,mount-st-marys,NEC,Mount St. Mary's,,0,73,62,Loss,3,0,L 3,,Reg
2009-11-21-american,Bender Arena,2009-11-21-american,"Sat, Nov 21, 2009",2009-11-21,4,Home,florida-atlantic,Sun Belt,Florida Atlantic,,0,81,69,Loss,4,0,L 4,,Reg
2009-11-23-american,Bender Arena,2009-11-23-american,"Mon, Nov 23, 2009",2009-11-23,5,Home,fairfield,MAAC,Fairfield,,0,72,56,Loss,5,0,L 5,,Reg
2009-11-25-american,Bender Arena,2009-11-25-american,"Wed, Nov 25, 2009",2009-11-25,6,Home,manhattan,MAAC,Manhattan,,0,69,62,Loss,6,0,L 6,,Reg
2009-11-28-maryland-eastern-shore,Hytche Athletic Center,2009-11-28-maryland-eastern-shore,"Sat, Nov 28, 2009",2009-11-28,7,Away,maryland-eastern-shore,MEAC,Maryland-Eastern Shore,,0,65,58,Loss,7,0,L 7,,Reg
2009-12-01-american,Bender Arena,2009-12-01-american,"Tue, Dec 1, 2009",2009-12-01,8,Home,howard,MEAC,Howard,,0,53,59,Win,7,1,W 1,,Reg
2009-12-05-georgetown,Verizon Center,2009-12-05-georgetown,"Sat, Dec 5, 2009",2009-12-05,9,Away,georgetown,Big East,Georgetown,16,0,73,46,Loss,8,1,L 1,,Reg
2009-12-16-depaul,Allstate Arena,2009-12-16-depaul,"Wed, Dec 16, 2009",2009-12-16,10,Away,depaul,Big East,DePaul,,0,57,62,Win,8,2,W 1,,Reg
2009-12-20-american,Bender Arena,2009-12-20-american,"Sun, Dec 20, 2009",2009-12-20,11,Home,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,59,57,Loss,9,2,L 1,,Reg
