,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2011-02-22-houston-baptist,Frank and Lucille Sharp Gymnasium,2011-02-22-houston-baptist,"Tue, Feb 22, 2011",2011-02-22,29,Away,houston-baptist,GWC,Houston Baptist,,0,70,68,Loss,15,14,L 3,,Reg
2011-02-26-middle-tennessee,Murphy Athletic Center,2011-02-26-middle-tennessee,"Sat, Feb 26, 2011",2011-02-26,30,Home,western-kentucky,Sun Belt,Western Kentucky,,0,39,57,Win,15,15,W 1,,Reg
2011-03-06-middle-tennessee,Summit Arena,2011-03-06-middle-tennessee,"Sun, Mar 6, 2011",2011-03-06,31,Neutral,florida-international,Sun Belt,Florida International,,0,38,73,Win,15,16,W 2,,Conf-Tourney
2011-03-07-middle-tennessee,Summit Arena,2011-03-07-middle-tennessee,"Mon, Mar 7, 2011",2011-03-07,32,Neutral,arkansas-little-rock,Sun Belt,Little Rock,,0,65,56,Loss,16,16,L 1,,Conf-Tourney
2010-11-12-portland,Chiles Center,2010-11-12-portland,"Fri, Nov 12, 2010",2010-11-12,1,Away,portland,WCC,Portland,,0,80,60,Loss,1,0,L 1,,Reg
2010-11-13-milwaukee,Chiles Center,2010-11-13-milwaukee,"Sat, Nov 13, 2010",2010-11-13,2,Neutral,florida-atlantic,Sun Belt,Florida Atlantic,,0,85,76,Loss,2,0,L 2,,Reg
2010-11-14-california-davis,Chiles Center,2010-11-14-california-davis,"Sun, Nov 14, 2010",2010-11-14,3,Neutral,california-davis,Big West,UC Davis,,0,62,73,Win,2,1,W 1,,Reg
2010-11-17-niagara,Gallagher Center,2010-11-17-niagara,"Wed, Nov 17, 2010",2010-11-17,4,Away,niagara,MAAC,Niagara,,0,73,90,Win,2,2,W 2,,Reg
2010-11-20-milwaukee,U.S. Cellular Arena,2010-11-20-milwaukee,"Sat, Nov 20, 2010",2010-11-20,5,Home,northern-iowa,MVC,Northern Iowa,,0,63,65,Win,2,3,W 3,,Reg
2010-11-23-milwaukee,U.S. Cellular Arena,2010-11-23-milwaukee,"Tue, Nov 23, 2010",2010-11-23,6,Home,western-michigan,MAC,Western Michigan,,0,67,55,Loss,3,3,L 1,,Reg
2010-11-27-milwaukee,U.S. Cellular Arena,2010-11-27-milwaukee,"Sat, Nov 27, 2010",2010-11-27,7,Home,marquette,Big East,Marquette,,0,75,72,Loss,4,3,L 2,,Reg
2010-12-02-milwaukee,U.S. Cellular Arena,2010-12-02-milwaukee,"Thu, Dec 2, 2010",2010-12-02,8,Home,youngstown-state,Horizon,Youngstown State,,0,67,76,Win,4,4,W 1,,Reg
2010-12-04-milwaukee,U.S. Cellular Arena,2010-12-04-milwaukee,"Sat, Dec 4, 2010",2010-12-04,9,Home,cleveland-state,Horizon,Cleveland State,,0,82,59,Loss,5,4,L 1,,Reg
2010-12-08-wisconsin,Kohl Center,2010-12-08-wisconsin,"Wed, Dec 8, 2010",2010-12-08,10,Away,wisconsin,Big Ten,Wisconsin,,0,61,40,Loss,6,4,L 2,,Reg
2010-12-11-south-dakota-state,Frost Arena,2010-12-11-south-dakota-state,"Sat, Dec 11, 2010",2010-12-11,11,Away,south-dakota-state,Summit,South Dakota State,,0,70,82,Win,6,5,W 1,,Reg
2010-12-14-depaul,Allstate Arena,2010-12-14-depaul,"Tue, Dec 14, 2010",2010-12-14,12,Away,depaul,Big East,DePaul,,0,61,47,Loss,7,5,L 1,,Reg
2010-12-18-milwaukee,U.S. Cellular Arena,2010-12-18-milwaukee,"Sat, Dec 18, 2010",2010-12-18,13,Home,bowling-green-state,MAC,Bowling Green State,,0,69,72,Win,7,6,W 1,,Reg
2010-12-30-wright-state,Ervin J. Nutter Center,2010-12-30-wright-state,"Thu, Dec 30, 2010",2010-12-30,14,Away,wright-state,Horizon,Wright State,,0,68,44,Loss,8,6,L 1,,Reg
2011-01-01-detroit-mercy,Calihan Hall,2011-01-01-detroit-mercy,"Sat, Jan 1, 2011",2011-01-01,15,Away,detroit-mercy,Horizon,Detroit Mercy,,1,81,84,Win,8,7,W 1,,Reg
2011-01-03-milwaukee,U.S. Cellular Arena,2011-01-03-milwaukee,"Mon, Jan 3, 2011",2011-01-03,16,Home,butler,Horizon,Butler,,0,52,76,Win,8,8,W 2,,Reg
2011-01-08-green-bay,Resch Center,2011-01-08-green-bay,"Sat, Jan 8, 2011",2011-01-08,17,Away,green-bay,Horizon,Green Bay,,0,69,64,Loss,9,8,L 1,,Reg
2011-01-13-milwaukee,U.S. Cellular Arena,2011-01-13-milwaukee,"Thu, Jan 13, 2011",2011-01-13,18,Home,illinois-chicago,Horizon,Illinois-Chicago,,0,75,87,Win,9,9,W 1,,Reg
2011-01-15-milwaukee,U.S. Cellular Arena,2011-01-15-milwaukee,"Sat, Jan 15, 2011",2011-01-15,19,Home,loyola-il,Horizon,Loyola (IL),,0,71,65,Loss,10,9,L 1,,Reg
2011-01-21-valparaiso,Athletics-Recreation Center,2011-01-21-valparaiso,"Fri, Jan 21, 2011",2011-01-21,20,Away,valparaiso,Horizon,Valparaiso,,0,60,43,Loss,11,9,L 2,,Reg
2011-01-23-butler,Hinkle Fieldhouse,2011-01-23-butler,"Sun, Jan 23, 2011",2011-01-23,21,Away,butler,Horizon,Butler,,1,80,86,Win,11,10,W 1,,Reg
2011-01-28-milwaukee,U.S. Cellular Arena,2011-01-28-milwaukee,"Fri, Jan 28, 2011",2011-01-28,22,Home,detroit-mercy,Horizon,Detroit Mercy,,0,67,72,Win,11,11,W 2,,Reg
2011-01-30-milwaukee,U.S. Cellular Arena,2011-01-30-milwaukee,"Sun, Jan 30, 2011",2011-01-30,23,Home,wright-state,Horizon,Wright State,,0,53,54,Win,11,12,W 3,,Reg
2011-02-05-milwaukee,U.S. Cellular Arena,2011-02-05-milwaukee,"Sat, Feb 5, 2011",2011-02-05,24,Home,green-bay,Horizon,Green Bay,,0,75,88,Win,11,13,W 4,,Reg
2011-02-10-loyola-il,Joseph J. Gentile Center,2011-02-10-loyola-il,"Thu, Feb 10, 2011",2011-02-10,25,Away,loyola-il,Horizon,Loyola (IL),,0,57,66,Win,11,14,W 5,,Reg
2011-02-12-illinois-chicago,UIC Pavilion,2011-02-12-illinois-chicago,"Sat, Feb 12, 2011",2011-02-12,26,Away,illinois-chicago,Horizon,Illinois-Chicago,,0,59,70,Win,11,15,W 6,,Reg
2011-02-16-milwaukee,U.S. Cellular Arena,2011-02-16-milwaukee,"Wed, Feb 16, 2011",2011-02-16,27,Home,valparaiso,Horizon,Valparaiso,,0,76,79,Win,11,16,W 7,,Reg
2011-02-19-buffalo,Alumni Arena,2011-02-19-buffalo,"Sat, Feb 19, 2011",2011-02-19,28,Away,buffalo,MAC,Buffalo,,0,80,65,Loss,12,16,L 1,,Reg
2011-02-24-cleveland-state,Henry J. Goodman Arena,2011-02-24-cleveland-state,"Thu, Feb 24, 2011",2011-02-24,29,Away,cleveland-state,Horizon,Cleveland State,,0,83,87,Win,12,17,W 1,,Reg
2011-02-26-youngstown-state,Beeghly Center,2011-02-26-youngstown-state,"Sat, Feb 26, 2011",2011-02-26,30,Away,youngstown-state,Horizon,Youngstown State,,1,87,94,Win,12,18,W 2,,Reg
2011-03-05-milwaukee,U.S. Cellular Arena,2011-03-05-milwaukee,"Sat, Mar 5, 2011",2011-03-05,31,Home,valparaiso,Horizon,Valparaiso,,0,63,70,Win,12,19,W 3,,Conf-Tourney
2011-03-08-milwaukee,U.S. Cellular Arena,2011-03-08-milwaukee,"Tue, Mar 8, 2011",2011-03-08,32,Home,butler,Horizon,Butler,,0,59,44,Loss,13,19,L 1,,Conf-Tourney
2011-03-16-northwestern,Welsh-Ryan Arena,2011-03-16-northwestern,"Wed, Mar 16, 2011",2011-03-16,33,Away,northwestern,Big Ten,Northwestern,,0,70,61,Loss,14,19,L 2,,NIT
2010-11-12-minnesota,Williams Arena,2010-11-12-minnesota,"Fri, Nov 12, 2010",2010-11-12,1,Home,wofford,Southern,Wofford,,0,55,69,Win,0,1,W 1,,Reg
2010-11-15-minnesota,Williams Arena,2010-11-15-minnesota,"Mon, Nov 15, 2010",2010-11-15,2,Home,siena,MAAC,Siena,,0,69,76,Win,0,2,W 2,,Reg
2010-11-18-minnesota,Jos̩ Miguel Agrelot Coliseum,2010-11-18-minnesota,"Thu, Nov 18, 2010",2010-11-18,3,Neutral,western-kentucky,Sun Belt,Western Kentucky,,0,77,95,Win,0,3,W 3,,Reg
2010-11-19-minnesota,Jos̩ Miguel Agrelot Coliseum,2010-11-19-minnesota,"Fri, Nov 19, 2010",2010-11-19,4,Neutral,north-carolina,ACC,North Carolina,8,0,67,72,Win,0,4,W 4,,Reg
2010-11-21-west-virginia,Jos̩ Miguel Agrelot Coliseum,2010-11-21-west-virginia,"Sun, Nov 21, 2010",2010-11-21,5,Neutral,west-virginia,Big East,West Virginia,,0,70,74,Win,0,5,W 5,,Reg
2010-11-24-minnesota,Williams Arena,2010-11-24-minnesota,"Wed, Nov 24, 2010",2010-11-24,6,Home,north-dakota-state,Summit,North Dakota State,,0,65,84,Win,0,6,W 6,,Reg
2010-11-29-minnesota,Williams Arena,2010-11-29-minnesota,"Mon, Nov 29, 2010",2010-11-29,7,Home,virginia,ACC,Virginia,,0,87,79,Loss,1,6,L 1,,Reg
2010-12-04-minnesota,Williams Arena,2010-12-04-minnesota,"Sat, Dec 4, 2010",2010-12-04,8,Home,cornell,Ivy,Cornell,,0,66,71,Win,1,7,W 1,,Reg
2010-12-08-saint-josephs,Hagan Arena,2010-12-08-saint-josephs,"Wed, Dec 8, 2010",2010-12-08,9,Away,saint-josephs,A-10,Saint Joseph's,,0,73,83,Win,1,8,W 2,,Reg
2010-12-11-minnesota,Williams Arena,2010-12-11-minnesota,"Sat, Dec 11, 2010",2010-12-11,10,Home,eastern-kentucky,OVC,Eastern Kentucky,,0,58,71,Win,1,9,W 3,,Reg
2010-12-15-minnesota,Williams Arena,2010-12-15-minnesota,"Wed, Dec 15, 2010",2010-12-15,11,Home,akron,MAC,Akron,,0,58,66,Win,1,10,W 4,,Reg
2010-12-23-minnesota,Williams Arena,2010-12-23-minnesota,"Thu, Dec 23, 2010",2010-12-23,12,Home,south-dakota-state,Summit,South Dakota State,,0,73,85,Win,1,11,W 5,,Reg
2010-12-28-wisconsin,Kohl Center,2010-12-28-wisconsin,"Tue, Dec 28, 2010",2010-12-28,13,Away,wisconsin,Big Ten,Wisconsin,,0,68,60,Loss,2,11,L 1,,Reg
2010-12-31-michigan-state,Breslin Events Center,2010-12-31-michigan-state,"Fri, Dec 31, 2010",2010-12-31,14,Away,michigan-state,Big Ten,Michigan State,20,0,71,62,Loss,3,11,L 2,,Reg
2011-01-04-minnesota,Williams Arena,2011-01-04-minnesota,"Tue, Jan 4, 2011",2011-01-04,15,Home,indiana,Big Ten,Indiana,,0,63,67,Win,3,12,W 1,,Reg
2011-01-09-ohio-state,Value City Arena,2011-01-09-ohio-state,"Sun, Jan 9, 2011",2011-01-09,16,Away,ohio-state,Big Ten,Ohio State,2,0,67,64,Loss,4,12,L 1,,Reg
2011-01-13-minnesota,Williams Arena,2011-01-13-minnesota,"Thu, Jan 13, 2011",2011-01-13,17,Home,purdue,Big Ten,Purdue,8,0,67,70,Win,4,13,W 1,,Reg
2011-01-16-minnesota,Williams Arena,2011-01-16-minnesota,"Sun, Jan 16, 2011",2011-01-16,18,Home,iowa,Big Ten,Iowa,,0,59,69,Win,4,14,W 2,,Reg
2011-01-22-michigan,Crisler Arena,2011-01-22-michigan,"Sat, Jan 22, 2011",2011-01-22,19,Away,michigan,Big Ten,Michigan,,0,64,69,Win,4,15,W 3,,Reg
2011-01-26-minnesota,Williams Arena,2011-01-26-minnesota,"Wed, Jan 26, 2011",2011-01-26,20,Home,northwestern,Big Ten,Northwestern,,0,70,81,Win,4,16,W 4,,Reg
2011-01-29-purdue,Mackey Arena,2011-01-29-purdue,"Sat, Jan 29, 2011",2011-01-29,21,Away,purdue,Big Ten,Purdue,12,0,73,61,Loss,5,16,L 1,,Reg
2011-02-02-indiana,Assembly Hall,2011-02-02-indiana,"Wed, Feb 2, 2011",2011-02-02,22,Away,indiana,Big Ten,Indiana,,0,60,57,Loss,6,16,L 2,,Reg
2011-02-06-minnesota,Williams Arena,2011-02-06-minnesota,"Sun, Feb 6, 2011",2011-02-06,23,Home,ohio-state,Big Ten,Ohio State,1,0,82,69,Loss,7,16,L 3,,Reg
2011-02-10-minnesota,Williams Arena,2011-02-10-minnesota,"Thu, Feb 10, 2011",2011-02-10,24,Home,illinois,Big Ten,Illinois,,0,71,62,Loss,8,16,L 4,,Reg
2011-02-13-iowa,Carver-Hawkeye Arena,2011-02-13-iowa,"Sun, Feb 13, 2011",2011-02-13,25,Away,iowa,Big Ten,Iowa,,0,45,62,Win,8,17,W 1,,Reg
2011-02-17-penn-state,Bryce Jordan Center,2011-02-17-penn-state,"Thu, Feb 17, 2011",2011-02-17,26,Away,penn-state,Big Ten,Penn State,,0,66,63,Loss,9,17,L 1,,Reg
2011-02-22-minnesota,Williams Arena,2011-02-22-minnesota,"Tue, Feb 22, 2011",2011-02-22,27,Home,michigan-state,Big Ten,Michigan State,,0,53,48,Loss,10,17,L 2,,Reg
2011-02-26-minnesota,Williams Arena,2011-02-26-minnesota,"Sat, Feb 26, 2011",2011-02-26,28,Home,michigan,Big Ten,Michigan,,0,70,63,Loss,11,17,L 3,,Reg
2011-03-02-northwestern,Welsh-Ryan Arena,2011-03-02-northwestern,"Wed, Mar 2, 2011",2011-03-02,29,Away,northwestern,Big Ten,Northwestern,,0,68,57,Loss,12,17,L 4,,Reg
2011-03-06-minnesota,Williams Arena,2011-03-06-minnesota,"Sun, Mar 6, 2011",2011-03-06,30,Home,penn-state,Big Ten,Penn State,,0,66,63,Loss,13,17,L 5,,Reg
2011-03-10-northwestern,,2011-03-10-northwestern,"Thu, Mar 10, 2011",2011-03-10,31,Neutral,northwestern,Big Ten,Northwestern,,0,75,65,Loss,14,17,L 6,,Conf-Tourney
2010-11-12-mississippi-state,Humphrey Coliseum,2010-11-12-mississippi-state,"Fri, Nov 12, 2010",2010-11-12,1,Home,tennessee-state,OVC,Tennessee State,,0,65,75,Win,0,1,W 1,,Reg
2010-11-19-mississippi-state,Humphrey Coliseum,2010-11-19-mississippi-state,"Fri, Nov 19, 2010",2010-11-19,2,Home,appalachian-state,Southern,Appalachian State,,0,74,76,Win,0,2,W 2,,Reg
2010-11-22-mississippi-state,Humphrey Coliseum,2010-11-22-mississippi-state,"Mon, Nov 22, 2010",2010-11-22,3,Home,detroit-mercy,Horizon,Detroit Mercy,,0,76,82,Win,0,3,W 3,,Reg
2010-11-26-mississippi-state,Humphrey Coliseum,2010-11-26-mississippi-state,"Fri, Nov 26, 2010",2010-11-26,4,Home,troy,Sun Belt,Troy,,1,83,92,Win,0,4,W 4,,Reg
2010-11-30-mississippi-state,Humphrey Coliseum,2010-11-30-mississippi-state,"Tue, Nov 30, 2010",2010-11-30,5,Home,florida-atlantic,Sun Belt,Florida Atlantic,,0,61,59,Loss,1,4,L 1,,Reg
2010-12-11-mississippi-state,Humphrey Coliseum,2010-12-11-mississippi-state,"Sat, Dec 11, 2010",2010-12-11,6,Home,east-tennessee-state,A-Sun,East Tennessee State,,0,63,62,Loss,2,4,L 2,,Reg
2010-12-12-mississippi-state,Humphrey Coliseum,2010-12-12-mississippi-state,"Sun, Dec 12, 2010",2010-12-12,7,Home,north-carolina-at,MEAC,North Carolina A&T,,0,58,74,Win,2,5,W 1,,Reg
2010-12-13-mississippi-state,Humphrey Coliseum,2010-12-13-mississippi-state,"Mon, Dec 13, 2010",2010-12-13,8,Home,nicholls-state,Southland,Nicholls State,,0,58,67,Win,2,6,W 2,,Reg
2010-12-14-mississippi-state,Humphrey Coliseum,2010-12-14-mississippi-state,"Tue, Dec 14, 2010",2010-12-14,9,Home,alabama-state,SWAC,Alabama State,,0,46,67,Win,2,7,W 3,,Reg
2010-12-18-virginia-tech,Imperial Arena at Atlantis Resort,2010-12-18-virginia-tech,"Sat, Dec 18, 2010",2010-12-18,10,Neutral,virginia-tech,ACC,Virginia Tech,,0,88,57,Loss,3,7,L 1,,Reg
2010-12-22-washington-state,,2010-12-22-washington-state,"Wed, Dec 22, 2010",2010-12-22,11,Neutral,washington-state,Pac-10,Washington State,,0,83,57,Loss,4,7,L 2,,Reg
2010-12-23-san-diego,Stan Sheriff Center,2010-12-23-san-diego,"Thu, Dec 23, 2010",2010-12-23,12,Neutral,san-diego,WCC,San Diego,,0,52,69,Win,4,8,W 1,,Reg
2010-12-25-hawaii,,2010-12-25-hawaii,"Sat, Dec 25, 2010",2010-12-25,13,Away,hawaii,WAC,Hawaii,,0,68,57,Loss,5,8,L 1,,Reg
2010-12-29-saint-marys-ca,Orleans Arena,2010-12-29-saint-marys-ca,"Wed, Dec 29, 2010",2010-12-29,14,Neutral,saint-marys-ca,WCC,Saint Mary's (CA),,0,94,72,Loss,6,8,L 2,,Reg
2011-01-08-mississippi-state,Humphrey Coliseum,2011-01-08-mississippi-state,"Sat, Jan 8, 2011",2011-01-08,15,Home,alabama,SEC,Alabama,,0,75,57,Loss,7,8,L 3,,Reg
2011-01-13-mississippi,C.M. Tad Smith Coliseum,2011-01-13-mississippi,"Thu, Jan 13, 2011",2011-01-13,16,Away,mississippi,SEC,Mississippi,,0,64,69,Win,7,9,W 1,,Reg
2011-01-16-mississippi-state,Humphrey Coliseum,2011-01-16-mississippi-state,"Sun, Jan 16, 2011",2011-01-16,17,Home,auburn,SEC,Auburn,,0,66,85,Win,7,10,W 2,,Reg
2011-01-22-georgia,Stegeman Coliseum,2011-01-22-georgia,"Sat, Jan 22, 2011",2011-01-22,18,Away,georgia,SEC,Georgia,,0,86,64,Loss,8,10,L 1,,Reg
2011-01-27-mississippi-state,Humphrey Coliseum,2011-01-27-mississippi-state,"Thu, Jan 27, 2011",2011-01-27,19,Home,vanderbilt,SEC,Vanderbilt,19,0,81,74,Loss,9,10,L 2,,Reg
2011-01-29-mississippi-state,Humphrey Coliseum,2011-01-29-mississippi-state,"Sat, Jan 29, 2011",2011-01-29,20,Home,florida,SEC,Florida,24,0,64,71,Win,9,11,W 1,,Reg
2011-02-02-alabama,Coleman Coliseum,2011-02-02-alabama,"Wed, Feb 2, 2011",2011-02-02,21,Away,alabama,SEC,Alabama,,0,75,61,Loss,10,11,L 1,,Reg
2011-02-05-louisiana-state,Maravich Assembly Center,2011-02-05-louisiana-state,"Sat, Feb 5, 2011",2011-02-05,22,Away,louisiana-state,SEC,Louisiana State,,0,57,58,Win,10,12,W 1,,Reg
2011-02-09-mississippi-state,Humphrey Coliseum,2011-02-09-mississippi-state,"Wed, Feb 9, 2011",2011-02-09,23,Home,arkansas,SEC,Arkansas,,0,56,67,Win,10,13,W 2,,Reg
2011-02-12-auburn,Auburn Arena,2011-02-12-auburn,"Sat, Feb 12, 2011",2011-02-12,24,Away,auburn,SEC,Auburn,,0,65,62,Loss,11,13,L 1,,Reg
2011-02-15-kentucky,Rupp Arena,2011-02-15-kentucky,"Tue, Feb 15, 2011",2011-02-15,25,Away,kentucky,SEC,Kentucky,22,0,85,79,Loss,12,13,L 2,,Reg
2011-02-19-mississippi-state,Humphrey Coliseum,2011-02-19-mississippi-state,"Sat, Feb 19, 2011",2011-02-19,26,Home,mississippi,SEC,Mississippi,,0,58,71,Win,12,14,W 1,,Reg
2011-02-23-mississippi-state,Humphrey Coliseum,2011-02-23-mississippi-state,"Wed, Feb 23, 2011",2011-02-23,27,Home,louisiana-state,SEC,Louisiana State,,0,84,82,Loss,13,14,L 1,,Reg
2011-02-26-tennessee,Thompson-Boling Arena,2011-02-26-tennessee,"Sat, Feb 26, 2011",2011-02-26,28,Away,tennessee,SEC,Tennessee,,0,69,70,Win,13,15,W 1,,Reg
2011-03-02-arkansas,Bud Walton Arena,2011-03-02-arkansas,"Wed, Mar 2, 2011",2011-03-02,29,Away,arkansas,SEC,Arkansas,,0,78,88,Win,13,16,W 2,,Reg
2011-03-05-mississippi-state,Humphrey Coliseum,2011-03-05-mississippi-state,"Sat, Mar 5, 2011",2011-03-05,30,Home,south-carolina,SEC,South Carolina,,0,58,60,Win,13,17,W 3,,Reg
2011-03-11-mississippi-state,Georgia Dome,2011-03-11-mississippi-state,"Fri, Mar 11, 2011",2011-03-11,31,Neutral,vanderbilt,SEC,Vanderbilt,,0,87,81,Loss,14,17,L 1,,Conf-Tourney
2010-11-12-georgia,Stegeman Coliseum,2010-11-12-georgia,"Fri, Nov 12, 2010",2010-11-12,1,Away,georgia,SEC,Georgia,,0,72,70,Loss,1,0,L 1,,Reg
2010-11-16-indiana,Assembly Hall,2010-11-16-indiana,"Tue, Nov 16, 2010",2010-11-16,2,Away,indiana,Big Ten,Indiana,,0,71,54,Loss,2,0,L 2,,Reg
2010-11-21-saint-marys-ca,McKeon Pavilion,2010-11-21-saint-marys-ca,"Sun, Nov 21, 2010",2010-11-21,3,Away,saint-marys-ca,WCC,Saint Mary's (CA),,0,87,52,Loss,3,0,L 3,,Reg
2010-11-23-brigham-young,Marriott Center,2010-11-23-brigham-young,"Tue, Nov 23, 2010",2010-11-23,4,Away,brigham-young,MWC,Brigham Young,23,0,86,36,Loss,4,0,L 4,,Reg
2010-11-26-liberty,South Padre Island Convention Centre,2010-11-26-liberty,"Fri, Nov 26, 2010",2010-11-26,5,Neutral,liberty,Big South,Liberty,,0,64,58,Loss,5,0,L 5,,Reg
2010-11-27-georgia-southern,South Padre Island Convention Centre,2010-11-27-georgia-southern,"Sat, Nov 27, 2010",2010-11-27,6,Neutral,georgia-southern,Southern,Georgia Southern,,0,64,75,Win,5,1,W 1,,Reg
2010-12-11-butler,Hinkle Fieldhouse,2010-12-11-butler,"Sat, Dec 11, 2010",2010-12-11,7,Away,butler,Horizon,Butler,,0,91,71,Loss,6,1,L 1,,Reg
2010-12-13-mississippi,C.M. Tad Smith Coliseum,2010-12-13-mississippi,"Mon, Dec 13, 2010",2010-12-13,8,Away,mississippi,SEC,Mississippi,,0,101,69,Loss,7,1,L 2,,Reg
2010-12-15-arkansas,Bud Walton Arena,2010-12-15-arkansas,"Wed, Dec 15, 2010",2010-12-15,9,Away,arkansas,SEC,Arkansas,,0,87,64,Loss,8,1,L 3,,Reg
2010-12-18-kentucky,Rupp Arena,2010-12-18-kentucky,"Sat, Dec 18, 2010",2010-12-18,10,Away,kentucky,SEC,Kentucky,17,0,85,60,Loss,9,1,L 4,,Reg
2010-12-21-marquette,Bradley Center,2010-12-21-marquette,"Tue, Dec 21, 2010",2010-12-21,11,Away,marquette,Big East,Marquette,,0,102,77,Loss,10,1,L 5,,Reg
2010-12-29-southern-mississippi,Reed Green Coliseum,2010-12-29-southern-mississippi,"Wed, Dec 29, 2010",2010-12-29,12,Away,southern-mississippi,CUSA,Southern Mississippi,,0,91,46,Loss,11,1,L 6,,Reg
2010-12-30-mississippi-valley-state,Reed Green Coliseum,2010-12-30-mississippi-valley-state,"Thu, Dec 30, 2010",2010-12-30,13,Neutral,southeastern-louisiana,Southland,Southeastern Louisiana,,0,76,60,Loss,12,1,L 7,,Reg
2011-01-04-arkansas-pine-bluff,K.L. Johnson HPER Complex,2011-01-04-arkansas-pine-bluff,"Tue, Jan 4, 2011",2011-01-04,14,Away,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,69,83,Win,12,2,W 1,,Reg
2011-01-08-mississippi-valley-state,Harrison HPER Complex,2011-01-08-mississippi-valley-state,"Sat, Jan 8, 2011",2011-01-08,15,Home,alabama-am,SWAC,Alabama A&M,,0,72,60,Loss,13,2,L 1,,Reg
2011-01-10-mississippi-valley-state,Harrison HPER Complex,2011-01-10-mississippi-valley-state,"Mon, Jan 10, 2011",2011-01-10,16,Home,alabama-state,SWAC,Alabama State,,0,70,74,Win,13,3,W 1,,Reg
2011-01-15-alcorn-state,Davey L. Whitney Complex,2011-01-15-alcorn-state,"Sat, Jan 15, 2011",2011-01-15,17,Away,alcorn-state,SWAC,Alcorn State,,0,70,87,Win,13,4,W 2,,Reg
2011-01-17-southern,F. G. Clark Activity Center,2011-01-17-southern,"Mon, Jan 17, 2011",2011-01-17,18,Away,southern,SWAC,Southern,,0,62,65,Win,13,5,W 3,,Reg
2011-01-22-mississippi-valley-state,Harrison HPER Complex,2011-01-22-mississippi-valley-state,"Sat, Jan 22, 2011",2011-01-22,19,Home,prairie-view,SWAC,Prairie View,,0,63,96,Win,13,6,W 4,,Reg
2011-01-24-mississippi-valley-state,Harrison HPER Complex,2011-01-24-mississippi-valley-state,"Mon, Jan 24, 2011",2011-01-24,20,Home,texas-southern,SWAC,Texas Southern,,0,76,89,Win,13,7,W 5,,Reg
2011-01-29-jackson-state,Lee E. Williams Athletics and Assembly Center,2011-01-29-jackson-state,"Sat, Jan 29, 2011",2011-01-29,21,Away,jackson-state,SWAC,Jackson State,,0,83,73,Loss,14,7,L 1,,Reg
2011-01-31-grambling,HPER Complex,2011-01-31-grambling,"Mon, Jan 31, 2011",2011-01-31,22,Away,grambling,SWAC,Grambling,,0,74,94,Win,14,8,W 1,,Reg
2011-02-05-alabama-am,Elmore Health Science Building,2011-02-05-alabama-am,"Sat, Feb 5, 2011",2011-02-05,23,Away,alabama-am,SWAC,Alabama A&M,,0,60,63,Win,14,9,W 2,,Reg
2011-02-07-alabama-state,ASU Acadome,2011-02-07-alabama-state,"Mon, Feb 7, 2011",2011-02-07,24,Away,alabama-state,SWAC,Alabama State,,0,90,63,Loss,15,9,L 1,,Reg
2011-02-12-mississippi-valley-state,Harrison HPER Complex,2011-02-12-mississippi-valley-state,"Sat, Feb 12, 2011",2011-02-12,25,Home,alcorn-state,SWAC,Alcorn State,,0,83,91,Win,15,10,W 1,,Reg
2011-02-14-mississippi-valley-state,Harrison HPER Complex,2011-02-14-mississippi-valley-state,"Mon, Feb 14, 2011",2011-02-14,26,Home,southern,SWAC,Southern,,0,48,68,Win,15,11,W 2,,Reg
2011-02-19-prairie-view,William J. Nicks Building,2011-02-19-prairie-view,"Sat, Feb 19, 2011",2011-02-19,27,Away,prairie-view,SWAC,Prairie View,,0,59,54,Loss,16,11,L 1,,Reg
2011-02-21-texas-southern,Health & Physical Education Arena,2011-02-21-texas-southern,"Mon, Feb 21, 2011",2011-02-21,28,Away,texas-southern,SWAC,Texas Southern,,1,58,55,Loss,17,11,L 2,,Reg
2011-02-26-mississippi-valley-state,Harrison HPER Complex,2011-02-26-mississippi-valley-state,"Sat, Feb 26, 2011",2011-02-26,29,Home,jackson-state,SWAC,Jackson State,,0,82,63,Loss,18,11,L 3,,Reg
2011-02-28-mississippi-valley-state,Harrison HPER Complex,2011-02-28-mississippi-valley-state,"Mon, Feb 28, 2011",2011-02-28,30,Home,grambling,SWAC,Grambling,,1,63,66,Win,18,12,W 1,,Reg
2011-03-03-mississippi-valley-state,Harrison HPER Complex,2011-03-03-mississippi-valley-state,"Thu, Mar 3, 2011",2011-03-03,31,Home,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,69,88,Win,18,13,W 2,,Reg
2011-03-10-mississippi-valley-state,Curtis Culwell Center,2011-03-10-mississippi-valley-state,"Thu, Mar 10, 2011",2011-03-10,32,Neutral,grambling,SWAC,Grambling,,0,65,62,Loss,19,13,L 1,,Conf-Tourney
2010-11-12-mississippi,C.M. Tad Smith Coliseum,2010-11-12-mississippi,"Fri, Nov 12, 2010",2010-11-12,1,Home,arkansas-state,Sun Belt,Arkansas State,,0,60,68,Win,0,1,W 1,,Reg
