,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2010-11-30-tulane,Avron B. Fogelman Arena,2010-11-30-tulane,"Tue, Nov 30, 2010",2010-11-30,7,Away,tulane,CUSA,Tulane,,0,84,69,Loss,6,1,L 3,,Reg
2010-12-11-arkansas-state,Convocation Center,2010-12-11-arkansas-state,"Sat, Dec 11, 2010",2010-12-11,8,Away,arkansas-state,Sun Belt,Arkansas State,,0,77,53,Loss,7,1,L 4,,Reg
2010-12-14-mississippi-state,Humphrey Coliseum,2010-12-14-mississippi-state,"Tue, Dec 14, 2010",2010-12-14,9,Away,mississippi-state,SEC,Mississippi State,,0,67,46,Loss,8,1,L 5,,Reg
2010-12-16-alabama-state,ASU Acadome,2010-12-16-alabama-state,"Thu, Dec 16, 2010",2010-12-16,10,Home,Oakwood,Non-DI School,Oakwood,,0,49,54,Win,8,2,W 1,,Reg
2010-12-20-alabama-state,ASU Acadome,2010-12-20-alabama-state,"Mon, Dec 20, 2010",2010-12-20,11,Home,belmont,A-Sun,Belmont,,0,66,53,Loss,9,2,L 1,,Reg
2010-12-22-southern-methodist,Moody Coliseum,2010-12-22-southern-methodist,"Wed, Dec 22, 2010",2010-12-22,12,Away,southern-methodist,CUSA,Southern Methodist,,0,49,38,Loss,10,2,L 2,,Reg
2010-12-30-alabama-state,ASU Acadome,2010-12-30-alabama-state,"Thu, Dec 30, 2010",2010-12-30,13,Home,Albany State (GA),Non-DI School,Albany State (GA),,0,53,61,Win,10,3,W 1,,Reg
2011-01-04-alabama-state,ASU Acadome,2011-01-04-alabama-state,"Tue, Jan 4, 2011",2011-01-04,14,Home,jackson-state,SWAC,Jackson State,,1,58,52,Loss,11,3,L 1,,Reg
2011-01-06-alabama-state,ASU Acadome,2011-01-06-alabama-state,"Thu, Jan 6, 2011",2011-01-06,15,Home,grambling,SWAC,Grambling,,0,47,50,Win,11,4,W 1,,Reg
2011-01-08-arkansas-pine-bluff,K.L. Johnson HPER Complex,2011-01-08-arkansas-pine-bluff,"Sat, Jan 8, 2011",2011-01-08,16,Away,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,1,62,68,Win,11,5,W 2,,Reg
2011-01-10-mississippi-valley-state,Harrison HPER Complex,2011-01-10-mississippi-valley-state,"Mon, Jan 10, 2011",2011-01-10,17,Away,mississippi-valley-state,SWAC,Mississippi Valley State,,0,74,70,Loss,12,5,L 1,,Reg
2011-01-15-alabama-am,Elmore Health Science Building,2011-01-15-alabama-am,"Sat, Jan 15, 2011",2011-01-15,18,Away,alabama-am,SWAC,Alabama A&M,,0,75,60,Loss,13,5,L 2,,Reg
2011-01-22-alabama-state,ASU Acadome,2011-01-22-alabama-state,"Sat, Jan 22, 2011",2011-01-22,19,Home,southern,SWAC,Southern,,0,64,52,Loss,14,5,L 3,,Reg
2011-01-24-alabama-state,ASU Acadome,2011-01-24-alabama-state,"Mon, Jan 24, 2011",2011-01-24,20,Home,alcorn-state,SWAC,Alcorn State,,0,68,81,Win,14,6,W 1,,Reg
2011-01-29-prairie-view,William J. Nicks Building,2011-01-29-prairie-view,"Sat, Jan 29, 2011",2011-01-29,21,Away,prairie-view,SWAC,Prairie View,,0,69,61,Loss,15,6,L 1,,Reg
2011-01-31-texas-southern,Health & Physical Education Arena,2011-01-31-texas-southern,"Mon, Jan 31, 2011",2011-01-31,22,Away,texas-southern,SWAC,Texas Southern,,0,73,59,Loss,16,6,L 2,,Reg
2011-02-05-alabama-state,ASU Acadome,2011-02-05-alabama-state,"Sat, Feb 5, 2011",2011-02-05,23,Home,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,48,60,Win,16,7,W 1,,Reg
2011-02-07-alabama-state,ASU Acadome,2011-02-07-alabama-state,"Mon, Feb 7, 2011",2011-02-07,24,Home,mississippi-valley-state,SWAC,Mississippi Valley State,,0,63,90,Win,16,8,W 2,,Reg
2011-02-12-alabama-state,ASU Acadome,2011-02-12-alabama-state,"Sat, Feb 12, 2011",2011-02-12,25,Home,alabama-am,SWAC,Alabama A&M,,0,68,82,Win,16,9,W 3,,Reg
2011-02-19-southern,F. G. Clark Activity Center,2011-02-19-southern,"Sat, Feb 19, 2011",2011-02-19,26,Away,southern,SWAC,Southern,,0,50,63,Win,16,10,W 4,,Reg
2011-02-21-alcorn-state,Davey L. Whitney Complex,2011-02-21-alcorn-state,"Mon, Feb 21, 2011",2011-02-21,27,Away,alcorn-state,SWAC,Alcorn State,,0,53,62,Win,16,11,W 5,,Reg
2011-02-26-alabama-state,ASU Acadome,2011-02-26-alabama-state,"Sat, Feb 26, 2011",2011-02-26,28,Home,prairie-view,SWAC,Prairie View,,0,61,68,Win,16,12,W 6,,Reg
2011-02-28-alabama-state,ASU Acadome,2011-02-28-alabama-state,"Mon, Feb 28, 2011",2011-02-28,29,Home,texas-southern,SWAC,Texas Southern,,0,48,60,Win,16,13,W 7,,Reg
2011-03-03-jackson-state,Lee E. Williams Athletics and Assembly Center,2011-03-03-jackson-state,"Thu, Mar 3, 2011",2011-03-03,30,Away,jackson-state,SWAC,Jackson State,,0,53,63,Win,16,14,W 8,,Reg
2011-03-05-grambling,HPER Complex,2011-03-05-grambling,"Sat, Mar 5, 2011",2011-03-05,31,Away,grambling,SWAC,Grambling,,0,74,73,Loss,17,14,L 1,,Reg
2011-03-10-alabama-state,Curtis Culwell Center,2011-03-10-alabama-state,"Thu, Mar 10, 2011",2011-03-10,32,Neutral,alabama-am,SWAC,Alabama A&M,,0,61,81,Win,17,15,W 1,,Conf-Tourney
2011-03-11-texas-southern,Curtis Culwell Center,2011-03-11-texas-southern,"Fri, Mar 11, 2011",2011-03-11,33,Neutral,texas-southern,SWAC,Texas Southern,,0,66,73,Win,17,16,W 2,,Conf-Tourney
2011-03-12-alabama-state,Curtis Culwell Center,2011-03-12-alabama-state,"Sat, Mar 12, 2011",2011-03-12,34,Neutral,grambling,SWAC,Grambling,,0,48,65,Win,17,17,W 3,,Conf-Tourney
2011-03-16-alabama-state,University of Dayton Arena,2011-03-16-alabama-state,"Wed, Mar 16, 2011",2011-03-16,35,Neutral,texas-san-antonio,Southland,UTSA,,0,70,61,Loss,18,17,L 1,,NCAA
2010-11-12-alabama,Coleman Coliseum,2010-11-12-alabama,"Fri, Nov 12, 2010",2010-11-12,1,Home,florida-am,MEAC,Florida A&M,,0,37,76,Win,0,1,W 1,,Reg
2010-11-15-alabama,Coleman Coliseum,2010-11-15-alabama,"Mon, Nov 15, 2010",2010-11-15,2,Home,troy,Sun Belt,Troy,,0,60,79,Win,0,2,W 2,,Reg
2010-11-19-seton-hall,Virgin Islands Sport & Fitness Center,2010-11-19-seton-hall,"Fri, Nov 19, 2010",2010-11-19,3,Neutral,seton-hall,Big East,Seton Hall,,0,83,78,Loss,1,2,L 1,,Reg
2010-11-20-iowa,Virgin Islands Sport & Fitness Center,2010-11-20-iowa,"Sat, Nov 20, 2010",2010-11-20,4,Neutral,iowa,Big Ten,Iowa,,0,55,47,Loss,2,2,L 2,,Reg
2010-11-22-alabama,Virgin Islands Sport & Fitness Center,2010-11-22-alabama,"Mon, Nov 22, 2010",2010-11-22,5,Neutral,saint-peters,MAAC,Saint Peter's,,0,50,49,Loss,3,2,L 3,,Reg
2010-11-27-alabama,Coleman Coliseum,2010-11-27-alabama,"Sat, Nov 27, 2010",2010-11-27,6,Home,alabama-am,SWAC,Alabama A&M,,0,50,76,Win,3,3,W 1,,Reg
2010-12-01-alabama,Coleman Coliseum,2010-12-01-alabama,"Wed, Dec 1, 2010",2010-12-01,7,Home,south-alabama,Sun Belt,South Alabama,,0,50,72,Win,3,4,W 2,,Reg
2010-12-04-purdue,Mackey Arena,2010-12-04-purdue,"Sat, Dec 4, 2010",2010-12-04,8,Away,purdue,Big Ten,Purdue,22,0,66,47,Loss,4,4,L 1,,Reg
2010-12-11-providence,Dunkin' Donuts Center,2010-12-11-providence,"Sat, Dec 11, 2010",2010-12-11,9,Away,providence,Big East,Providence,,0,82,70,Loss,5,4,L 2,,Reg
2010-12-15-alabama,Coleman Coliseum,2010-12-15-alabama,"Wed, Dec 15, 2010",2010-12-15,10,Home,southeastern-louisiana,Southland,Southeastern Louisiana,,0,38,59,Win,5,5,W 1,,Reg
2010-12-18-oklahoma-state,Ford Center,2010-12-18-oklahoma-state,"Sat, Dec 18, 2010",2010-12-18,11,Neutral,oklahoma-state,Big 12,Oklahoma State,,0,68,60,Loss,6,5,L 1,,Reg
2010-12-21-alabama,Coleman Coliseum,2010-12-21-alabama,"Tue, Dec 21, 2010",2010-12-21,12,Home,lipscomb,A-Sun,Lipscomb,,0,51,71,Win,6,6,W 1,,Reg
2010-12-28-alabama,Coleman Coliseum,2010-12-28-alabama,"Tue, Dec 28, 2010",2010-12-28,13,Home,pepperdine,WCC,Pepperdine,,0,60,83,Win,6,7,W 2,,Reg
2011-01-03-alabama,Coleman Coliseum,2011-01-03-alabama,"Mon, Jan 3, 2011",2011-01-03,14,Home,toledo,MAC,Toledo,,0,41,83,Win,6,8,W 3,,Reg
2011-01-08-mississippi-state,Humphrey Coliseum,2011-01-08-mississippi-state,"Sat, Jan 8, 2011",2011-01-08,15,Away,mississippi-state,SEC,Mississippi State,,0,57,75,Win,6,9,W 4,,Reg
2011-01-12-alabama,Coleman Coliseum,2011-01-12-alabama,"Wed, Jan 12, 2011",2011-01-12,16,Home,south-carolina,SEC,South Carolina,,0,47,57,Win,6,10,W 5,,Reg
2011-01-15-arkansas,Bud Walton Arena,2011-01-15-arkansas,"Sat, Jan 15, 2011",2011-01-15,17,Away,arkansas,SEC,Arkansas,,0,70,65,Loss,7,10,L 1,,Reg
2011-01-18-alabama,Coleman Coliseum,2011-01-18-alabama,"Tue, Jan 18, 2011",2011-01-18,18,Home,kentucky,SEC,Kentucky,12,0,66,68,Win,7,11,W 1,,Reg
2011-01-22-auburn,Auburn Arena,2011-01-22-auburn,"Sat, Jan 22, 2011",2011-01-22,19,Away,auburn,SEC,Auburn,,0,58,68,Win,7,12,W 2,,Reg
2011-01-29-alabama,Coleman Coliseum,2011-01-29-alabama,"Sat, Jan 29, 2011",2011-01-29,20,Home,louisiana-state,SEC,Louisiana State,,0,46,70,Win,7,13,W 3,,Reg
2011-02-02-alabama,Coleman Coliseum,2011-02-02-alabama,"Wed, Feb 2, 2011",2011-02-02,21,Home,mississippi-state,SEC,Mississippi State,,0,61,75,Win,7,14,W 4,,Reg
2011-02-05-tennessee,Thompson-Boling Arena,2011-02-05-tennessee,"Sat, Feb 5, 2011",2011-02-05,22,Away,tennessee,SEC,Tennessee,,1,60,65,Win,7,15,W 5,,Reg
2011-02-10-vanderbilt,Memorial Gymnasium,2011-02-10-vanderbilt,"Thu, Feb 10, 2011",2011-02-10,23,Away,vanderbilt,SEC,Vanderbilt,23,0,81,77,Loss,8,15,L 1,,Reg
2011-02-12-alabama,Coleman Coliseum,2011-02-12-alabama,"Sat, Feb 12, 2011",2011-02-12,24,Home,mississippi,SEC,Mississippi,,0,64,74,Win,8,16,W 1,,Reg
2011-02-17-louisiana-state,Maravich Assembly Center,2011-02-17-louisiana-state,"Thu, Feb 17, 2011",2011-02-17,25,Away,louisiana-state,SEC,Louisiana State,,0,56,67,Win,8,17,W 2,,Reg
2011-02-19-alabama,Coleman Coliseum,2011-02-19-alabama,"Sat, Feb 19, 2011",2011-02-19,26,Home,arkansas,SEC,Arkansas,,0,56,69,Win,8,18,W 3,,Reg
2011-02-23-alabama,Coleman Coliseum,2011-02-23-alabama,"Wed, Feb 23, 2011",2011-02-23,27,Home,auburn,SEC,Auburn,,0,49,51,Win,8,19,W 4,,Reg
2011-02-26-mississippi,C.M. Tad Smith Coliseum,2011-02-26-mississippi,"Sat, Feb 26, 2011",2011-02-26,28,Away,mississippi,SEC,Mississippi,,0,68,63,Loss,9,19,L 1,,Reg
2011-03-01-florida,Stephen C. O'Connell Center,2011-03-01-florida,"Tue, Mar 1, 2011",2011-03-01,29,Away,florida,SEC,Florida,14,0,78,51,Loss,10,19,L 2,,Reg
2011-03-05-alabama,Coleman Coliseum,2011-03-05-alabama,"Sat, Mar 5, 2011",2011-03-05,30,Home,georgia,SEC,Georgia,,0,57,65,Win,10,20,W 1,,Reg
2011-03-11-alabama,,2011-03-11-alabama,"Fri, Mar 11, 2011",2011-03-11,31,Neutral,georgia,SEC,Georgia,,1,59,65,Win,10,21,W 2,,Conf-Tourney
2011-03-12-alabama,Georgia Dome,2011-03-12-alabama,"Sat, Mar 12, 2011",2011-03-12,32,Neutral,kentucky,SEC,Kentucky,15,0,72,58,Loss,11,21,L 1,,Conf-Tourney
2011-03-15-alabama,Coleman Coliseum,2011-03-15-alabama,"Tue, Mar 15, 2011",2011-03-15,33,Home,coastal-carolina,Big South,Coastal Carolina,,0,44,68,Win,11,22,W 1,,NIT
2011-03-21-alabama,Coleman Coliseum,2011-03-21-alabama,"Mon, Mar 21, 2011",2011-03-21,34,Home,new-mexico,MWC,New Mexico,,0,67,74,Win,11,23,W 2,,NIT
2011-03-23-alabama,Coleman Coliseum,2011-03-23-alabama,"Wed, Mar 23, 2011",2011-03-23,35,Home,miami-fl,ACC,Miami (FL),,0,64,79,Win,11,24,W 3,,NIT
2011-03-29-colorado,Madison Square Garden (IV),2011-03-29-colorado,"Tue, Mar 29, 2011",2011-03-29,36,Neutral,colorado,Big 12,Colorado,,0,61,62,Win,11,25,W 4,,NIT
2011-03-31-alabama,Madison Square Garden (IV),2011-03-31-alabama,"Thu, Mar 31, 2011",2011-03-31,37,Neutral,wichita-state,MVC,Wichita State,,0,66,57,Loss,12,25,L 1,,NIT
2010-11-12-albany-ny,SEFCU Arena,2010-11-12-albany-ny,"Fri, Nov 12, 2010",2010-11-12,1,Home,cornell,Ivy,Cornell,,0,65,61,Loss,1,0,L 1,,Reg
2010-11-15-albany-ny,SEFCU Arena,2010-11-15-albany-ny,"Mon, Nov 15, 2010",2010-11-15,2,Home,american,Patriot,American,,0,57,44,Loss,2,0,L 2,,Reg
2010-11-17-georgia-tech,Alexander Memorial Coliseum,2010-11-17-georgia-tech,"Wed, Nov 17, 2010",2010-11-17,3,Away,georgia-tech,ACC,Georgia Tech,,0,78,51,Loss,3,0,L 3,,Reg
2010-11-20-fairleigh-dickinson,Rothman Center,2010-11-20-fairleigh-dickinson,"Sat, Nov 20, 2010",2010-11-20,4,Away,fairleigh-dickinson,NEC,Fairleigh Dickinson,,0,46,72,Win,3,1,W 1,,Reg
2010-11-23-albany-ny,SEFCU Arena,2010-11-23-albany-ny,"Tue, Nov 23, 2010",2010-11-23,5,Home,iona,MAAC,Iona,,0,86,65,Loss,4,1,L 1,,Reg
2010-11-26-detroit-mercy,Calihan Hall,2010-11-26-detroit-mercy,"Fri, Nov 26, 2010",2010-11-26,6,Away,detroit-mercy,Horizon,Detroit Mercy,,2,84,82,Loss,5,1,L 2,,Reg
2010-11-27-albany-ny,Calihan Hall,2010-11-27-albany-ny,"Sat, Nov 27, 2010",2010-11-27,7,Neutral,niagara,MAAC,Niagara,,0,65,75,Win,5,2,W 1,,Reg
2010-11-28-bowling-green-state,Calihan Hall,2010-11-28-bowling-green-state,"Sun, Nov 28, 2010",2010-11-28,8,Neutral,bowling-green-state,MAC,Bowling Green State,,0,55,56,Win,5,3,W 2,,Reg
2010-12-04-siena,Times Union Center,2010-12-04-siena,"Sat, Dec 4, 2010",2010-12-04,9,Away,siena,MAAC,Siena,,1,82,88,Win,5,4,W 3,,Reg
2010-12-06-yale,John J. Lee Ampitheater,2010-12-06-yale,"Mon, Dec 6, 2010",2010-12-06,10,Away,yale,Ivy,Yale,,0,74,53,Loss,6,4,L 1,,Reg
2010-12-11-albany-ny,SEFCU Arena,2010-12-11-albany-ny,"Sat, Dec 11, 2010",2010-12-11,11,Home,central-connecticut-state,NEC,Central Connecticut State,,0,63,64,Win,6,5,W 1,,Reg
2010-12-18-albany-ny,SEFCU Arena,2010-12-18-albany-ny,"Sat, Dec 18, 2010",2010-12-18,12,Home,mount-st-marys,NEC,Mount St. Mary's,,0,57,77,Win,6,6,W 2,,Reg
2010-12-22-colgate,Cotterell Court,2010-12-22-colgate,"Wed, Dec 22, 2010",2010-12-22,13,Away,colgate,Patriot,Colgate,,0,61,63,Win,6,7,W 3,,Reg
2010-12-28-xavier,Cintas Center,2010-12-28-xavier,"Tue, Dec 28, 2010",2010-12-28,14,Away,xavier,A-10,Xavier,,0,88,64,Loss,7,7,L 1,,Reg
2010-12-30-wagner,Spiro Sports Center,2010-12-30-wagner,"Thu, Dec 30, 2010",2010-12-30,15,Away,wagner,NEC,Wagner,,0,80,65,Loss,8,7,L 2,,Reg
2011-01-02-albany-ny,SEFCU Arena,2011-01-02-albany-ny,"Sun, Jan 2, 2011",2011-01-02,16,Home,new-hampshire,AEC,New Hampshire,,0,44,59,Win,8,8,W 1,,Reg
2011-01-06-vermont,Roy L. Patrick Gymnasium,2011-01-06-vermont,"Thu, Jan 6, 2011",2011-01-06,17,Away,vermont,AEC,Vermont,,0,60,48,Loss,9,8,L 1,,Reg
2011-01-09-hartford,Chase Arena at Reich Family Pavilion,2011-01-09-hartford,"Sun, Jan 9, 2011",2011-01-09,18,Away,hartford,AEC,Hartford,,0,62,42,Loss,10,8,L 2,,Reg
2011-01-12-albany-ny,SEFCU Arena,2011-01-12-albany-ny,"Wed, Jan 12, 2011",2011-01-12,19,Home,maine,AEC,Maine,,0,66,64,Loss,11,8,L 3,,Reg
2011-01-15-albany-ny,SEFCU Arena,2011-01-15-albany-ny,"Sat, Jan 15, 2011",2011-01-15,20,Home,boston-university,AEC,Boston University,,0,70,67,Loss,12,8,L 4,,Reg
2011-01-17-stony-brook,Pritchard Gymnasium,2011-01-17-stony-brook,"Mon, Jan 17, 2011",2011-01-17,21,Away,stony-brook,AEC,Stony Brook,,0,50,52,Win,12,9,W 1,,Reg
2011-01-20-albany-ny,SEFCU Arena,2011-01-20-albany-ny,"Thu, Jan 20, 2011",2011-01-20,22,Home,binghamton,AEC,Binghamton,,0,37,76,Win,12,10,W 2,,Reg
2011-01-26-maryland-baltimore-county,RAC Arena,2011-01-26-maryland-baltimore-county,"Wed, Jan 26, 2011",2011-01-26,23,Away,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,63,66,Win,12,11,W 3,,Reg
2011-01-29-albany-ny,SEFCU Arena,2011-01-29-albany-ny,"Sat, Jan 29, 2011",2011-01-29,24,Home,vermont,AEC,Vermont,,0,63,54,Loss,13,11,L 1,,Reg
2011-02-02-new-hampshire,Lundholm Gymnasium,2011-02-02-new-hampshire,"Wed, Feb 2, 2011",2011-02-02,25,Away,new-hampshire,AEC,New Hampshire,,1,62,59,Loss,14,11,L 2,,Reg
2011-02-05-albany-ny,SEFCU Arena,2011-02-05-albany-ny,"Sat, Feb 5, 2011",2011-02-05,26,Home,hartford,AEC,Hartford,,0,59,62,Win,14,12,W 1,,Reg
2011-02-10-boston-university,,2011-02-10-boston-university,"Thu, Feb 10, 2011",2011-02-10,27,Neutral,boston-university,AEC,Boston University,,0,63,44,Loss,15,12,L 1,,Reg
2011-02-14-albany-ny,SEFCU Arena,2011-02-14-albany-ny,"Mon, Feb 14, 2011",2011-02-14,28,Home,stony-brook,AEC,Stony Brook,,0,43,58,Win,15,13,W 1,,Reg
2011-02-20-binghamton,Events Center,2011-02-20-binghamton,"Sun, Feb 20, 2011",2011-02-20,29,Away,binghamton,AEC,Binghamton,,0,54,57,Win,15,14,W 2,,Reg
2011-02-23-albany-ny,SEFCU Arena,2011-02-23-albany-ny,"Wed, Feb 23, 2011",2011-02-23,30,Home,maryland-baltimore-county,AEC,Maryland-Baltimore County,,0,67,83,Win,15,15,W 3,,Reg
2011-02-27-maine,Alfond Arena,2011-02-27-maine,"Sun, Feb 27, 2011",2011-02-27,31,Away,maine,AEC,Maine,,1,77,81,Win,15,16,W 4,,Reg
2011-03-05-albany-ny,Chase Arena at Reich Family Pavilion,2011-03-05-albany-ny,"Sat, Mar 5, 2011",2011-03-05,32,Neutral,stony-brook,AEC,Stony Brook,,0,67,61,Loss,16,16,L 1,,Conf-Tourney
2010-11-12-texas-am,Reed Arena,2010-11-12-texas-am,"Fri, Nov 12, 2010",2010-11-12,1,Away,texas-am,Big 12,Texas A&M,,0,88,56,Loss,1,0,L 1,,Reg
2010-11-14-houston,Hofheinz Pavilion,2010-11-14-houston,"Sun, Nov 14, 2010",2010-11-14,2,Away,houston,CUSA,Houston,,0,88,68,Loss,2,0,L 2,,Reg
2010-11-17-purdue,Mackey Arena,2010-11-17-purdue,"Wed, Nov 17, 2010",2010-11-17,3,Away,purdue,Big Ten,Purdue,14,0,103,48,Loss,3,0,L 3,,Reg
2010-11-23-colorado,Coors Events/Conference Center,2010-11-23-colorado,"Tue, Nov 23, 2010",2010-11-23,4,Away,colorado,Big 12,Colorado,,0,91,51,Loss,4,0,L 4,,Reg
2010-11-24-denver,Magness Arena,2010-11-24-denver,"Wed, Nov 24, 2010",2010-11-24,5,Away,denver,Sun Belt,Denver,,0,69,51,Loss,5,0,L 5,,Reg
2010-12-01-southern-mississippi,Reed Green Coliseum,2010-12-01-southern-mississippi,"Wed, Dec 1, 2010",2010-12-01,6,Away,southern-mississippi,CUSA,Southern Mississippi,,0,100,71,Loss,6,0,L 6,,Reg
2010-12-06-kansas-state,Bramlage Coliseum,2010-12-06-kansas-state,"Mon, Dec 6, 2010",2010-12-06,7,Away,kansas-state,Big 12,Kansas State,5,0,89,55,Loss,7,0,L 7,,Reg
2010-12-08-nebraska,Bob Devaney Sports Center,2010-12-08-nebraska,"Wed, Dec 8, 2010",2010-12-08,8,Away,nebraska,Big 12,Nebraska,,0,78,57,Loss,8,0,L 8,,Reg
2010-12-21-south-alabama,Mitchell Center,2010-12-21-south-alabama,"Tue, Dec 21, 2010",2010-12-21,9,Away,south-alabama,Sun Belt,South Alabama,,0,86,76,Loss,9,0,L 9,,Reg
2010-12-30-mississippi,C.M. Tad Smith Coliseum,2010-12-30-mississippi,"Thu, Dec 30, 2010",2010-12-30,10,Away,mississippi,SEC,Mississippi,,0,100,62,Loss,10,0,L 10,,Reg
2011-01-04-alcorn-state,Davey L. Whitney Complex,2011-01-04-alcorn-state,"Tue, Jan 4, 2011",2011-01-04,11,Home,prairie-view,SWAC,Prairie View,,1,68,66,Loss,11,0,L 11,,Reg
2011-01-06-alcorn-state,Davey L. Whitney Complex,2011-01-06-alcorn-state,"Thu, Jan 6, 2011",2011-01-06,12,Home,texas-southern,SWAC,Texas Southern,,0,79,66,Loss,12,0,L 12,,Reg
2011-01-08-jackson-state,Lee E. Williams Athletics and Assembly Center,2011-01-08-jackson-state,"Sat, Jan 8, 2011",2011-01-08,13,Away,jackson-state,SWAC,Jackson State,,0,90,64,Loss,13,0,L 13,,Reg
2011-01-10-grambling,HPER Complex,2011-01-10-grambling,"Mon, Jan 10, 2011",2011-01-10,14,Away,grambling,SWAC,Grambling,,0,73,75,Win,13,1,W 1,,Reg
2011-01-15-alcorn-state,Davey L. Whitney Complex,2011-01-15-alcorn-state,"Sat, Jan 15, 2011",2011-01-15,15,Home,mississippi-valley-state,SWAC,Mississippi Valley State,,0,87,70,Loss,14,1,L 1,,Reg
2011-01-17-alcorn-state,Davey L. Whitney Complex,2011-01-17-alcorn-state,"Mon, Jan 17, 2011",2011-01-17,16,Home,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,81,74,Loss,15,1,L 2,,Reg
2011-01-22-alabama-am,Elmore Health Science Building,2011-01-22-alabama-am,"Sat, Jan 22, 2011",2011-01-22,17,Away,alabama-am,SWAC,Alabama A&M,,0,64,55,Loss,16,1,L 3,,Reg
2011-01-24-alabama-state,ASU Acadome,2011-01-24-alabama-state,"Mon, Jan 24, 2011",2011-01-24,18,Away,alabama-state,SWAC,Alabama State,,0,81,68,Loss,17,1,L 4,,Reg
2011-01-29-alcorn-state,Davey L. Whitney Complex,2011-01-29-alcorn-state,"Sat, Jan 29, 2011",2011-01-29,19,Home,southern,SWAC,Southern,,0,63,70,Win,17,2,W 1,,Reg
2011-02-05-alcorn-state,Davey L. Whitney Complex,2011-02-05-alcorn-state,"Sat, Feb 5, 2011",2011-02-05,20,Home,jackson-state,SWAC,Jackson State,,0,75,81,Win,17,3,W 2,,Reg
2011-02-07-alcorn-state,Davey L. Whitney Complex,2011-02-07-alcorn-state,"Mon, Feb 7, 2011",2011-02-07,21,Home,grambling,SWAC,Grambling,,0,61,60,Loss,18,3,L 1,,Reg
2011-02-12-mississippi-valley-state,Harrison HPER Complex,2011-02-12-mississippi-valley-state,"Sat, Feb 12, 2011",2011-02-12,22,Away,mississippi-valley-state,SWAC,Mississippi Valley State,,0,91,83,Loss,19,3,L 2,,Reg
2011-02-14-arkansas-pine-bluff,K.L. Johnson HPER Complex,2011-02-14-arkansas-pine-bluff,"Mon, Feb 14, 2011",2011-02-14,23,Away,arkansas-pine-bluff,SWAC,Arkansas-Pine Bluff,,0,72,62,Loss,20,3,L 3,,Reg
2011-02-19-alcorn-state,Davey L. Whitney Complex,2011-02-19-alcorn-state,"Sat, Feb 19, 2011",2011-02-19,24,Home,alabama-am,SWAC,Alabama A&M,,0,70,68,Loss,21,3,L 4,,Reg
2011-02-21-alcorn-state,Davey L. Whitney Complex,2011-02-21-alcorn-state,"Mon, Feb 21, 2011",2011-02-21,25,Home,alabama-state,SWAC,Alabama State,,0,62,53,Loss,22,3,L 5,,Reg
2011-02-26-southern,F. G. Clark Activity Center,2011-02-26-southern,"Sat, Feb 26, 2011",2011-02-26,26,Away,southern,SWAC,Southern,,0,74,83,Win,22,4,W 1,,Reg
2011-03-03-prairie-view,William J. Nicks Building,2011-03-03-prairie-view,"Thu, Mar 3, 2011",2011-03-03,27,Away,prairie-view,SWAC,Prairie View,,0,96,77,Loss,23,4,L 1,,Reg
2011-03-05-texas-southern,Health & Physical Education Arena,2011-03-05-texas-southern,"Sat, Mar 5, 2011",2011-03-05,28,Away,texas-southern,SWAC,Texas Southern,,0,79,68,Loss,24,4,L 2,,Reg
2010-11-12-american,Bender Arena,2010-11-12-american,"Fri, Nov 12, 2010",2010-11-12,1,Home,saint-francis-pa,NEC,Saint Francis (PA),,0,52,62,Win,0,1,W 1,,Reg
2010-11-15-albany-ny,SEFCU Arena,2010-11-15-albany-ny,"Mon, Nov 15, 2010",2010-11-15,2,Away,albany-ny,AEC,Albany (NY),,0,44,57,Win,0,2,W 2,,Reg
2010-11-17-american,Bender Arena,2010-11-17-american,"Wed, Nov 17, 2010",2010-11-17,3,Home,maryland-eastern-shore,MEAC,Maryland-Eastern Shore,,0,58,65,Win,0,3,W 3,,Reg
2010-11-20-florida-atlantic,FAU Arena,2010-11-20-florida-atlantic,"Sat, Nov 20, 2010",2010-11-20,4,Away,florida-atlantic,Sun Belt,Florida Atlantic,,0,72,82,Win,0,4,W 4,,Reg
2010-11-23-howard,Burr Gymnasium,2010-11-23-howard,"Tue, Nov 23, 2010",2010-11-23,5,Away,howard,MEAC,Howard,,0,54,66,Win,0,5,W 5,,Reg
2010-11-28-american,Bender Arena,2010-11-28-american,"Sun, Nov 28, 2010",2010-11-28,6,Home,columbia,Ivy,Columbia,,0,64,62,Loss,1,5,L 1,,Reg
2010-12-01-west-virginia,WVU Coliseum,2010-12-01-west-virginia,"Wed, Dec 1, 2010",2010-12-01,7,Away,west-virginia,Big East,West Virginia,,0,71,50,Loss,2,5,L 2,,Reg
2010-12-05-american,Bender Arena,2010-12-05-american,"Sun, Dec 5, 2010",2010-12-05,8,Neutral,florida,SEC,Florida,18,0,67,48,Loss,3,5,L 3,,Reg
