awayindex,date,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,uid
2019-02-09-12-tulsaTemple,"February 9, 2019",20.7,14,"Donald W. Reynolds Center, Tulsa, Oklahoma",TEMPLE,Temple,71.3,TULSA,Tulsa,Temple,aac,2019-02-09-12-tulsa,Home,TULSA,TEMPLE,Tulsa,Temple,0.5050761421319797,0.4796691936595451,0.5057471264367817,0.7391304347826086,2397
2019-02-26-21-memphisTemple,"February 26, 2019",20.2,18,"FedExForum, Memphis, Tennessee",TEMPLE,Temple,75.4,MEMPHIS,Memphis,Temple,aac,2019-02-26-21-memphis,Home,MEMPHIS,TEMPLE,Memphis,Temple,0.5037014188772363,0.4793002915451895,0.5071197411003237,0.7407407407407407,2398
2019-02-09-20-wichita-stateTulane,"February 9, 2019",10.2,12,"Charles Koch Arena, Wichita, Kansas",TULANE,Tulane,74.0,WICHITA-STATE,Wichita State,Tulane,aac,2019-02-09-20-wichita-state,Home,WICHITA-STATE,TULANE,Wichita State,Tulane,0.4784446322907862,0.4963768115942029,0.4958270106221548,0.19047619047619047,2399
2019-03-09-20-tulaneTulane,"March 9, 2019",18.8,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.7,WICHITA-STATE,Wichita State,Tulane,aac,2019-03-09-20-tulane,Away,WICHITA-STATE,TULANE,Wichita State,Tulane,0.4692214846107423,0.4852865255549819,0.5040783034257749,0.13793103448275862,2400
2019-01-02-18-cincinnatiTulane,"January 2, 2019",6.1,12,"Fifth Third Arena, Cincinnati, Ohio",TULANE,Tulane,68.8,CINCINNATI,Cincinnati,Tulane,aac,2019-01-02-18-cincinnati,Home,CINCINNATI,TULANE,Cincinnati,Tulane,0.5038109756097561,0.4764930114358323,0.4880478087649402,0.3333333333333333,2401
2019-01-04-19-tulaneTulane,"January 4, 2019",13.2,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,72.7,SOUTHERN-METHODIST,SMU,Tulane,aac,2019-01-04-19-tulane,Away,SOUTHERN-METHODIST,TULANE,Southern Methodist,Tulane,0.4992987377279102,0.4728132387706856,0.4932926829268293,0.3076923076923077,2402
2019-01-26-18-southern-methodistTulane,"January 26, 2019",11.2,12,"Moody Coliseum, Dallas, Texas",TULANE,Tulane,72.2,SOUTHERN-METHODIST,SMU,Tulane,aac,2019-01-26-18-southern-methodist,Home,SOUTHERN-METHODIST,TULANE,Southern Methodist,Tulane,0.4776119402985074,0.4890016920473773,0.4960491659350307,0.2222222222222222,2403
2019-01-23-20-tulaneTulane,"January 23, 2019",22.8,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,74.2,CENTRAL-FLORIDA,UCF,Tulane,aac,2019-01-23-20-tulane,Away,CENTRAL-FLORIDA,TULANE,Central Florida,Tulane,0.4842271293375394,0.4883093525179856,0.4962546816479401,0.2352941176470588,2404
2018-11-21-17-tulaneTulane,"November 21, 2018",18.0,2,"Germain Arena, Estero, Florida",TULANE,Tulane,71.6,LOUISIANA-LAFAYETTE,Louisiana,Tulane,sun-belt,2018-11-21-17-tulane,Away,LOUISIANA-LAFAYETTE,TULANE,Louisiana,Tulane,0.4892241379310345,0.462406015037594,0.5123456790123457,0.5,2405
2018-11-28-13-tulaneTulane,"November 28, 2018",19.1,2,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,71.8,GEORGIA-STATE,Georgia State,Tulane,sun-belt,2018-11-28-13-tulane,Away,GEORGIA-STATE,TULANE,Georgia State,Tulane,0.46875,0.4707602339181287,0.4854838709677419,0.4,2406
2019-02-17-14-tulaneTulane,"February 17, 2019",16.1,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,72.0,HOUSTON,Houston,Tulane,aac,2019-02-17-14-tulane,Away,HOUSTON,TULANE,Houston,Tulane,0.4709302325581395,0.4920844327176781,0.4965397923875433,0.17391304347826084,2407
2018-11-11-19-tulaneTulane,"November 11, 2018",21.4,0,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,75.9,FLORIDA-STATE,Florida State,Tulane,aac,2018-11-11-19-tulane,Away,FLORIDA-STATE,TULANE,Florida State,Tulane,,,,,2408
2019-02-02-18-tulaneTulane,"February 2, 2019",16.3,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,72.3,TEMPLE,Temple,Tulane,aac,2019-02-02-18-tulane,Away,TEMPLE,TULANE,Temple,Tulane,0.4807347670250896,0.4965727341964966,0.4960411718131433,0.2,2409
2019-03-03-14-templeTulane,"March 3, 2019",8.7,21,"Liacouras Center, Philadelphia, Pennsylvania",TULANE,Tulane,73.7,TEMPLE,Temple,Tulane,aac,2019-03-03-14-temple,Home,TEMPLE,TULANE,Temple,Tulane,0.4690352020860496,0.4839246119733925,0.5017523364485982,0.14814814814814814,2410
2018-12-22-12-alabama-amTulane,"December 22, 2018",15.0,1,"Boardwalk Hall, Atlantic City, New Jersey",TULANE,Tulane,70.2,ALABAMA-AM,Alabama A&M,Tulane,aac,2018-12-22-12-alabama-am,Home,ALABAMA-AM,TULANE,Alabama A&M,Tulane,0.511744966442953,0.473314606741573,0.4876811594202898,0.3636363636363637,2411
2018-11-20-17-california-irvineTulane,"November 20, 2018",14.0,6,"Germain Arena, Estero, Florida",TULANE,Tulane,68.5,CALIFORNIA-IRVINE,UC-Irvine,Tulane,aac,2018-11-20-17-california-irvine,Home,CALIFORNIA-IRVINE,TULANE,UC Irvine,Tulane,0.5289017341040463,0.4591836734693878,0.5213903743315508,0.6666666666666666,2412
2019-01-31-19-east-carolinaTulane,"January 31, 2019",9.0,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",TULANE,Tulane,70.6,EAST-CAROLINA,East Carolina,Tulane,aac,2019-01-31-19-east-carolina,Home,EAST-CAROLINA,TULANE,East Carolina,Tulane,0.4802073515551367,0.4907778668805132,0.4991666666666666,0.21052631578947367,2413
2019-02-23-20-tulaneTulane,"February 23, 2019",23.9,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.3,EAST-CAROLINA,East Carolina,Tulane,aac,2019-02-23-20-tulane,Away,EAST-CAROLINA,TULANE,East Carolina,Tulane,0.4643613267466479,0.4820359281437126,0.5018785222291797,0.16,2414
2019-01-09-19-south-floridaTulane,"January 9, 2019",19.2,12,"Sun Dome, Tampa, Florida",TULANE,Tulane,73.5,SOUTH-FLORIDA,South Florida,Tulane,aac,2019-01-09-19-south-florida,Home,SOUTH-FLORIDA,TULANE,South Florida,Tulane,0.4903474903474904,0.4776444929116685,0.4909090909090909,0.2857142857142857,2415
2019-03-06-20-tulaneTulane,"March 6, 2019",18.1,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,71.2,SOUTH-FLORIDA,South Florida,Tulane,aac,2019-03-06-20-tulane,Away,SOUTH-FLORIDA,TULANE,South Florida,Tulane,0.4678727386150967,0.4874933475252794,0.5025280898876404,0.14285714285714285,2416
2018-12-08-16-south-alabamaTulane,"December 8, 2018",13.3,5,"Mitchell Center, Mobile, Alabama",TULANE,Tulane,66.8,SOUTH-ALABAMA,South Alabama,Tulane,sun-belt,2018-12-08-16-south-alabama,Home,SOUTH-ALABAMA,TULANE,South Alabama,Tulane,0.5088888888888888,0.4876190476190476,0.4812252964426877,0.375,2417
2018-12-01-16-tulaneTulane,"December 1, 2018",23.4,2,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,70.2,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Tulane,southland,2018-12-01-16-tulane,Away,SOUTHEASTERN-LOUISIANA,TULANE,Southeastern Louisiana,Tulane,0.4855491329479769,0.4696969696969697,0.4986413043478261,0.3333333333333333,2418
2018-12-21-17-tulaneTulane,"December 21, 2018",16.8,4,"Boardwalk Hall, Atlantic City, New Jersey",TULANE,Tulane,66.1,TOWSON,Towson,Tulane,colonial,2018-12-21-17-tulane,Away,TOWSON,TULANE,Towson,Tulane,0.5173041894353371,0.4876923076923077,0.4873015873015873,0.4,2419
2019-02-14-19-tulaneTulane,"February 14, 2019",14.0,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,73.2,TULSA,Tulsa,Tulane,aac,2019-02-14-19-tulane,Away,TULSA,TULANE,Tulsa,Tulane,0.4772727272727273,0.4954954954954955,0.4967438494934877,0.18181818181818185,2420
2019-02-28-21-tulsaTulane,"February 28, 2019",18.4,17,"Donald W. Reynolds Center, Tulsa, Oklahoma",TULANE,Tulane,69.9,TULSA,Tulsa,Tulane,aac,2019-02-28-21-tulsa,Home,TULSA,TULANE,Tulsa,Tulane,0.4684103260869565,0.4844470046082949,0.5006027727546715,0.15384615384615385,2421
2019-01-19-14-connecticutTulane,"January 19, 2019",9.7,11,"Harry A. Gampel Pavilion, Storrs, Connecticut",TULANE,Tulane,76.3,CONNECTICUT,UConn,Tulane,aac,2019-01-19-14-connecticut,Home,CONNECTICUT,TULANE,Connecticut,Tulane,0.4820224719101124,0.4881065651760229,0.4909729187562688,0.25,2422
2019-01-13-18-tulaneTulane,"January 13, 2019",12.0,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.9,MEMPHIS,Memphis,Tulane,aac,2019-01-13-18-tulane,Away,MEMPHIS,TULANE,Memphis,Tulane,0.4878197320341047,0.4820512820512821,0.4903536977491961,0.26666666666666666,2423
2019-02-20-19-memphisTulane,"February 20, 2019",11.0,16,"FedExForum, Memphis, Tennessee",TULANE,Tulane,83.5,MEMPHIS,Memphis,Tulane,aac,2019-02-20-19-memphis,Home,MEMPHIS,TULANE,Memphis,Tulane,0.4665676077265973,0.4867424242424242,0.4993412384716733,0.16666666666666666,2424
2019-03-14-15-memphisTulane,"March 14, 2019",18.1,20,"FedExForum, Memphis, Tennessee",TULANE,Tulane,75.3,MEMPHIS,Memphis,Tulane,aac,2019-03-14-15-memphis,Home,MEMPHIS,TULANE,Memphis,Tulane,0.4722870478413069,0.4846964375313598,0.5039452919516044,0.13333333333333333,2425
2019-01-16-22-wichita-stateCentral Florida,"January 16, 2019",15.5,8,"Charles Koch Arena, Wichita, Kansas",CENTRAL-FLORIDA,UCF,65.5,WICHITA-STATE,Wichita State,Central Florida,aac,2019-01-16-22-wichita-state,Home,WICHITA-STATE,CENTRAL-FLORIDA,Wichita State,Central Florida,0.549375,0.5369406867845994,0.4421168687982359,0.8666666666666667,2426
2019-02-21-19-cincinnatiCentral Florida,"February 21, 2019",18.5,22,"Fifth Third Arena, Cincinnati, Ohio",CENTRAL-FLORIDA,UCF,60.0,CINCINNATI,Cincinnati,Central Florida,aac,2019-02-21-19-cincinnati,Home,CINCINNATI,CENTRAL-FLORIDA,Cincinnati,Central Florida,0.5307872174590803,0.5175380542686963,0.4565984474241355,0.7916666666666666,2427
2019-02-07-19-central-floridaCentral Florida,"February 7, 2019",14.3,16,"CFE Arena, Orlando, Florida",CENTRAL-FLORIDA,UCF,72.1,HOUSTON,Houston,Central Florida,aac,2019-02-07-19-central-florida,Away,HOUSTON,CENTRAL-FLORIDA,Houston,Central Florida,0.5301764159702879,0.5177865612648221,0.4525021204410518,0.8,2428
2019-03-24-17-dukeCentral Florida,"March 24, 2019",10.0,31,"The Colonial Life Arena, Columbia, South Carolina",CENTRAL-FLORIDA,UCF,67.6,DUKE,Duke,Central Florida,aac,2019-03-24-17-duke,Home,DUKE,CENTRAL-FLORIDA,Duke,Central Florida,0.5283791691047396,0.5252121817274089,0.4518973810796366,0.75,2429
2019-03-09-16-templeCentral Florida,"March 9, 2019",15.3,23,"Liacouras Center, Philadelphia, Pennsylvania",CENTRAL-FLORIDA,UCF,69.1,TEMPLE,Temple,Central Florida,aac,2019-03-09-16-temple,Home,TEMPLE,CENTRAL-FLORIDA,Temple,Central Florida,0.533678756476684,0.5236784140969163,0.4514991181657848,0.7931034482758621,2430
2018-12-02-15-missouriCentral Florida,"December 2, 2018",12.8,4,"Mizzou Arena, Columbia, Missouri",CENTRAL-FLORIDA,UCF,53.4,MISSOURI,Missouri,Central Florida,sec,2018-12-02-15-missouri,Home,MISSOURI,CENTRAL-FLORIDA,Missouri,Central Florida,0.5391644908616188,0.5364806866952789,0.4354460093896714,0.8571428571428571,2431
2018-11-11-15-central-floridaCentral Florida,"November 11, 2018",15.1,1,"CFE Arena, Orlando, Florida",CENTRAL-FLORIDA,UCF,72.5,FLORIDA-ATLANTIC,Florida Atlantic,Central Florida,aac,2018-11-11-15-central-florida,Away,FLORIDA-ATLANTIC,CENTRAL-FLORIDA,Florida Atlantic,Central Florida,0.5,0.5569620253164557,0.4420289855072464,1.0,2432
2019-01-27-16-memphisCentral Florida,"January 27, 2019",18.4,13,"FedExForum, Memphis, Tennessee",CENTRAL-FLORIDA,UCF,70.7,MEMPHIS,Memphis,Central Florida,aac,2019-01-27-16-memphis,Home,MEMPHIS,CENTRAL-FLORIDA,Memphis,Central Florida,0.5359342915811088,0.5265448215839861,0.4452830188679245,0.8333333333333334,2433
2019-03-15-14-central-floridaCentral Florida,"March 15, 2019",20.7,23,"FedExForum, Memphis, Tennessee",CENTRAL-FLORIDA,UCF,70.4,MEMPHIS,Memphis,Central Florida,aac,2019-03-15-14-central-florida,Away,MEMPHIS,CENTRAL-FLORIDA,Memphis,Central Florida,0.5306441525953721,0.5267379679144385,0.4526525955504849,0.7666666666666667,2434
2019-02-06-19-east-carolinaEast Carolina,"February 6, 2019",12.0,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,61.1,WICHITA-STATE,Wichita State,East Carolina,aac,2019-02-06-19-east-carolina,Away,WICHITA-STATE,EAST-CAROLINA,Wichita State,East Carolina,0.4603960396039604,0.4899856938483548,0.4887312186978297,0.42857142857142855,2435
2019-03-05-21-wichita-stateEast Carolina,"March 5, 2019",8.7,16,"Charles Koch Arena, Wichita, Kansas",EAST-CAROLINA,East Carolina,69.3,WICHITA-STATE,Wichita State,East Carolina,aac,2019-03-05-21-wichita-state,Home,WICHITA-STATE,EAST-CAROLINA,Wichita State,East Carolina,0.4619164619164619,0.4761643835616438,0.5110899873257287,0.35714285714285715,2436
2019-03-14-22-wichita-stateEast Carolina,"March 14, 2019",9.7,18,"FedExForum, Memphis, Tennessee",EAST-CAROLINA,East Carolina,66.7,WICHITA-STATE,Wichita State,East Carolina,aac,2019-03-14-22-wichita-state,Home,WICHITA-STATE,EAST-CAROLINA,Wichita State,East Carolina,0.4623563218390805,0.4745501285347044,0.5133136094674556,0.3333333333333333,2437
2018-11-24-17-east-carolinaEast Carolina,"November 24, 2018",19.6,4,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,59.8,HIGH-POINT,High Point,East Carolina,big-south,2018-11-24-17-east-carolina,Away,HIGH-POINT,EAST-CAROLINA,High Point,East Carolina,0.4811594202898551,0.542654028436019,0.43036211699164345,0.6666666666666666,2438
2019-01-02-20-southern-methodistEast Carolina,"January 2, 2019",17.7,9,"Moody Coliseum, Dallas, Texas",EAST-CAROLINA,East Carolina,72.4,SOUTHERN-METHODIST,SMU,East Carolina,aac,2019-01-02-20-southern-methodist,Home,SOUTHERN-METHODIST,EAST-CAROLINA,Southern Methodist,East Carolina,0.4817784256559767,0.5317559153175592,0.4500734214390602,0.5833333333333334,2439
2019-01-13-16-central-floridaEast Carolina,"January 13, 2019",12.6,13,"CFE Arena, Orlando, Florida",EAST-CAROLINA,East Carolina,74.9,CENTRAL-FLORIDA,UCF,East Carolina,aac,2019-01-13-16-central-florida,Home,CENTRAL-FLORIDA,EAST-CAROLINA,Central Florida,East Carolina,0.4767171129220023,0.5180360721442886,0.4677985948477752,0.5333333333333333,2440
2019-01-23-20-houstonEast Carolina,"January 23, 2019",15.3,19,"Hofheinz Pavilion, Houston, Texas",EAST-CAROLINA,East Carolina,69.8,HOUSTON,Houston,East Carolina,aac,2019-01-23-20-houston,Home,HOUSTON,EAST-CAROLINA,Houston,East Carolina,0.4759467758444217,0.51363236587511,0.4747162022703818,0.4705882352941176,2441
2019-02-27-19-east-carolinaEast Carolina,"February 27, 2019",22.1,10,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,74.2,HOUSTON,Houston,East Carolina,aac,2019-02-27-19-east-carolina,Away,HOUSTON,EAST-CAROLINA,Houston,East Carolina,0.45731303772336207,0.4811156304474143,0.4965893587994543,0.38461538461538464,2442
2018-11-16-19-georgia-techEast Carolina,"November 16, 2018",22.0,2,"McCamish Pavilion, Atlanta, Georgia",EAST-CAROLINA,East Carolina,77.0,GEORGIA-TECH,Georgia Tech,East Carolina,acc,2018-11-16-19-georgia-tech,Home,GEORGIA-TECH,EAST-CAROLINA,Georgia Tech,East Carolina,0.5143678160919539,0.5074626865671642,0.453757225433526,0.6666666666666666,2443
2019-01-16-19-east-carolinaEast Carolina,"January 16, 2019",16.7,8,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,76.2,TEMPLE,Temple,East Carolina,aac,2019-01-16-19-east-carolina,Away,TEMPLE,EAST-CAROLINA,Temple,East Carolina,0.4743729552889858,0.5134883720930232,0.4676535087719298,0.5,2444
2018-11-27-19-north-carolina-wilmingtonEast Carolina,"November 27, 2018",14.6,4,"Trask Coliseum, Wilmington, North Carolina",EAST-CAROLINA,East Carolina,79.5,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,East Carolina,colonial,2018-11-27-19-north-carolina-wilmington,Home,NORTH-CAROLINA-WILMINGTON,EAST-CAROLINA,UNC Wilmington,East Carolina,0.4806701030927835,0.5285412262156448,0.4290953545232274,0.5714285714285714,2445
2018-11-09-19-east-carolinaEast Carolina,"November 9, 2018",26.1,1,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,82.0,JAMES-MADISON,James Madison,East Carolina,colonial,2018-11-09-19-east-carolina,Away,JAMES-MADISON,EAST-CAROLINA,James Madison,East Carolina,0.4918032786885246,0.581081081081081,0.412280701754386,1.0,2446
2019-01-26-16-east-carolinaEast Carolina,"January 26, 2019",21.0,8,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,65.8,SOUTH-FLORIDA,South Florida,East Carolina,aac,2019-01-26-16-east-carolina,Away,SOUTH-FLORIDA,EAST-CAROLINA,South Florida,East Carolina,0.4677574590952839,0.5037406483790524,0.4848780487804878,0.4444444444444444,2447
2019-02-10-17-south-floridaEast Carolina,"February 10, 2019",22.7,17,"Sun Dome, Tampa, Florida",EAST-CAROLINA,East Carolina,61.2,SOUTH-FLORIDA,South Florida,East Carolina,aac,2019-02-10-17-south-florida,Home,SOUTH-FLORIDA,EAST-CAROLINA,South Florida,East Carolina,0.4572784810126582,0.4843110504774898,0.4872408293460925,0.4090909090909091,2448
2019-02-17-14-east-carolinaEast Carolina,"February 17, 2019",14.6,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,71.3,TULSA,Tulsa,East Carolina,aac,2019-02-17-14-east-carolina,Away,TULSA,EAST-CAROLINA,Tulsa,East Carolina,0.4580318379160637,0.4794952681388013,0.4922451994091581,0.375,2449
2019-03-03-16-tulsaEast Carolina,"March 3, 2019",15.7,18,"Donald W. Reynolds Center, Tulsa, Oklahoma",EAST-CAROLINA,East Carolina,69.6,TULSA,Tulsa,East Carolina,aac,2019-03-03-16-tulsa,Home,TULSA,EAST-CAROLINA,Tulsa,East Carolina,0.4598844672657253,0.4773499433748584,0.5049212598425197,0.3703703703703704,2450
2019-02-03-14-connecticutEast Carolina,"February 3, 2019",16.0,13,"XL Center, Hartford, Connecticut",EAST-CAROLINA,East Carolina,64.8,CONNECTICUT,UConn,East Carolina,aac,2019-02-03-14-connecticut,Home,CONNECTICUT,EAST-CAROLINA,Connecticut,East Carolina,0.4649350649350649,0.4951456310679612,0.4860262008733625,0.45,2451
2019-03-10-14-east-carolinaEast Carolina,"March 10, 2019",16.3,10,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,66.8,CONNECTICUT,UConn,East Carolina,aac,2019-03-10-14-east-carolina,Away,CONNECTICUT,EAST-CAROLINA,Connecticut,East Carolina,0.4590989922940129,0.4752370916754479,0.5082216808769793,0.3448275862068966,2452
2019-01-10-21-memphisEast Carolina,"January 10, 2019",16.6,10,"FedExForum, Memphis, Tennessee",EAST-CAROLINA,East Carolina,75.2,MEMPHIS,Memphis,East Carolina,aac,2019-01-10-21-memphis,Home,MEMPHIS,EAST-CAROLINA,Memphis,East Carolina,0.4809885931558936,0.5145317545748116,0.4619700748129676,0.5714285714285714,2453
2019-02-13-19-east-carolinaEast Carolina,"February 13, 2019",14.5,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,72.0,MEMPHIS,Memphis,East Carolina,aac,2019-02-13-19-east-carolina,Away,MEMPHIS,EAST-CAROLINA,Memphis,East Carolina,0.4594389689158454,0.4774066797642436,0.4873466257668712,0.39130434782608703,2454
2018-12-18-19-charlotteEast Carolina,"December 18, 2018",19.9,3,"Dale F. Halton Arena, Charlotte, North Carolina",EAST-CAROLINA,East Carolina,62.2,CHARLOTTE,Charlotte,East Carolina,cusa,2018-12-18-19-charlotte,Home,CHARLOTTE,EAST-CAROLINA,Charlotte,East Carolina,0.4818339100346021,0.5318518518518518,0.4530434782608696,0.6,2455
2019-02-28-19-wichita-stateConnecticut,"February 28, 2019",10.3,14,"Charles Koch Arena, Wichita, Kansas",CONNECTICUT,UConn,66.2,WICHITA-STATE,Wichita State,Connecticut,aac,2019-02-28-19-wichita-state,Home,WICHITA-STATE,CONNECTICUT,Wichita State,Connecticut,0.5115221346270467,0.5240384615384616,0.4989919354838709,0.4814814814814815,2456
2019-01-12-20-cincinnatiConnecticut,"January 12, 2019",11.6,14,"Fifth Third Arena, Cincinnati, Ohio",CONNECTICUT,UConn,64.3,CINCINNATI,Cincinnati,Connecticut,aac,2019-01-12-20-cincinnati,Home,CINCINNATI,CONNECTICUT,Cincinnati,Connecticut,0.5266393442622951,0.5168539325842697,0.487598647125141,0.625,2457
2019-02-24-14-connecticutConnecticut,"February 24, 2019",14.4,13,"Harry A. Gampel Pavilion, Storrs, Connecticut",CONNECTICUT,UConn,64.3,CINCINNATI,Cincinnati,Connecticut,aac,2019-02-24-14-connecticut,Away,CINCINNATI,CONNECTICUT,Cincinnati,Connecticut,0.5147520401757689,0.5293017456359103,0.5003484320557491,0.5,2458
2019-02-21-21-southern-methodistConnecticut,"February 21, 2019",22.3,13,"Moody Coliseum, Dallas, Texas",CONNECTICUT,UConn,67.2,SOUTHERN-METHODIST,SMU,Connecticut,aac,2019-02-21-21-southern-methodist,Home,SOUTHERN-METHODIST,CONNECTICUT,Southern Methodist,Connecticut,0.5213394615889692,0.5322896281800391,0.494949494949495,0.52,2459
2018-12-22-12-villanovaConnecticut,"December 22, 2018",24.8,9,"Madison Square Garden (IV), New York, New York",CONNECTICUT,UConn,71.0,VILLANOVA,Villanova,Connecticut,big-east,2018-12-22-12-villanova,Home,VILLANOVA,CONNECTICUT,Villanova,Connecticut,0.5423728813559322,0.5390728476821192,0.4761215629522431,0.75,2460
2018-12-02-13-connecticutConnecticut,"December 2, 2018",22.0,6,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,75.3,ARIZONA,Arizona,Connecticut,pac-12,2018-12-02-13-connecticut,Away,ARIZONA,CONNECTICUT,Arizona,Connecticut,0.5534934497816594,0.5570776255707762,0.4938574938574938,0.8571428571428571,2461
2019-01-05-12-connecticutConnecticut,"January 5, 2019",21.0,9,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,66.5,CENTRAL-FLORIDA,UCF,Connecticut,aac,2019-01-05-12-connecticut,Away,CENTRAL-FLORIDA,CONNECTICUT,Central Florida,Connecticut,0.532,0.5171232876712328,0.4904580152671756,0.6428571428571429,2462
2019-01-31-21-central-floridaConnecticut,"January 31, 2019",16.5,16,"CFE Arena, Orlando, Florida",CONNECTICUT,UConn,67.6,CENTRAL-FLORIDA,UCF,Connecticut,aac,2019-01-31-21-central-florida,Home,CENTRAL-FLORIDA,CONNECTICUT,Central Florida,Connecticut,0.5286059629331185,0.5253419147224457,0.486148346738159,0.6,2463
2019-02-14-19-connecticutConnecticut,"February 14, 2019",15.1,13,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,66.1,HOUSTON,Houston,Connecticut,aac,2019-02-14-19-connecticut,Away,HOUSTON,CONNECTICUT,Houston,Connecticut,0.5227581521739131,0.5341446923597025,0.4913663663663664,0.5416666666666666,2464
2019-03-15-12-houstonConnecticut,"March 15, 2019",7.4,30,"FedExForum, Memphis, Tennessee",CONNECTICUT,UConn,69.1,HOUSTON,Houston,Connecticut,aac,2019-03-15-12-houston,Home,HOUSTON,CONNECTICUT,Houston,Connecticut,0.5167979002624672,0.5145780051150896,0.4943566591422122,0.5,2465
2018-12-08-18-connecticutConnecticut,"December 8, 2018",20.8,7,"Prudential Center, Newark, New Jersey",CONNECTICUT,UConn,80.8,FLORIDA-STATE,Florida State,Connecticut,aac,2018-12-08-18-connecticut,Away,FLORIDA-STATE,CONNECTICUT,Florida State,Connecticut,0.5516949152542373,0.5486725663716814,0.4829545454545455,0.7777777777777778,2466
2019-02-06-18-templeConnecticut,"February 6, 2019",7.4,17,"Liacouras Center, Philadelphia, Pennsylvania",CONNECTICUT,UConn,63.6,TEMPLE,Temple,Connecticut,aac,2019-02-06-18-temple,Home,TEMPLE,CONNECTICUT,Temple,Connecticut,0.5293026706231454,0.5284552845528455,0.4823914823914824,0.5909090909090909,2467
2019-03-07-19-connecticutConnecticut,"March 7, 2019",14.4,14,"Harry A. Gampel Pavilion, Storrs, Connecticut",CONNECTICUT,UConn,68.0,TEMPLE,Temple,Connecticut,aac,2019-03-07-19-connecticut,Away,TEMPLE,CONNECTICUT,Temple,Connecticut,0.5074031890660592,0.5164345403899722,0.4900497512437811,0.4827586206896552,2468
2018-11-16-18-iowaConnecticut,"November 16, 2018",18.8,4,"Madison Square Garden (IV), New York, New York",CONNECTICUT,UConn,78.4,IOWA,Iowa,Connecticut,big-ten,2018-11-16-18-iowa,Home,IOWA,CONNECTICUT,Iowa,Connecticut,0.5887096774193549,0.5683060109289617,0.4634831460674158,1.0,2469
2019-01-02-20-south-floridaConnecticut,"January 2, 2019",21.8,11,"Sun Dome, Tampa, Florida",CONNECTICUT,UConn,75.6,SOUTH-FLORIDA,South Florida,Connecticut,aac,2019-01-02-20-south-florida,Home,SOUTH-FLORIDA,CONNECTICUT,South Florida,Connecticut,0.5377588306942753,0.5277435265104808,0.4905149051490515,0.6923076923076923,2470
2019-01-16-19-tulsaConnecticut,"January 16, 2019",13.6,12,"Donald W. Reynolds Center, Tulsa, Oklahoma",CONNECTICUT,UConn,77.6,TULSA,Tulsa,Connecticut,aac,2019-01-16-19-tulsa,Home,TULSA,CONNECTICUT,Tulsa,Connecticut,0.5256286266924565,0.5206136145733461,0.4866879659211927,0.5882352941176471,2471
2019-02-10-14-memphisConnecticut,"February 10, 2019",20.0,14,"FedExForum, Memphis, Tennessee",CONNECTICUT,UConn,72.0,MEMPHIS,Memphis,Connecticut,aac,2019-02-10-14-memphis,Home,MEMPHIS,CONNECTICUT,Memphis,Connecticut,0.5251773049645391,0.5317348377997179,0.4886363636363637,0.5652173913043478,2472
