awayindex,date,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,uid
2019-02-02-18-virginia-commonwealthGeorge Mason,"February 2, 2019",14.5,15,"Stuart Siegel Center, Richmond, Virginia",GEORGE-MASON,George Mason,74.5,VIRGINIA-COMMONWEALTH,VCU,George Mason,atlantic-10,2019-02-02-18-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,GEORGE-MASON,Virginia Commonwealth,George Mason,0.5123720136518771,0.5026697177726926,0.4833333333333333,0.6190476190476191,2473
2019-03-05-19-george-masonGeorge Mason,"March 5, 2019",26.8,16,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,69.7,VIRGINIA-COMMONWEALTH,VCU,George Mason,atlantic-10,2019-03-05-19-george-mason,Away,VIRGINIA-COMMONWEALTH,GEORGE-MASON,Virginia Commonwealth,George Mason,0.5082417582417582,0.5082508250825083,0.5060313630880579,0.5517241379310345,2474
2018-11-06-19-george-masonGeorge Mason,"November 6, 2018",20.2,0,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,74.1,PENNSYLVANIA,Penn,George Mason,atlantic-10,2018-11-06-19-george-mason,Away,PENNSYLVANIA,GEORGE-MASON,Pennsylvania,George Mason,,,,,2475
2018-11-09-19-george-masonGeorge Mason,"November 9, 2018",16.6,0,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,68.9,AMERICAN,American,George Mason,atlantic-10,2018-11-09-19-george-mason,Away,AMERICAN,GEORGE-MASON,American,George Mason,0.4833333333333333,0.5396825396825397,0.6111111111111112,0.0,2476
2018-11-13-19-georgia-southernGeorge Mason,"November 13, 2018",10.5,2,"Hanner Fieldhouse, Statesboro, Georgia",GEORGE-MASON,George Mason,82.9,GEORGIA-SOUTHERN,Georgia Southern,George Mason,atlantic-10,2018-11-13-19-georgia-southern,Home,GEORGIA-SOUTHERN,GEORGE-MASON,Georgia Southern,George Mason,0.47600000000000003,0.5395683453237411,0.5583333333333333,0.0,2477
2018-11-23-19-cincinnatiGeorge Mason,"November 23, 2018",17.3,4,"The Arena, Niceville, Florida",GEORGE-MASON,George Mason,69.6,CINCINNATI,Cincinnati,George Mason,atlantic-10,2018-11-23-19-cincinnati,Home,CINCINNATI,GEORGE-MASON,Cincinnati,George Mason,0.5263157894736842,0.5346534653465347,0.543859649122807,0.4,2478
2018-11-24-16-baylorGeorge Mason,"November 24, 2018",16.3,4,"The Arena, Niceville, Florida",GEORGE-MASON,George Mason,73.3,BAYLOR,Baylor,George Mason,atlantic-10,2018-11-24-16-baylor,Home,BAYLOR,GEORGE-MASON,Baylor,George Mason,0.5238805970149254,0.5115606936416185,0.5414201183431953,0.3333333333333333,2479
2018-12-03-19-george-masonGeorge Mason,"December 3, 2018",20.8,4,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,71.8,VERMONT,Vermont,George Mason,atlantic-10,2018-12-03-19-george-mason,Away,VERMONT,GEORGE-MASON,Vermont,George Mason,0.5328685258964143,0.4932301740812379,0.5275590551181102,0.4444444444444444,2480
2018-12-29-20-kansas-stateGeorge Mason,"December 29, 2018",14.8,10,"Bramlage Coliseum, Manhattan, Kansas",GEORGE-MASON,George Mason,61.2,KANSAS-STATE,Kansas State,George Mason,atlantic-10,2018-12-29-20-kansas-state,Home,KANSAS-STATE,GEORGE-MASON,Kansas State,George Mason,0.5252976190476191,0.4986033519553073,0.5051470588235294,0.5,2481
2019-01-09-19-george-masonGeorge Mason,"January 9, 2019",19.5,8,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,69.2,DAVIDSON,Davidson,George Mason,atlantic-10,2019-01-09-19-george-mason,Away,DAVIDSON,GEORGE-MASON,Davidson,George Mason,0.5210772833723654,0.5098468271334792,0.494661921708185,0.5333333333333333,2482
2019-02-06-19-richmondGeorge Mason,"February 6, 2019",15.4,9,"Robins Center, Richmond, Virginia",GEORGE-MASON,George Mason,69.4,RICHMOND,Richmond,George Mason,atlantic-10,2019-02-06-19-richmond,Home,RICHMOND,GEORGE-MASON,Richmond,George Mason,0.509349593495935,0.5039941902687001,0.4872509960159362,0.5909090909090909,2483
2019-02-17-14-st-bonaventureGeorge Mason,"February 17, 2019",11.9,11,"Reilly Center, St. Bonaventure, New York",GEORGE-MASON,George Mason,65.2,ST-BONAVENTURE,St. Bonaventure,George Mason,atlantic-10,2019-02-17-14-st-bonaventure,Home,ST-BONAVENTURE,GEORGE-MASON,St. Bonaventure,George Mason,0.5110872675250357,0.5070785070785071,0.5010541110330288,0.6,2484
2019-03-15-14-st-bonaventureGeorge Mason,"March 15, 2019",8.9,17,"Barclays Center, Brooklyn, New York",GEORGE-MASON,George Mason,61.9,ST-BONAVENTURE,St. Bonaventure,George Mason,atlantic-10,2019-03-15-14-st-bonaventure,Home,ST-BONAVENTURE,GEORGE-MASON,St. Bonaventure,George Mason,0.5041782729805014,0.5087368946580129,0.5019021739130435,0.5625,2485
2019-02-23-16-george-masonGeorge Mason,"February 23, 2019",15.5,15,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,65.6,DUQUESNE,Duquesne,George Mason,atlantic-10,2019-02-23-16-george-mason,Away,DUQUESNE,GEORGE-MASON,Duquesne,George Mason,0.5093103448275862,0.5052827843380981,0.5071041948579161,0.5769230769230769,2486
2019-03-02-15-saint-louisGeorge Mason,"March 2, 2019",13.9,18,"Chaifetz Arena, St. Louis, Missouri",GEORGE-MASON,George Mason,75.5,SAINT-LOUIS,Saint Louis,George Mason,atlantic-10,2019-03-02-15-saint-louis,Home,SAINT-LOUIS,GEORGE-MASON,Saint Louis,George Mason,0.5123809523809524,0.5080367393800229,0.5056532663316583,0.5714285714285714,2487
2019-02-06-19-george-washingtonGeorge Washington,"February 6, 2019",23.0,7,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,64.0,VIRGINIA-COMMONWEALTH,VCU,George Washington,atlantic-10,2019-02-06-19-george-washington,Away,VIRGINIA-COMMONWEALTH,GEORGE-WASHINGTON,Virginia Commonwealth,George Washington,0.4615062761506276,0.4760225669957687,0.5016116035455278,0.3333333333333333,2488
2019-02-23-14-virginia-commonwealthGeorge Washington,"February 23, 2019",11.3,21,"Stuart Siegel Center, Richmond, Virginia",GEORGE-WASHINGTON,George Washington,69.8,VIRGINIA-COMMONWEALTH,VCU,George Washington,atlantic-10,2019-02-23-14-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,GEORGE-WASHINGTON,Virginia Commonwealth,George Washington,0.4718945176960444,0.4697947214076246,0.5105263157894737,0.3076923076923077,2489
2018-11-11-14-virginiaGeorge Washington,"November 11, 2018",15.3,2,"John Paul Jones Arena, Charlottesville, Virginia",GEORGE-WASHINGTON,George Washington,66.6,VIRGINIA,Virginia,George Washington,atlantic-10,2018-11-11-14-virginia,Home,VIRGINIA,GEORGE-WASHINGTON,Virginia,George Washington,0.5137614678899083,0.4545454545454545,0.462406015037594,0.0,2490
2019-01-26-19-george-masonGeorge Washington,"January 26, 2019",9.5,13,"EagleBank Arena, Fairfax, Virginia",GEORGE-WASHINGTON,George Washington,70.8,GEORGE-MASON,George Mason,George Washington,atlantic-10,2019-01-26-19-george-mason,Home,GEORGE-MASON,GEORGE-WASHINGTON,George Mason,George Washington,0.4591078066914498,0.4687010954616588,0.5075757575757576,0.3157894736842105,2491
2019-03-09-14-george-washingtonGeorge Washington,"March 9, 2019",11.4,8,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,64.4,GEORGE-MASON,George Mason,George Washington,atlantic-10,2019-03-09-14-george-washington,Away,GEORGE-MASON,GEORGE-WASHINGTON,George Mason,George Washington,0.4624399038461538,0.4728839330968069,0.513405590416429,0.26666666666666666,2492
2019-03-14-14-george-masonGeorge Washington,"March 14, 2019",14.3,18,"Barclays Center, Brooklyn, New York",GEORGE-WASHINGTON,George Washington,63.7,GEORGE-MASON,George Mason,George Washington,atlantic-10,2019-03-14-14-george-mason,Home,GEORGE-MASON,GEORGE-WASHINGTON,George Mason,George Washington,0.4587542087542088,0.4744560075685904,0.5138814735718099,0.28125,2493
2018-11-28-19-george-washingtonGeorge Washington,"November 28, 2018",8.2,1,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,61.3,VERMONT,Vermont,George Washington,atlantic-10,2018-11-28-19-george-washington,Away,VERMONT,GEORGE-WASHINGTON,Vermont,George Washington,0.4719626168224299,0.4597989949748744,0.5147058823529411,0.16666666666666666,2494
2019-01-23-19-davidsonGeorge Washington,"January 23, 2019",10.0,14,"Belk Arena, Davidson, North Carolina",GEORGE-WASHINGTON,George Washington,70.0,DAVIDSON,Davidson,George Washington,atlantic-10,2019-01-23-19-davidson,Home,DAVIDSON,GEORGE-WASHINGTON,Davidson,George Washington,0.4580896686159844,0.4637561779242175,0.5046816479400749,0.3333333333333333,2495
2019-01-12-16-george-washingtonGeorge Washington,"January 12, 2019",9.6,5,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,59.0,RICHMOND,Richmond,George Washington,atlantic-10,2019-01-12-16-george-washington,Away,RICHMOND,GEORGE-WASHINGTON,Richmond,George Washington,0.4612634088200238,0.4625984251968504,0.5044742729306487,0.3333333333333333,2496
2019-02-09-18-richmondGeorge Washington,"February 9, 2019",13.2,10,"Robins Center, Richmond, Virginia",GEORGE-WASHINGTON,George Washington,64.9,RICHMOND,Richmond,George Washington,atlantic-10,2019-02-09-18-richmond,Home,RICHMOND,GEORGE-WASHINGTON,Richmond,George Washington,0.4584342211460856,0.4737196765498653,0.4996138996138996,0.3181818181818182,2497
2019-03-02-16-george-washingtonGeorge Washington,"March 2, 2019",10.4,8,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,62.7,ST-BONAVENTURE,St. Bonaventure,George Washington,atlantic-10,2019-03-02-16-george-washington,Away,ST-BONAVENTURE,GEORGE-WASHINGTON,St. Bonaventure,George Washington,0.4683053040103493,0.4718425369054128,0.5158633312995731,0.2857142857142857,2498
2019-01-20-16-george-washingtonGeorge Washington,"January 20, 2019",10.7,6,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,73.1,DUQUESNE,Duquesne,George Washington,atlantic-10,2019-01-20-16-george-washington,Away,DUQUESNE,GEORGE-WASHINGTON,Duquesne,George Washington,0.4568874868559411,0.4635645302897278,0.5024975024975025,0.35294117647058826,2499
2019-02-16-12-duquesneGeorge Washington,"February 16, 2019",5.1,17,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",GEORGE-WASHINGTON,George Washington,65.1,DUQUESNE,Duquesne,George Washington,atlantic-10,2019-02-16-12-duquesne,Home,DUQUESNE,GEORGE-WASHINGTON,Duquesne,George Washington,0.4626865671641791,0.4684343434343434,0.5110952040085899,0.2916666666666667,2500
2019-02-13-18-george-washingtonGeorge Washington,"February 13, 2019",19.7,7,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,66.6,SAINT-LOUIS,Saint Louis,George Washington,atlantic-10,2019-02-13-18-george-washington,Away,SAINT-LOUIS,GEORGE-WASHINGTON,Saint Louis,George Washington,0.4615981380915438,0.4699346405228758,0.5092729970326411,0.3043478260869565,2501
2018-11-06-19-george-washingtonGeorge Washington,"November 6, 2018",16.7,0,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,69.3,STONY-BROOK,Stony Brook,George Washington,atlantic-10,2018-11-06-19-george-washington,Away,STONY-BROOK,GEORGE-WASHINGTON,Stony Brook,George Washington,,,,,2502
2018-11-08-19-george-washingtonGeorge Washington,"November 8, 2018",10.5,0,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,60.2,SIENA,Siena,George Washington,atlantic-10,2018-11-08-19-george-washington,Away,SIENA,GEORGE-WASHINGTON,Siena,George Washington,0.5272727272727272,0.4520547945205479,0.42857142857142855,0.0,2503
2018-11-17-12-george-washingtonGeorge Washington,"November 17, 2018",14.2,0,"Mohegan Sun Arena, Uncasville, Connecticut",GEORGE-WASHINGTON,George Washington,70.0,MICHIGAN,Michigan,George Washington,atlantic-10,2018-11-17-12-george-washington,Away,MICHIGAN,GEORGE-WASHINGTON,Michigan,George Washington,0.5,0.4494949494949495,0.5079787234042553,0.0,2504
2018-11-18-16-george-washingtonGeorge Washington,"November 18, 2018",18.8,0,"Mohegan Sun Arena, Uncasville, Connecticut",GEORGE-WASHINGTON,George Washington,81.2,SOUTH-CAROLINA,South Carolina,George Washington,atlantic-10,2018-11-18-16-george-washington,Away,SOUTH-CAROLINA,GEORGE-WASHINGTON,South Carolina,George Washington,0.481651376146789,0.44943820224719105,0.536,0.0,2505
2018-12-01-16-princetonGeorge Washington,"December 1, 2018",17.7,4,"Jadwin Gymnasium, Princeton, New Jersey",GEORGE-WASHINGTON,George Washington,69.2,PRINCETON,Princeton,George Washington,atlantic-10,2018-12-01-16-princeton,Home,PRINCETON,GEORGE-WASHINGTON,Princeton,George Washington,0.4505208333333333,0.4650655021834061,0.5284360189573459,0.14285714285714285,2506
2018-12-08-16-george-washingtonGeorge Washington,"December 8, 2018",14.0,2,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,67.1,VALPARAISO,Valparaiso,George Washington,atlantic-10,2018-12-08-16-george-washington,Away,VALPARAISO,GEORGE-WASHINGTON,Valparaiso,George Washington,0.4542619542619543,0.4565972222222222,0.5275142314990512,0.2222222222222222,2507
2018-12-22-14-harvardGeorge Washington,"December 22, 2018",14.3,5,"Lavietes Pavilion, Boston, Massachusetts",GEORGE-WASHINGTON,George Washington,67.0,HARVARD,Harvard,George Washington,atlantic-10,2018-12-22-14-harvard,Home,HARVARD,GEORGE-WASHINGTON,Harvard,George Washington,0.4675,0.4596100278551532,0.5200617283950617,0.2727272727272727,2508
2019-01-09-19-george-washingtonGeorge Washington,"January 9, 2019",17.1,5,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,70.7,DAYTON,Dayton,George Washington,atlantic-10,2019-01-09-19-george-washington,Away,DAYTON,GEORGE-WASHINGTON,Dayton,George Washington,0.4619354838709677,0.4593453009503696,0.5005945303210464,0.35714285714285715,2509
2019-02-26-19-rhode-islandGeorge Washington,"February 26, 2019",9.8,13,"Ryan Center, Kingston, Rhode Island",GEORGE-WASHINGTON,George Washington,66.4,RHODE-ISLAND,Rhode Island,George Washington,atlantic-10,2019-02-26-19-rhode-island,Home,RHODE-ISLAND,GEORGE-WASHINGTON,Rhode Island,George Washington,0.4709030100334448,0.4689265536723164,0.5117088607594936,0.2962962962962963,2510
2019-03-06-19-fordhamGeorge Washington,"March 6, 2019",5.5,12,"Rose Hill Gym, Bronx, New York",GEORGE-WASHINGTON,George Washington,67.3,FORDHAM,Fordham,George Washington,atlantic-10,2019-03-06-19-fordham,Home,FORDHAM,GEORGE-WASHINGTON,Fordham,George Washington,0.46654158849280797,0.4687830687830688,0.5156342182890855,0.27586206896551724,2511
2018-11-09-19-virginia-commonwealthHampton,"November 9, 2018",19.1,2,"Stuart Siegel Center, Richmond, Virginia",HAMPTON,Hampton,79.6,VIRGINIA-COMMONWEALTH,VCU,Hampton,big-south,2018-11-09-19-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,HAMPTON,Virginia Commonwealth,Hampton,0.5679012345679012,0.6,0.3273809523809524,1.0,2512
2019-01-19-19-gardner-webbHampton,"January 19, 2019",11.6,12,"Paul Porter Arena, Boiling Springs, North Carolina",HAMPTON,Hampton,73.1,GARDNER-WEBB,Gardner-Webb,Hampton,big-south,2019-01-19-19-gardner-webb,Home,GARDNER-WEBB,HAMPTON,Gardner-Webb,Hampton,0.4922705314009662,0.5065387968613775,0.4617271835132482,0.4375,2513
2019-02-13-19-campbellHampton,"February 13, 2019",9.7,15,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",HAMPTON,Hampton,71.2,CAMPBELL,Campbell,Hampton,big-south,2019-02-13-19-campbell,Home,CAMPBELL,HAMPTON,Campbell,Hampton,0.4959595959595959,0.49630996309963105,0.4886753603294441,0.43478260869565216,2514
2019-03-07-18-campbellHampton,"March 7, 2019",6.4,20,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",HAMPTON,Hampton,69.2,CAMPBELL,Campbell,Hampton,big-south,2019-03-07-18-campbell,Home,CAMPBELL,HAMPTON,Campbell,Hampton,0.4994805194805194,0.5041003376748674,0.4956803455723542,0.5,2515
2019-02-07-19-hamptonHampton,"February 7, 2019",7.3,10,"Hampton Convocation Center, Hampton, Virginia",HAMPTON,Hampton,69.7,RADFORD,Radford,Hampton,big-south,2019-02-07-19-hampton,Away,RADFORD,HAMPTON,Radford,Hampton,0.4892273402674591,0.5063206919494344,0.4737237237237237,0.4761904761904762,2516
2019-02-09-14-winthropHampton,"February 9, 2019",18.4,16,"Winthrop Coliseum, Rock Hill, South Carolina",HAMPTON,Hampton,81.7,WINTHROP,Winthrop,Hampton,big-south,2019-02-09-14-winthrop,Home,WINTHROP,HAMPTON,Winthrop,Hampton,0.4936215450035436,0.5025673940949936,0.4827956989247312,0.4545454545454545,2517
2019-01-16-19-presbyterianHampton,"January 16, 2019",13.6,10,"Ross E.Templeton Center, Clinton, South Carolina",HAMPTON,Hampton,77.1,PRESBYTERIAN,Presbyterian,Hampton,big-south,2019-01-16-19-presbyterian,Home,PRESBYTERIAN,HAMPTON,Presbyterian,Hampton,0.4917864476386037,0.511520737327189,0.4551616266944734,0.4666666666666667,2518
2019-02-02-19-high-pointHampton,"February 2, 2019",14.5,12,"Millis Center, High Point, North Carolina",HAMPTON,Hampton,68.4,HIGH-POINT,High Point,Hampton,big-south,2019-02-02-19-high-point,Home,HIGH-POINT,HAMPTON,High Point,Hampton,0.4902419984387197,0.5138888888888888,0.4692671394799055,0.5,2519
2019-02-16-18-hamptonHampton,"February 16, 2019",13.9,10,"Hampton Convocation Center, Hampton, Virginia",HAMPTON,Hampton,76.2,HIGH-POINT,High Point,Hampton,big-south,2019-02-16-18-hampton,Away,HIGH-POINT,HAMPTON,High Point,Hampton,0.4970967741935484,0.4973325429756965,0.4927152317880794,0.4166666666666667,2520
2018-12-05-19-coastal-carolinaHampton,"December 5, 2018",15.7,5,"The HTC Center, Conway, South Carolina",HAMPTON,Hampton,68.5,COASTAL-CAROLINA,Coastal Carolina,Hampton,big-south,2018-12-05-19-coastal-carolina,Home,COASTAL-CAROLINA,HAMPTON,Coastal Carolina,Hampton,0.4805194805194805,0.5369127516778524,0.4359464627151052,0.375,2521
2018-11-20-17-loyola-mdHampton,"November 20, 2018",15.1,2,"Calihan Hall, Detroit, Michigan",HAMPTON,Hampton,79.2,LOYOLA-MD,Loyola (MD),Hampton,big-south,2018-11-20-17-loyola-md,Home,LOYOLA-MD,HAMPTON,Loyola (MD),Hampton,0.4393382352941176,0.54,0.4522900763358778,0.25,2522
2018-11-19-17-hamptonHampton,"November 19, 2018",20.0,1,"Calihan Hall, Detroit, Michigan",HAMPTON,Hampton,78.3,BOWLING-GREEN-STATE,Bowling Green State,Hampton,big-south,2018-11-19-17-hampton,Away,BOWLING-GREEN-STATE,HAMPTON,Bowling Green State,Hampton,0.4158878504672897,0.5517241379310345,0.4368421052631579,0.3333333333333333,2523
2019-04-02-19-marshallHampton,"April 2, 2019",11.0,22,"Henderson Center, Huntington, West Virginia",HAMPTON,Hampton,76.5,MARSHALL,Marshall,Hampton,big-south,2019-04-02-19-marshall,Home,MARSHALL,HAMPTON,Marshall,Hampton,0.49953725127255894,0.5085106382978724,0.4900803023145962,0.5294117647058824,2524
2018-11-13-22-californiaHampton,"November 13, 2018",13.5,1,"Haas Pavilion, Berkeley, California",HAMPTON,Hampton,74.1,CALIFORNIA,California,Hampton,big-south,2018-11-13-22-california,Home,CALIFORNIA,HAMPTON,California,Hampton,0.4580419580419579,0.5644171779141104,0.3840579710144928,0.5,2525
2018-11-29-19-norfolk-stateHampton,"November 29, 2018",14.9,4,"Echols Memorial Hall, Norfolk, Virginia",HAMPTON,Hampton,76.0,NORFOLK-STATE,Norfolk State,Hampton,big-south,2018-11-29-19-norfolk-state,Home,NORFOLK-STATE,HAMPTON,Norfolk State,Hampton,0.4566326530612245,0.5337995337995338,0.4575596816976128,0.3333333333333333,2526
2018-12-08-16-hamptonHampton,"December 8, 2018",7.4,3,"Hampton Convocation Center, Hampton, Virginia",HAMPTON,Hampton,73.5,WILLIAM-MARY,William & Mary,Hampton,big-south,2018-12-08-16-hampton,Away,WILLIAM-MARY,HAMPTON,William & Mary,Hampton,0.468954248366013,0.5295857988165681,0.4462738301559792,0.3333333333333333,2527
2018-12-29-13-saint-petersHampton,"December 29, 2018",13.3,3,"Yanitelli Center, Jersey City, New Jersey",HAMPTON,Hampton,65.4,SAINT-PETERS,St. Peter's,Hampton,big-south,2018-12-29-13-saint-peters,Home,SAINT-PETERS,HAMPTON,Saint Peter's,Hampton,0.4704030226700252,0.5196850393700787,0.4497389033942559,0.4166666666666667,2528
2018-11-24-19-virginia-commonwealthHofstra,"November 24, 2018",14.8,5,"Stuart Siegel Center, Richmond, Virginia",HOFSTRA,Hofstra,69.0,VIRGINIA-COMMONWEALTH,VCU,Hofstra,colonial,2018-11-24-19-virginia-commonwealth,Home,VIRGINIA-COMMONWEALTH,HOFSTRA,Virginia Commonwealth,Hofstra,0.5255102040816326,0.504950495049505,0.5415224913494809,0.6,2529
2018-11-11-14-marshallHofstra,"November 11, 2018",17.0,2,"Henderson Center, Huntington, West Virginia",HOFSTRA,Hofstra,74.8,MARSHALL,Marshall,Hofstra,colonial,2018-11-11-14-marshall,Home,MARSHALL,HOFSTRA,Marshall,Hofstra,0.5234375,0.5616438356164384,0.4821428571428572,1.0,2530
2019-02-02-16-northeasternHofstra,"February 2, 2019",17.0,13,"Matthews Arena, Boston, Massachusetts",HOFSTRA,Hofstra,69.7,NORTHEASTERN,Northeastern,Hofstra,colonial,2019-02-02-16-northeastern,Home,NORTHEASTERN,HOFSTRA,Northeastern,Hofstra,0.5643525741029641,0.5227272727272727,0.4984579799537394,0.8636363636363636,2531
2019-03-12-19-hofstraHofstra,"March 12, 2019",9.1,27,"North Charleston Coliseum, Charleston, South Carolina",HOFSTRA,Hofstra,67.4,NORTHEASTERN,Northeastern,Hofstra,colonial,2019-03-12-19-hofstra,Away,NORTHEASTERN,HOFSTRA,Northeastern,Hofstra,0.5673226307612635,0.5097181729834791,0.5143504531722054,0.8181818181818182,2532
2019-03-19-19-north-carolina-stateHofstra,"March 19, 2019",11.8,23,"James T. Valvano Arena, Raleigh, North Carolina",HOFSTRA,Hofstra,75.3,NORTH-CAROLINA-STATE,NC State,Hofstra,colonial,2019-03-19-19-north-carolina-state,Home,NORTH-CAROLINA-STATE,HOFSTRA,NC State,Hofstra,0.5635678391959799,0.5103675777568332,0.5174190382728164,0.7941176470588235,2533
