awayindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-02-01-20-western-illinoisWestern Illinois,2020-02-01-20-western-illinois,"February 1, 2020","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,SOUTH-DAKOTA-STATE,South Dakota State,Western Illinois,SOUTH-DAKOTA-STATE,WESTERN-ILLINOIS,South Dakota State,Western Illinois,2020-02-01-20-western-illinoisSouth Dakota State,2020-02-01-20-western-illinoisWestern Illinois,,,,,0.4955357142857143,0.4717557251908397,0.5344974446337308,0.2631578947368421
2019-11-30-20-missouri-kansas-cityWestern Illinois,2019-11-30-20-missouri-kansas-city,"November 30, 2019","Swinney Recreation Center, Kansas City, Missouri",WESTERN-ILLINOIS,Western Illinois,Home,MISSOURI-KANSAS-CITY,UMKC,Western Illinois,MISSOURI-KANSAS-CITY,WESTERN-ILLINOIS,Kansas City,Western Illinois,2019-11-30-20-missouri-kansas-cityKansas City,2019-11-30-20-missouri-kansas-cityWestern Illinois,,,,,0.5172413793103449,0.4754098360655738,0.5370370370370371,0.3333333333333333
2020-02-29-15-denverWestern Illinois,2020-02-29-15-denver,"February 29, 2020","Magness Arena, Denver, Colorado",WESTERN-ILLINOIS,Western Illinois,Home,DENVER,Denver,Western Illinois,DENVER,WESTERN-ILLINOIS,Denver,Western Illinois,2020-02-29-15-denverDenver,2020-02-29-15-denverWestern Illinois,,,,,0.4956386292834891,0.4712918660287082,0.5474476439790575,0.2
2020-01-16-20-western-illinoisWestern Illinois,2020-01-16-20-western-illinois,"January 16, 2020","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,ORAL-ROBERTS,Oral Roberts,Western Illinois,ORAL-ROBERTS,WESTERN-ILLINOIS,Oral Roberts,Western Illinois,2020-01-16-20-western-illinoisOral Roberts,2020-01-16-20-western-illinoisWestern Illinois,,,,,0.5005117707267144,0.4708133971291866,0.5373134328358209,0.3333333333333333
2020-02-27-20-oral-robertsWestern Illinois,2020-02-27-20-oral-roberts,"February 27, 2020","Mabee Center, Tulsa, Oklahoma",WESTERN-ILLINOIS,Western Illinois,Home,ORAL-ROBERTS,Oral Roberts,Western Illinois,ORAL-ROBERTS,WESTERN-ILLINOIS,Oral Roberts,Western Illinois,2020-02-27-20-oral-robertsOral Roberts,2020-02-27-20-oral-robertsWestern Illinois,,,,,0.4964239271781534,0.4738805970149254,0.5377229080932785,0.2083333333333333
2019-11-05-19-indianaWestern Illinois,2019-11-05-19-indiana,"November 5, 2019","Assembly Hall, Bloomington, Indiana",WESTERN-ILLINOIS,Western Illinois,Home,INDIANA,Indiana,Western Illinois,INDIANA,WESTERN-ILLINOIS,Indiana,Western Illinois,2019-11-05-19-indianaIndiana,2019-11-05-19-indianaWestern Illinois,,,,,,,,
2020-01-25-20-north-dakotaWestern Illinois,2020-01-25-20-north-dakota,"January 25, 2020","Betty Engelstad Sioux Center , Grand Forks, North Dakota",WESTERN-ILLINOIS,Western Illinois,Home,NORTH-DAKOTA,North Dakota,Western Illinois,NORTH-DAKOTA,WESTERN-ILLINOIS,North Dakota,Western Illinois,2020-01-25-20-north-dakotaNorth Dakota,2020-01-25-20-north-dakotaWestern Illinois,,,,,0.5013562386980108,0.477891156462585,0.5389671361502347,0.29411764705882354
2020-02-15-20-western-illinoisWestern Illinois,2020-02-15-20-western-illinois,"February 15, 2020","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,NORTH-DAKOTA,North Dakota,Western Illinois,NORTH-DAKOTA,WESTERN-ILLINOIS,North Dakota,Western Illinois,2020-02-15-20-western-illinoisNorth Dakota,2020-02-15-20-western-illinoisWestern Illinois,,,,,0.4946428571428572,0.4700680272108844,0.5398496240601504,0.2272727272727273
2020-01-08-20-western-illinoisWestern Illinois,2020-01-08-20-western-illinois,"January 8, 2020","Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,Away,IPFW,Purdue-Fort Wayne,Western Illinois,IPFW,WESTERN-ILLINOIS,Purdue-Fort Wayne,Western Illinois,2020-01-08-20-western-illinoisPurdue-Fort Wayne,2020-01-08-20-western-illinoisWestern Illinois,,,,,0.4964705882352941,0.4775465498357064,0.5362853628536285,0.3076923076923077
2020-02-05-19-ipfwWestern Illinois,2020-02-05-19-ipfw,"February 5, 2020","Allen County War Memorial Coliseum, Fort Wayne, Indiana",WESTERN-ILLINOIS,Western Illinois,Home,IPFW,Purdue-Fort Wayne,Western Illinois,IPFW,WESTERN-ILLINOIS,Purdue-Fort Wayne,Western Illinois,2020-02-05-19-ipfwPurdue-Fort Wayne,2020-02-05-19-ipfwWestern Illinois,,,,,0.492289899768697,0.4678362573099415,0.5371732026143791,0.25
2019-11-13-20-kansas-stateMonmouth,2019-11-13-20-kansas-state,"November 13, 2019","Bramlage Coliseum, Manhattan, Kansas",MONMOUTH,Monmouth,Home,KANSAS-STATE,Kansas State,Monmouth,KANSAS-STATE,MONMOUTH,Kansas State,Monmouth,2019-11-13-20-kansas-stateKansas State,2019-11-13-20-kansas-stateMonmouth,,,,,0.4586466165413534,0.5,0.5394736842105263,0.5
2020-01-12-14-quinnipiacMonmouth,2020-01-12-14-quinnipiac,"January 12, 2020","TD Bank Sports Center, Hamden, Connecticut",MONMOUTH,Monmouth,Home,QUINNIPIAC,Quinnipiac,Monmouth,QUINNIPIAC,MONMOUTH,Quinnipiac,Monmouth,2020-01-12-14-quinnipiacQuinnipiac,2020-01-12-14-quinnipiacMonmouth,,,,,0.4733250620347394,0.4654017857142857,0.4881889763779528,0.5714285714285714
2020-01-03-19-sienaMonmouth,2020-01-03-19-siena,"January 3, 2020","Times Union Center , Albany, New York",MONMOUTH,Monmouth,Home,SIENA,Siena,Monmouth,SIENA,MONMOUTH,Siena,Monmouth,2020-01-03-19-sienaSiena,2020-01-03-19-sienaMonmouth,,,,,0.4650238473767885,0.4628571428571429,0.4925742574257426,0.5454545454545454
2020-03-06-19-monmouthMonmouth,2020-03-06-19-monmouth,"March 6, 2020","Multipurpose Activity Center, West Long Branch, New Jersey",MONMOUTH,Monmouth,Away,SIENA,Siena,Monmouth,SIENA,MONMOUTH,Siena,Monmouth,2020-03-06-19-monmouthSiena,2020-03-06-19-monmouthMonmouth,,,,,0.47292724196277497,0.4745335350479072,0.48996350364963503,0.6
2019-11-18-19-pittsburghMonmouth,2019-11-18-19-pittsburgh,"November 18, 2019","Petersen Events Center, Pittsburgh, Pennsylvania",MONMOUTH,Monmouth,Home,PITTSBURGH,Pitt,Monmouth,PITTSBURGH,MONMOUTH,Pittsburgh,Monmouth,2019-11-18-19-pittsburghPittsburgh,2019-11-18-19-pittsburghMonmouth,,,,,0.42738589211618255,0.4671814671814672,0.565677966101695,0.25
2019-11-15-20-kansasMonmouth,2019-11-15-20-kansas,"November 15, 2019","Allen Fieldhouse, Lawrence, Kansas",MONMOUTH,Monmouth,Home,KANSAS,Kansas,Monmouth,KANSAS,MONMOUTH,Kansas,Monmouth,2019-11-15-20-kansasKansas,2019-11-15-20-kansasMonmouth,,,,,0.4585635359116022,0.4921465968586388,0.5264705882352941,0.3333333333333333
2019-11-23-20-monmouthMonmouth,2019-11-23-20-monmouth,"November 23, 2019","HP Field House, Orlando, Florida",MONMOUTH,Monmouth,Away,STETSON,Stetson,Monmouth,STETSON,MONMOUTH,Stetson,Monmouth,2019-11-23-20-monmouthStetson,2019-11-23-20-monmouthMonmouth,,,,,0.4393063583815029,0.46842105263157896,0.5030211480362538,0.3333333333333333
2020-02-28-21-riderMonmouth,2020-02-28-21-rider,"February 28, 2020","Alumni Gymnasium, Lawrenceville, New Jersey",MONMOUTH,Monmouth,Home,RIDER,Rider,Monmouth,RIDER,MONMOUTH,Rider,Monmouth,2020-02-28-21-riderRider,2020-02-28-21-riderMonmouth,,,,,0.47080745341614905,0.4725643896976484,0.4976541554959786,0.5925925925925926
2019-11-09-16-hofstraMonmouth,2019-11-09-16-hofstra,"November 9, 2019","Mack Sports Complex, Hempstead, New York",MONMOUTH,Monmouth,Home,HOFSTRA,Hofstra,Monmouth,HOFSTRA,MONMOUTH,Hofstra,Monmouth,2019-11-09-16-hofstraHofstra,2019-11-09-16-hofstraMonmouth,,,,,0.4745762711864407,0.5,0.4745762711864407,1.0
2020-02-04-19-fairfieldMonmouth,2020-02-04-19-fairfield,"February 4, 2020","Webster Bank Arena, Bridgeport, Connecticut",MONMOUTH,Monmouth,Home,FAIRFIELD,Fairfield,Monmouth,FAIRFIELD,MONMOUTH,Fairfield,Monmouth,2020-02-04-19-fairfieldFairfield,2020-02-04-19-fairfieldMonmouth,,,,,0.4745351657235247,0.4738372093023256,0.4961439588688946,0.6190476190476191
2020-02-16-13-niagaraMonmouth,2020-02-16-13-niagara,"February 16, 2020","Gallagher Center, Niagara University, New York",MONMOUTH,Monmouth,Home,NIAGARA,Niagara,Monmouth,NIAGARA,MONMOUTH,Niagara,Monmouth,2020-02-16-13-niagaraNiagara,2020-02-16-13-niagaraMonmouth,,,,,0.4696541990119972,0.4711842938568714,0.493609022556391,0.5833333333333334
2020-01-29-19-saint-petersMonmouth,2020-01-29-19-saint-peters,"January 29, 2020","Yanitelli Center, Jersey City, New Jersey",MONMOUTH,Monmouth,Home,SAINT-PETERS,St. Peter's,Monmouth,SAINT-PETERS,MONMOUTH,Saint Peter's,Monmouth,2020-01-29-19-saint-petersSaint Peter's,2020-01-29-19-saint-petersMonmouth,,,,,0.4752697841726618,0.4722445695897024,0.4938505203405866,0.631578947368421
2020-02-09-14-monmouthMonmouth,2020-02-09-14-monmouth,"February 9, 2020","Multipurpose Activity Center, West Long Branch, New Jersey",MONMOUTH,Monmouth,Away,SAINT-PETERS,St. Peter's,Monmouth,SAINT-PETERS,MONMOUTH,Saint Peter's,Monmouth,2020-02-09-14-monmouthSaint Peter's,2020-02-09-14-monmouthMonmouth,,,,,0.4674079754601227,0.4709944751381216,0.4946369636963696,0.5909090909090909
2020-01-25-16-austin-peayBelmont,2020-01-25-16-austin-peay,"January 25, 2020","Winfield Dunn Center, Clarksville, Tennessee",BELMONT,Belmont,Home,AUSTIN-PEAY,Austin Peay,Belmont,AUSTIN-PEAY,BELMONT,Austin Peay,Belmont,2020-01-25-16-austin-peayAustin Peay,2020-01-25-16-austin-peayBelmont,,,,,0.5555984555984556,0.522711390635919,0.4553712480252765,0.7
2019-12-21-15-alabamaBelmont,2019-12-21-15-alabama,"December 21, 2019","Von Braun Center, Hunstville, Alabama",BELMONT,Belmont,Home,ALABAMA,Alabama,Belmont,ALABAMA,BELMONT,Alabama,Belmont,2019-12-21-15-alabamaAlabama,2019-12-21-15-alabamaBelmont,,,,,0.5697012802275961,0.5167958656330749,0.44964028776978415,0.7272727272727273
2020-01-23-19-murray-stateBelmont,2020-01-23-19-murray-state,"January 23, 2020","CFSB Center, Murray, Kentucky",BELMONT,Belmont,Home,MURRAY-STATE,Murray State,Belmont,MURRAY-STATE,BELMONT,Murray State,Belmont,2020-01-23-19-murray-stateMurray State,2020-01-23-19-murray-stateBelmont,,,,,0.5560519902518278,0.5275128393250184,0.4499172185430464,0.7368421052631579
2019-11-06-20-illinois-stateBelmont,2019-11-06-20-illinois-state,"November 6, 2019","Redbird Arena, Normal, Illinois",BELMONT,Belmont,Home,ILLINOIS-STATE,Illinois State,Belmont,ILLINOIS-STATE,BELMONT,Illinois State,Belmont,2019-11-06-20-illinois-stateIllinois State,2019-11-06-20-illinois-stateBelmont,,,,,,,,
2019-11-23-17-saint-louisBelmont,2019-11-23-17-saint-louis,"November 23, 2019","Chaifetz Arena, St. Louis, Missouri",BELMONT,Belmont,Home,SAINT-LOUIS,Saint Louis,Belmont,SAINT-LOUIS,BELMONT,Saint Louis,Belmont,2019-11-23-17-saint-louisSaint Louis,2019-11-23-17-saint-louisBelmont,,,,,0.5651515151515152,0.527536231884058,0.4852459016393443,0.8
2019-11-26-21-eastern-washingtonBelmont,2019-11-26-21-eastern-washington,"November 26, 2019","Reese Court, Cheney, Washington",BELMONT,Belmont,Home,EASTERN-WASHINGTON,Eastern Washington,Belmont,EASTERN-WASHINGTON,BELMONT,Eastern Washington,Belmont,2019-11-26-21-eastern-washingtonEastern Washington,2019-11-26-21-eastern-washingtonBelmont,,,,,0.5331632653061225,0.4977064220183486,0.46765498652291104,0.6666666666666666
2020-01-02-20-belmontBelmont,2020-01-02-20-belmont,"January 2, 2020","Curb Event Center, Nashville, Tennessee",BELMONT,Belmont,Away,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,Belmont,SOUTHERN-ILLINOIS-EDWARDSVILLE,BELMONT,SIU Edwardsville,Belmont,2020-01-02-20-belmontSIU Edwardsville,2020-01-02-20-belmontBelmont,,,,,0.5595947556615017,0.5151843817787418,0.4583333333333333,0.6923076923076923
2019-11-27-21-seton-hallSeton Hall,2019-11-27-21-seton-hall,"November 27, 2019","Imperial Arena at Atlantis Resort, Paradise Island",SETON-HALL,Seton Hall,Away,OREGON,Oregon,Seton Hall,OREGON,SETON-HALL,Oregon,Seton Hall,2019-11-27-21-seton-hallOregon,2019-11-27-21-seton-hallSeton Hall,,,,,0.5368589743589743,0.5234159779614325,0.4201388888888889,0.8
2019-12-08-21-iowa-stateSeton Hall,2019-12-08-21-iowa-state,"December 8, 2019","James H. Hilton Coliseum , Ames, Iowa",SETON-HALL,Seton Hall,Home,IOWA-STATE,Iowa State,Seton Hall,IOWA-STATE,SETON-HALL,Iowa State,Seton Hall,2019-12-08-21-iowa-stateIowa State,2019-12-08-21-iowa-stateSeton Hall,,,,,0.5511247443762781,0.5360443622920518,0.4511930585683297,0.75
2020-03-04-20-seton-hallSeton Hall,2020-03-04-20-seton-hall,"March 4, 2020","Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,Away,VILLANOVA,Villanova,Seton Hall,VILLANOVA,SETON-HALL,Villanova,Seton Hall,2020-03-04-20-seton-hallVillanova,2020-03-04-20-seton-hallSeton Hall,,,,,0.5134638922888617,0.5047021943573667,0.4437164979154257,0.75
2019-11-14-20-seton-hallSeton Hall,2019-11-14-20-seton-hall,"November 14, 2019","Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,Away,MICHIGAN-STATE,Michigan State,Seton Hall,MICHIGAN-STATE,SETON-HALL,Michigan State,Seton Hall,2019-11-14-20-seton-hallMichigan State,2019-11-14-20-seton-hallSeton Hall,,,,,0.5887096774193549,0.5072463768115942,0.4330357142857143,1.0
2019-12-14-16-rutgersSeton Hall,2019-12-14-16-rutgers,"December 14, 2019","Rutgers Athletic Center, New Brunswick, New Jersey",SETON-HALL,Seton Hall,Home,RUTGERS,Rutgers,Seton Hall,RUTGERS,SETON-HALL,Rutgers,Seton Hall,2019-12-14-16-rutgersRutgers,2019-12-14-16-rutgersSeton Hall,,,,,0.5359066427289049,0.5275974025974026,0.4472168905950096,0.6666666666666666
2020-02-15-20-providenceSeton Hall,2020-02-15-20-providence,"February 15, 2020","Dunkin' Donuts Center, Providence, Rhode Island",SETON-HALL,Seton Hall,Home,PROVIDENCE,Providence,Seton Hall,PROVIDENCE,SETON-HALL,Providence,Seton Hall,2020-02-15-20-providenceProvidence,2020-02-15-20-providenceSeton Hall,,,,,0.5088589652728561,0.5103155339805825,0.44113524877365096,0.75
2020-02-12-18-seton-hallSeton Hall,2020-02-12-18-seton-hall,"February 12, 2020","Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,Away,CREIGHTON,Creighton,Seton Hall,CREIGHTON,SETON-HALL,Creighton,Seton Hall,2020-02-12-18-seton-hallCreighton,2020-02-12-18-seton-hallSeton Hall,,,,,0.5108047690014903,0.5108005082592122,0.437316715542522,0.7826086956521741
2020-03-07-14-creightonSeton Hall,2020-03-07-14-creighton,"March 7, 2020","CenturyLink Center, Omaha, Nebraska",SETON-HALL,Seton Hall,Home,CREIGHTON,Creighton,Seton Hall,CREIGHTON,SETON-HALL,Creighton,Seton Hall,2020-03-07-14-creightonCreighton,2020-03-07-14-creightonSeton Hall,,,,,0.5141342756183745,0.5045500505561172,0.44979803808424695,0.7241379310344828
2020-02-01-11-seton-hallSeton Hall,2020-02-01-11-seton-hall,"February 1, 2020","Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,Away,XAVIER,Xavier,Seton Hall,XAVIER,SETON-HALL,Xavier,Seton Hall,2020-02-01-11-seton-hallXavier,2020-02-01-11-seton-hallSeton Hall,,,,,0.5150602409638554,0.5146412884333821,0.4343220338983051,0.8
2020-02-29-18-brownBrown,2020-02-29-18-brown,"February 29, 2020","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,Away,PENNSYLVANIA,Penn,Brown,PENNSYLVANIA,BROWN,Pennsylvania,Brown,2020-02-29-18-brownPennsylvania,2020-02-29-18-brownBrown,,,,,0.4578571428571429,0.5282539682539683,0.4942196531791908,0.5416666666666666
2020-01-17-19-yaleBrown,2020-01-17-19-yale,"January 17, 2020","John J. Lee Ampitheater, New Haven, Connecticut",BROWN,Brown,Home,YALE,Yale,Brown,YALE,BROWN,Yale,Brown,2020-01-17-19-yaleYale,2020-01-17-19-yaleBrown,,,,,0.4838082901554404,0.5428571428571428,0.4739185750636132,0.5384615384615384
2020-01-24-19-brownBrown,2020-01-24-19-brown,"January 24, 2020","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,Away,YALE,Yale,Brown,YALE,BROWN,Yale,Brown,2020-01-24-19-brownYale,2020-01-24-19-brownBrown,,,,,0.4769417475728155,0.5384615384615384,0.4715976331360946,0.5
2019-12-10-19-st-johns-nyBrown,2019-12-10-19-st-johns-ny,"December 10, 2019","Carnesecca Arena, Jamaica, New York",BROWN,Brown,Home,ST-JOHNS-NY,St. John's (NY),Brown,ST-JOHNS-NY,BROWN,St. John's (NY),Brown,2019-12-10-19-st-johns-nySt. John's (NY),2019-12-10-19-st-johns-nyBrown,,,,,0.4659300184162062,0.5481727574750831,0.4971264367816092,0.5555555555555556
2019-12-07-19-stony-brookBrown,2019-12-07-19-stony-brook,"December 7, 2019","Island Federal Credit Union, Stony Brook, New York",BROWN,Brown,Home,STONY-BROOK,Stony Brook,Brown,STONY-BROOK,BROWN,Stony Brook,Brown,2019-12-07-19-stony-brookStony Brook,2019-12-07-19-stony-brookBrown,,,,,0.471875,0.5555555555555556,0.4786780383795309,0.625
2019-11-26-17-massachusetts-lowellBrown,2019-11-26-17-massachusetts-lowell,"November 26, 2019","Costello Athletic Center, Lowell, Massachusetts",BROWN,Brown,Home,MASSACHUSETTS-LOWELL,UMass-Lowell,Brown,MASSACHUSETTS-LOWELL,BROWN,Massachusetts-Lowell,Brown,2019-11-26-17-massachusetts-lowellMassachusetts-Lowell,2019-11-26-17-massachusetts-lowellBrown,,,,,0.4782608695652174,0.5266272189349113,0.4793814432989691,0.8
2020-02-22-18-cornellBrown,2020-02-22-18-cornell,"February 22, 2020","Newman Arena, Ithaca, New York",BROWN,Brown,Home,CORNELL,Cornell,Brown,CORNELL,BROWN,Cornell,Brown,2020-02-22-18-cornellCornell,2020-02-22-18-cornellBrown,,,,,0.4688473520249221,0.5345303867403315,0.4883630721489527,0.5909090909090909
2019-12-28-11-dukeBrown,2019-12-28-11-duke,"December 28, 2019","Cameron Indoor Stadium, Durham, North Carolina",BROWN,Brown,Home,DUKE,Duke,Brown,DUKE,BROWN,Duke,Brown,2019-12-28-11-dukeDuke,2019-12-28-11-dukeBrown,,,,,0.4686985172981878,0.5496987951807228,0.4965576592082616,0.5
2019-11-30-16-brownBrown,2019-11-30-16-brown,"November 30, 2019","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,Away,NAVY,Navy,Brown,NAVY,BROWN,Navy,Brown,2019-11-30-16-brownNavy,2019-11-30-16-brownBrown,,,,,0.4683195592286502,0.5373134328358209,0.4857142857142857,0.6666666666666666
2019-11-19-19-sacred-heartBrown,2019-11-19-19-sacred-heart,"November 19, 2019","William H. Pitt Center, Fairfield, Connecticut",BROWN,Brown,Home,SACRED-HEART,Sacred Heart,Brown,SACRED-HEART,BROWN,Sacred Heart,Brown,2019-11-19-19-sacred-heartSacred Heart,2019-11-19-19-sacred-heartBrown,,,,,0.4640883977900552,0.5305164319248826,0.4644808743169399,1.0
2020-02-15-18-princetonBrown,2020-02-15-18-princeton,"February 15, 2020","Jadwin Gymnasium, Princeton, New Jersey",BROWN,Brown,Home,PRINCETON,Princeton,Brown,PRINCETON,BROWN,Princeton,Brown,2020-02-15-18-princetonPrinceton,2020-02-15-18-princetonBrown,,,,,0.4720309810671257,0.5323308270676692,0.4822033898305085,0.6
2020-02-28-19-brownBrown,2020-02-28-19-brown,"February 28, 2020","Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,Away,PRINCETON,Princeton,Brown,PRINCETON,BROWN,Princeton,Brown,2020-02-28-19-brownPrinceton,2020-02-28-19-brownBrown,,,,,0.4612518628912072,0.5324074074074074,0.4913533834586466,0.5652173913043478
2019-12-01-13-pennsylvaniaCal State Long Beach,2019-12-01-13-pennsylvania,"December 1, 2019","Anaheim Convention Center, Anaheim, California",LONG-BEACH-STATE,Long Beach State,Home,PENNSYLVANIA,Penn,Cal State Long Beach,PENNSYLVANIA,LONG-BEACH-STATE,Pennsylvania,Cal State Long Beach,2019-12-01-13-pennsylvaniaPennsylvania,2019-12-01-13-pennsylvaniaCal State Long Beach,,,,,0.5113122171945701,0.463855421686747,0.524896265560166,0.375
2019-12-28-12-floridaCal State Long Beach,2019-12-28-12-florida,"December 28, 2019","Stephen C. O'Connell Center, Gainesville, Florida",LONG-BEACH-STATE,Long Beach State,Home,FLORIDA,Florida,Cal State Long Beach,FLORIDA,LONG-BEACH-STATE,Florida,Cal State Long Beach,2019-12-28-12-floridaFlorida,2019-12-28-12-floridaCal State Long Beach,,,,,0.4962073324905184,0.4712389380530974,0.5302166476624858,0.2857142857142857
2020-02-19-22-california-irvineCal State Long Beach,2020-02-19-22-california-irvine,"February 19, 2020","Bren Events Center, Irvine, California",LONG-BEACH-STATE,Long Beach State,Home,CALIFORNIA-IRVINE,UC-Irvine,Cal State Long Beach,CALIFORNIA-IRVINE,LONG-BEACH-STATE,UC Irvine,Cal State Long Beach,2020-02-19-22-california-irvineUC Irvine,2020-02-19-22-california-irvineCal State Long Beach,,,,,0.4849726775956284,0.4711764705882353,0.5202147820593809,0.3461538461538461
2019-11-29-14-wake-forestCal State Long Beach,2019-11-29-14-wake-forest,"November 29, 2019","Anaheim Convention Center, Anaheim, California",LONG-BEACH-STATE,Long Beach State,Home,WAKE-FOREST,Wake Forest,Cal State Long Beach,WAKE-FOREST,LONG-BEACH-STATE,Wake Forest,Cal State Long Beach,2019-11-29-14-wake-forestWake Forest,2019-11-29-14-wake-forestCal State Long Beach,,,,,0.509020618556701,0.4770642201834863,0.5351089588377724,0.42857142857142855
2019-11-14-22-saint-marys-caCal State Long Beach,2019-11-14-22-saint-marys-ca,"November 14, 2019","McKeon Pavilion, Moraga, California",LONG-BEACH-STATE,Long Beach State,Home,SAINT-MARYS-CA,Saint Mary's,Cal State Long Beach,SAINT-MARYS-CA,LONG-BEACH-STATE,Saint Mary's (CA),Cal State Long Beach,2019-11-14-22-saint-marys-caSaint Mary's (CA),2019-11-14-22-saint-marys-caCal State Long Beach,,,,,0.5059523809523809,0.4397905759162304,0.5087209302325582,0.3333333333333333
